"","0","0 | 1","0 | 2","0 | 3","300","300 | 1","300 | 2","300 | 3","900","900 | 1","900 | 2","900 | 3","1800","1800 | 1","1800 | 2","1800 | 3","3600","3600 | 1","3600 | 2","3600 | 3"
"fhuC",977.03,947.451,1058.23,1000.62,1016.88,1013.7,1207.36,1017.32,722.987,790.825,939.547,761.243,461.293,552.82,913.675,939.065,766.971,604.143,879.005,1040.71
"fhuD",659.248,664.508,781.565,702.755,741.38,748.616,860.243,933.796,515.131,571.391,672.42,535.549,414.787,386.314,643.411,676.576,508.237,482.652,756,806.531
"fhuB",380.297,358.93,398.156,409.229,406.574,420.855,536.175,517.802,329.943,375.911,403.494,325.016,220.347,246.514,365.095,414.769,469.664,323.272,362.15,474.64
"hemL",697.207,820.744,610.99,673.816,1108.19,1080.88,690.566,781.8,1044.29,1166.61,818.452,850.628,1143.17,1116.48,883.086,904.378,1016.59,1189.49,942.807,966.673
"clcA",630.991,648.045,639.115,690.111,581.999,560.241,793.934,723.43,771.945,742.324,743.162,913.126,872.43,995.706,769.879,800.311,896.757,1006.74,804.665,864.153
"erpA",1513.32,1517.57,1523.02,1818.95,1480.87,1426.9,1679.45,1694.67,844.072,881.305,1766.46,2001.44,829.103,690.446,1612.8,1576.39,1153.06,1338.15,1452.02,1266.93
"yadS",748.509,833.625,721.434,680.507,847.772,918.037,660.374,807.834,663.822,791.048,734.864,701.764,611.711,746.568,768.237,798.475,784.451,682.281,625.472,823.339
"btuF",642.629,614.536,609.981,582.599,773.039,734.009,573.93,647.25,733.65,829.175,564.792,520.831,549.265,666.865,632.988,588.432,567.522,640.997,616.33,637.077
"mtn",966.377,873.114,934.276,915.883,1190.99,1201.93,962.316,956.802,1145.88,1283.46,1144.92,1166.69,1247.21,1225.44,1225.2,1074,1203.34,1498.18,1361.55,1191.55
"dgt",498.584,488.941,590.408,511.519,465.38,503.959,565.138,556.66,419.46,470.006,555.661,545.026,448.5,500.842,579.338,546.443,749.786,741.481,498.07,503.946
"degP",612.028,606.653,486.253,442.339,804.458,978.266,423.192,535.995,519.776,717.257,568.788,566.747,584.644,474.883,633.289,717.978,916.695,691.127,803.605,848.905
"cdaR",801.232,826.74,704.707,732.957,696.447,933.276,606.922,690.89,789.02,776.064,723.933,556.494,761.377,838.828,586.816,532.526,997.051,968.99,662.026,700.385
"yaeH",585.406,805.228,1060.61,889.506,503.761,442.277,902.818,726.698,853.734,897.968,820.001,919.23,1170.33,1175.58,625.502,718.721,2442.99,2527.59,759.6,872.45
"yaeI",5.93784,20.6958,4.863,2.10723,1.43944,2.35322,4.44166,4.26666,41.5774,4.85789,4.7172,1.41078,42.3011,7.66593,2.74079,3.98328,42.2661,27.4431,12.1661,12.3006
"dapD",1028.7,1055.26,889.992,789.415,1138.72,1254.73,1062.24,981.001,1394.27,1362.5,1169.14,1215.29,2522.11,2043.69,1303.43,1302.09,2205.95,2471.28,1433.62,1401.4
"glnD",43.368,5.65658,32.3053,14.3727,43.0033,19.0563,5.72663,22.515,41.2861,40.7272,41.8171,17.6478,11.8087,4.56632,26.704,23.9702,9.94898,29.6252,26.2061,3.08114
"map",1290.16,1286.19,2182.52,2859.65,1677.54,1703.61,2307.45,2345.14,1457.75,1343.99,2602.99,3018.06,1377.05,1498.57,2668.3,2654.85,996.027,1532.78,2621.61,2311.86
"tff",7155.5,6595.4,4963.4,6872.57,9738.56,9516.7,5644.12,4685.11,9455.65,8904.45,5628.94,7452.59,10235.6,10270.8,6795.64,6549.16,6048.71,7496.04,7525.76,6707.65
"rpsB",3898.33,3920.73,2553.98,3634.53,6720.76,7018.15,3751.94,3368.44,5489.64,5430.52,4207.94,5469.9,6384.2,7307.14,5224.4,4932.09,2785.17,4181.98,5169.93,4658.09
"tsf",4982.67,5053.85,3414.74,4257.76,8276.37,8959.21,4966.71,4426.29,7072.44,7361.81,4898.23,6601.44,7552.33,7045.9,6691.61,6053.76,3195.64,3885.73,6493.36,5829.3
"pyrH",1893.84,2143.22,1125.08,1174.72,2495.38,2406.46,1869.14,1797.99,2444.67,2626.08,2299.65,2719.15,1994.3,2180.25,2626.98,2508.11,794.835,940.657,2139.03,2343.07
"frr",2016.05,2141.28,1242.45,1626.03,2690.24,2499.51,1637.24,1686.34,2366.99,2462.9,2151.19,2376.32,2726.19,2344.31,2215.36,2343.09,2204.28,2543.93,2037.63,1995.19
"dxr",1195.24,1265.4,800.061,942.698,1376.14,1534.68,998.91,1002.59,1101.95,1104,1052.67,1013.77,948.533,902.276,1122.56,1160.51,753.784,814.925,1218.27,1198.16
"ispU",1962.81,1928.94,1707.9,1907.63,2349.72,2565.24,1776.63,1715.83,1997.85,1967.01,1983.81,2363.77,2088.45,2194.34,2074.14,2065.97,1061.47,1549.89,1996.74,1834.19
"cdsA",965.596,1176.43,1079.2,1140.84,1113.07,1297.64,1325.97,1333.6,1054.59,1147.78,1465.97,1503.27,1117.47,958.764,1697.89,1647.62,692.959,572.204,1498.99,1723.78
"rseP",1385.51,1602.32,1721.84,2134.09,1595.46,1906.02,2168.01,1945.04,1792.75,1637.07,2212.95,2544.4,1791.81,1848.87,2356.68,2379.19,1177.76,1194.95,2684.3,2293.31
"bamA",2057.39,2254.42,1860.01,2308.46,2816.8,2829.77,2366.36,2349.88,3084.88,2764.26,2574.83,2858.88,3582.72,3415.73,3074.32,2849.05,2125.85,2389.34,3008.83,2906.18
"skp",2315.42,2540.41,1885.71,2383.13,3700.81,4159.16,2372.44,2652.57,4272.98,3730.26,2790.89,3106.67,5908.72,5603.03,3240.28,3136.29,4363.06,5702.53,3956.82,3477.34
"lpxD",1620.02,1849.54,1294.18,1697.23,2564.54,2509.75,1792.39,1903.66,2775.04,2416.92,2020.07,2239.22,3023.12,3062.58,2328.52,2218.47,1678.12,1662.75,2633.43,2352.66
"fabZ",2810.5,2891.06,2282.42,2983.36,4234.12,4147.92,2726.98,2637.18,3435.75,3547.15,2864.37,3367.5,3157.31,2807.1,3130.47,3055.15,1974.76,1917.38,2927.89,2915.62
"lpxA",1490.18,1659.66,1445.9,1482.15,2250.59,1684.06,1688.33,1714.89,1545.09,1645.23,1732.34,1845.43,1355.73,1299.24,1847.38,1895.68,988.313,1030.22,1935.51,1733.01
"lpxB",1307.76,1318.64,1521.24,1544.02,1773.08,1869.78,1913.08,1758.7,1545.32,1616.63,1847.28,2160.69,1267.15,1034.58,2211.12,1853.51,704.975,700.739,1910.05,1794.48
"rnhB",1060.3,1060.62,1219.6,1418.27,1630.96,1655.15,2061.1,1835.62,1420.82,1437.57,2022.76,1953.1,1061.62,1067.39,2303.54,2316.07,556.602,646.831,2080,1965.61
"dnaE",774.068,1042.49,945.647,1305.12,1291.41,1514.68,1616.79,1394.12,1596.2,1365.95,1680.07,1842.74,1202.42,636.755,1995.37,1914.19,563.58,570.303,1933.67,1650.65
"accA",1405.45,1947.28,1306.91,1719.45,2292.2,2584.78,1605.99,1570.98,2478.92,2296.29,1982.37,2167.74,2332.73,2202.7,2444.91,2340.29,1212.5,1565.6,2311.28,1911.8
"ldcC",17.1432,8.62348,18.0114,22.0804,29.7091,31.0588,12.7049,28.5456,64.1937,60.5291,22.0899,23.0277,71.2458,44.8128,52.3961,38.5168,34.5318,54.5021,48.5219,52.3058
"yaeR",660.921,739.079,674.448,583.53,605.034,612.483,730.384,742.078,723.649,602.319,812.523,775.647,679.322,396.11,715.49,825.328,860.567,827.607,648.703,770.812
"tilS",864.271,848.367,820.305,840.695,905.616,1013.58,866.659,901.926,836.567,887.955,927.421,827.862,767.638,739.426,895.674,792.416,936.571,966.212,765.241,771.369
"rof",596.967,558.287,588.096,598.449,544.802,702.115,552.139,626.392,612.126,601.154,669.184,650.396,721.324,861.09,675.485,668.99,1417.1,1905.3,617.521,655.223
"yaeP",552.54,589.192,606.338,574.882,548.477,448.769,622.652,623.042,520.924,586.714,665.235,708.973,914.661,740.147,652.954,608.809,1872.3,1649.37,641.212,711.519
"arfB",569.978,678.289,807.987,706.422,566.682,628.06,800.594,771.585,616.876,653.018,749.518,777.205,572.407,624.273,690.59,707.662,778.897,734.612,680.487,685.503
"nlpE",489.48,530.01,567.982,542.447,505.29,571.811,596.762,606.375,648.444,556.111,565.093,654.049,511.739,546.366,497.721,514.79,675.654,719.146,517.72,584.508
"yaeF",300.755,271.483,397.818,316.857,346.4,360.259,423.495,303.299,285.645,345.394,339.564,301.718,137.31,349.027,283.209,294.929,307.44,292.509,266.168,316.522
"proS",1728.38,1691.66,1148.05,1339.43,2473.46,2192.6,1347.88,1506.27,2337.28,2365.27,1601.13,1671.85,2539.19,2371.47,1601.61,1643.56,1038.95,1228.5,1501.38,1398.33
"trmO",498.304,477.17,576.025,542.901,594.237,651.576,644.078,567.701,556.165,699.623,580.771,556.333,383.292,530.292,520.62,598.996,448.058,502.728,507.002,578.286
"rcsF",965.973,976.837,841.887,1000.64,1265.53,1217.82,849.821,854.715,1250,1178.99,849.162,911.631,1179.21,1202.8,834.411,866.093,852.367,996.26,812.96,853.069
"metQ",816.014,761.875,879.538,914.726,829.868,850.295,877.645,800.568,767.16,845.516,820.503,883.443,1037.28,1004.76,846.334,861.001,1382.85,1534.1,1346.84,1112.13
"metI",405.199,460.561,664.578,546.985,409.853,476.686,535.69,535.538,447.006,527.478,539.145,535.585,494.029,489.684,479.22,547.926,676.609,706.365,724.142,727.991
"metN",484.188,488.673,737.03,572.121,487.299,528.984,577.517,554.691,491.029,513.344,583.567,561.807,433.318,463.793,552.539,695.971,515.217,551.05,891.542,781.01
"gmhB",924.38,840.812,800.339,807.821,997.536,936.957,705.511,628.996,1034.76,1057.61,712.963,684.881,1190.83,1211.04,667.775,631.424,1107.47,1135.13,759.544,744.95
"rrsH",8432.94,7381.62,6854.64,9581.15,10518.2,10533.3,6376.12,5270.51,10703.8,9651.75,6016.19,8425.5,11657.2,12289.2,7344.42,7137.99,12848.4,13525.6,7813.87,7137.6
"rrfH",6995.46,6708.42,6087.27,8822.44,9313.92,9982.73,5801.76,4571.6,9402.84,9283.82,5431.84,7901.52,10179.5,11548.2,6537.67,5862.97,11030,13244.1,7159.07,5997.44
"dkgB",500.695,553.778,503.8,441.147,569.96,628.745,485.799,430.038,429.311,472.979,450.769,428.49,427.689,432.581,408.654,404.473,693.715,725.849,393.058,425.775
"yafC",365.936,431.49,603.23,574.854,302.745,420.736,631.069,566.08,342.432,459.827,556.043,567.036,291.478,417.651,509.499,492.24,664.936,859.739,472.412,517.329
"yafD",891.194,735.477,1100.56,1208.02,900.43,957.183,972.646,1068.6,1094.1,911.204,1123.21,1105.79,1553.88,1256.03,1291.49,1200.61,1419.98,1519.25,1694.71,1420.67
"yafE",436.021,499.09,656.535,589.129,473.454,422.124,522.154,636.297,413.011,366.948,649.131,600.337,443.464,300.487,700.73,644.141,612.484,475.015,714.027,635.023
"mltD",109.646,162.901,118.542,50.8985,84.4228,54.3977,96.8143,82.8569,80.2947,81.1998,114.231,81.1619,120.356,64.2315,106.096,120.081,61.8893,66.0108,115.8,90.5814
"gloB",763.072,837.41,995.153,1052.48,748.304,767.506,883.883,852.082,807.246,730.695,846.903,908.677,1118.61,1064.09,781.776,830.495,1780.71,1915.4,940.619,960.787
"yafS",491.43,578.449,562.543,550.309,458.97,428.856,462.975,443.798,417.752,467.152,510.833,458.626,450.883,440.206,421.166,501.911,726.753,662.447,472.716,583.76
"rnhA",645.166,724.407,703.592,738.041,845.325,913.225,694.622,613.066,856.427,864.298,665.655,673.666,786.401,802.761,597.663,603.194,836.064,924.302,588.457,668.493
"dnaQ",703.387,733.32,765.075,833.467,911.097,769.659,747.938,841.911,679.505,666.89,1007.26,1021.43,808.157,628.179,947.946,1042.33,786.272,604.712,811.59,818.824
"yafT",14.5444,1.06384,27.3201,0.813315,1.78555,0.685209,9.20687,5.47753,14.8807,2.66823,9.41088,0.853466,0.746673,3.29534,6.6355,0.775286,9.89766,17.3298,20.5547,1.67453
"yafU",13.8227,4.15585,4.18106,13.2594,16.024,25.0168,17.5577,14.4204,3.21943,13.3571,5.09994,0.273538,24.2115,3.59695,21.827,17.8112,3.90526,3.19667,14.4013,16.2633
"yafV",283.574,227.225,331.516,230.615,243.156,363.715,256.431,251.952,210.682,304.074,219.627,221.19,148.472,267.963,179.894,176.144,286.429,396.172,160.147,223.137
"ivy",718.174,672.985,582.708,545.691,547.425,621.389,623.354,620.958,447.668,516.496,589.934,613.104,644.244,493.94,478.726,522.586,1287.26,1321.42,398.892,508.838
"fadE",15.6176,25.71,29.8982,4.44197,30.3115,11.752,15.6468,13.8487,13.2832,14.6736,22.5427,22.9178,25.5971,40.9413,23.0484,25.7723,4.83255,34.2147,34.5983,53.2608
"gmhA",619.629,679.834,644.983,541.512,781.645,739.939,611.375,572.146,779.191,641.982,573.806,636.388,996.375,761.627,533.78,612.137,1151.08,951.824,637.837,646.905
"dpaA",1294.42,1280.97,1698.4,2090.94,1644.86,1712.58,1830.38,1767.21,1549.68,1510.01,1695.52,1976.58,1460.73,1480.78,1915.16,1802.21,829.38,942.587,1642.3,1434.84
"yafQ",664.707,703.092,1662.63,1878.63,765.57,793.689,1649.03,1860.39,693.773,677.229,1689.2,1842.12,532.063,438.127,2058.58,1841.57,473.765,381.733,1545.72,1422.64
"dinJ",583.335,735.643,1719.48,1777.59,962.639,903.06,1742.03,1686.81,821.187,786.34,1701.44,2004.14,660.524,719.959,1761.26,1734.62,598.516,704.786,1304.84,1288.35
"yafL",33.8717,22.7654,2.20319,3.52812,2.58898,5.02776,10.4475,1.84713,4.96898,2.16156,1.08143,1.9799,22.609,1.93084,1.83503,2.35669,4.28516,20.7536,4.56095,20.488
"rayT",8.64536,5.3979,11.6836,16.6944,36.6219,3.58283,4.54698,20.2171,22.3776,40.8686,12.7713,16.9693,33.5186,25.4262,25.8443,11.5921,19.3654,36.1739,44.3201,8.32348
"lfhA",3.12676,3.48616,4.1852,2.55258,5.69161,1.55109,5.82058,4.32193,5.34772,2.93151,3.96585,2.28315,11.8336,4.68282,3.81278,22.066,5.50485,4.27649,7.8429,20.9785
"lafU",303.588,279.351,291.526,227.963,210.237,270.856,224.119,254.082,188.842,223.45,179.945,165.785,213.287,155.905,257.169,180.101,301.406,229.047,199.864,250.2
"dinB",371.387,425.741,487.606,374.816,406.19,419.594,418.135,339.553,414.142,403.526,400.697,356.744,265.074,339.463,381.433,389.172,417.783,315.156,437.609,451.902
"yafN",495.737,460.671,518.81,494.674,437.127,426.984,487.779,424.591,347.336,450.404,492.299,459.865,355.156,364.043,565.037,533.74,419.901,312.351,487.444,497.573
"yafO",562.048,491.984,565.493,532.543,428.135,432.91,456.724,445.152,419.451,399.099,542.091,441.324,286.078,335.92,576.555,588.104,428.496,410.39,503.225,534.233
"yafP",430.162,355.337,443.293,481.912,454.019,433.81,407.617,457.463,390.443,292.163,435.555,414.08,335.134,299.376,575.54,503.055,507.54,410.992,413.215,395.813
"ykfJ",544.308,577.509,583.493,515.151,500.602,576.651,497.222,521.675,423.167,476.188,493.05,427.876,273.382,360.848,460.119,485.135,526.198,467.366,363.469,488.296
"prfH",493.668,417.372,592.768,534.551,472.782,493.547,491.139,518.023,364.996,431.417,451.314,408.116,222.345,390.811,521.456,446.685,424.576,550.378,435.291,531.127
"pepD",1346.08,1448.92,1320.1,1500.07,1588.58,1635.42,1324.32,1289.57,2532.58,2113.04,1308.1,1555.23,3055.95,3203.36,1430.93,1395.27,3328.69,3079.95,1913.38,1713.75
"gpt",1915.8,1844.82,909.015,1000.7,2702.21,2953.74,1009.94,1087.07,1924.52,2061.58,1085.87,1194.11,1187.96,1192.86,916.642,933.531,899.791,852.616,659.288,800.614
"frsA",878.496,769.751,935.359,903.082,983.871,1137.54,1025.4,1012.22,901.464,1008.64,973.239,977.047,760.933,825.41,856.387,875.932,1029.04,990.733,1015.11,855.457
"crl",1280.4,1060.73,1240.78,1293.35,850.437,853.646,1113.07,1033.43,818.842,741.118,1063.37,1033.74,887.247,619.63,963.738,1056.96,1168.74,989.795,854.662,930.609
"phoE",559.678,480.546,524.279,491.409,452.479,442.349,433.739,450.839,422.901,399.6,399.674,404.609,318.618,364.837,349.909,358.721,460.099,559.179,329.481,358.609
"proB",651.69,645.15,558.168,644.933,730.925,766.615,633.631,681.57,891.465,897.61,692.207,716.21,933.815,982.428,710.793,732.465,802.119,911.389,793.091,831.131
"proA",941.132,949.555,880.693,758.924,1065.61,961.87,852.127,966.713,1148.64,1097.12,983.588,963.678,1395.98,1144.19,917.361,1017.62,1303.98,1322.99,1134.71,1042.65
"ykfI",29.1117,3.06346,27.4405,16.0364,15.2111,16.8987,1.8068,0.759393,2.71516,2.00565,0.984413,1.85817,4.85444,2.41009,11.1525,2.35701,38.7631,28.7971,2.15154,2.24022
"yafW",23.9807,32.9419,2.68536,31.9121,1.14721,9.04375,9.30764,9.26183,2.55833,21.7581,15.5105,13.6796,7.31054,6.45803,2.53184,12.6821,9.75392,8.83227,10.061,26.052
"ykfG",29.6054,21.403,18.9464,17.7782,56.2237,8.89222,5.54328,25.4416,71.1949,25.1463,3.63675,7.25664,26.597,40.768,19.1114,16.7904,13.8381,3.8832,33.3916,7.02217
"yafX",4.08367,8.44278,32.9637,6.13776,4.84199,21.352,6.71681,9.84258,14.3997,20.2755,6.21094,3.61568,4.14714,3.41154,6.55058,13.6912,81.9898,5.18757,7.35004,6.75982
"ykfF",49.737,10.2513,1.62266,4.3408,3.45619,21.3431,26.4043,4.2976,18.3417,29.9106,24.3152,12.5514,11.9446,44.5753,4.53757,28.0293,45.7326,25.0557,26.7544,3.68191
"ykfB",2.86714,5.76548,5.11,8.98658,18.7876,5.68904,1.40494,6.53674,3.05,1.75974,2.75745,1.23277,9.92309,3.33502,4.37978,3.47704,1.77549,1.86547,1.54765,4.97062
"yafY",2.23856,2.11741,2.84147,1.18067,13.6625,1.91116,2.36513,1.75314,1.66073,1.39596,1.17229,0.883484,2.05112,3.06915,1.24497,2.3555,18.9656,2.55902,2.15336,1.00953
"yafZ",10.5576,3.8069,24.0394,9.00263,16.0895,22.111,13.2602,20.01,30.6471,6.72513,13.0822,1.91402,34.2921,2.09252,20.4999,5.02529,23.9476,28.4966,44.6069,7.81671
"ykfA",4.60681,2.99271,28.6738,10.7081,9.40963,11.0587,13.6227,6.6807,14.7476,1.53449,3.84666,4.02885,5.28056,18.3499,4.62059,6.84722,2.76861,8.32301,10.3332,7.22665
"perR",19.2656,13.4603,17.4461,18.2468,3.47298,5.56367,24.3079,1.0719,20.0006,20.9128,15.2583,7.11489,2.20147,25.4599,20.7562,14.8951,4.43021,2.73106,32.1348,9.17475
"ykfC",14.8506,7.35178,36.5967,55.8884,23.8416,8.56442,20.3191,6.61306,22.9342,23.1316,36.0417,3.99366,38.5764,2.48923,8.54792,5.57445,5.37118,16.5169,50.5502,3.43288
"insH1",7.01021,35.8231,10.7286,3.20983,34.0268,43.181,6.46788,24.4808,6.91478,32.1001,35.1599,27.8233,21.2079,7.30011,42.5852,39.1966,45.9012,89.1353,57.0768,49.9512
"mmuP",18.6198,6.06999,1.87367,24.897,2.39774,2.87667,3.49034,9.07778,28.0472,3.78127,3.35134,4.48855,8.3652,8.89408,7.87048,8.29544,70.9457,65.7051,6.60333,8.85957
"mmuM",22.5163,13.5988,20.376,45.2352,35.9561,28.6755,25.6953,22.0511,49.5909,34.0047,19.1084,6.69935,52.3216,19.2791,24.1152,22.6829,20.6412,45.1148,43.1556,31.9088
"afuC",7.7986,2.71958,30.461,8.50029,4.66349,3.14312,13.2135,2.78993,2.77122,1.92895,1.34209,2.41771,8.38086,3.85357,5.86563,3.79542,3.32111,2.19895,4.21964,1.66554
"afuB",3.55511,7.4446,2.34603,3.25846,6.43389,27.8642,1.81514,2.04173,4.23396,1.83064,2.70708,4.22033,4.40907,2.93129,5.20711,5.45566,5.11751,16.6142,4.62342,13.9458
"yagB",19.149,9.5297,42.1303,2.14703,5.18602,4.99473,25.1229,20.5403,11.4217,25.4429,8.84451,3.1694,2.51216,16.9042,3.67218,5.53468,33.853,18.6788,9.2468,6.04089
"yagA",45.053,3.30444,53.9742,3.22974,67.2949,10.2702,28.5599,34.704,49.1792,2.54385,32.761,15.5407,40.6818,16.4155,8.26535,90.1245,26.216,10.2892,14.3709,27.9244
"yagE",1.85527,3.58956,37.4477,1.36043,2.22659,2.21611,1.5953,10.4529,9.11597,1.61117,3.27775,3.52906,5.83483,1.99461,6.8251,3.66784,6.74017,20.1789,9.82845,16.5415
"yagF",29.685,29.7684,33.4373,16.5948,14.471,31.2861,23.2461,25.4566,22.0124,44.9225,11.9951,2.48982,40.6943,29.5181,31.9823,17.5076,32.2334,45.16,44.4185,31.3706
"yagG",24.227,4.6373,6.14963,5.14141,3.30601,4.72584,10.3624,3.77177,2.71565,1.97668,4.93252,1.00297,3.41268,2.96385,9.76846,3.79085,2.86199,1.37123,5.64666,3.96878
"yagH",23.9705,20.2464,39.3758,19.0047,45.0354,42.2014,14.7887,19.2297,47.4996,9.37157,30.0019,32.4844,6.78232,40.8125,14.0737,31.9013,34.8022,28.079,39.1604,39.4321
"xynR",7.53547,32.7953,2.60459,2.31741,1.39598,19.3783,8.83965,18.9525,2.43072,36.9461,23.8451,0.912418,33.9382,12.8296,16.1869,3.22641,24.0733,10.3084,4.73963,15.1262
"argF",7.66987,37.3513,5.34206,3.29388,8.40034,5.34699,17.1573,4.83246,25.4866,13.858,7.91946,6.86723,9.52648,56.3442,14.7461,7.68116,10.0821,10.4917,14.6733,6.2468
"yagJ",45.9118,13.7307,14.3432,27.0888,51.0437,23.8998,27.7656,15.156,30.1254,12.3557,23.2344,18.7987,40.2129,30.9565,29.8975,15.3496,48.3149,13.9233,17.4965,3.53226
"yagK",15.7154,1.01405,11.1311,28.5533,24.8787,10.9014,9.90205,17.6363,13.5203,8.87,21.3426,17.5232,7.74552,12.5546,3.76988,7.48595,11.7714,39.3835,24.8558,17.3019
"yagL",3.02804,4.64845,21.1622,0.832141,3.16411,1.27632,2.68291,2.25872,31.6778,4.5147,5.39126,1.47706,2.79449,5.80716,2.84101,2.20627,28.6357,3.7186,5.03921,3.29703
"yagM",12.3274,31.4781,4.49689,32.1294,1.55452,2.26597,2.84611,1.34526,18.3777,1.13813,3.82663,8.59453,1.89831,1.11407,5.7685,1.43974,4.23916,26.6182,2.37639,1.65537
"yagN",17.1754,13.9981,13.3398,23.3695,1.58796,13.0959,3.32939,14.118,9.25565,13.7209,16.022,17.3141,4.74581,3.18372,4.81544,9.50873,13.8136,22.2378,10.4438,2.6592
"intF",31.6134,4.45542,3.31506,2.48927,1.58059,1.75172,3.7184,13.8257,6.69455,11.0127,1.16417,11.5901,28.4394,22.5639,8.05551,23.7342,10.4251,3.90487,3.1869,9.23016
"yagP",526.635,578.974,545.828,578.393,582.209,656.111,456.019,430.223,524.978,459.37,401.645,464.922,332.479,349.683,369.319,334.167,604.262,561.672,328.456,407.249
"paoD",671.245,679.6,670.172,567.252,606.214,754.252,589.011,570.566,652.541,500.536,479.314,548.354,358.282,483.17,400.942,405.983,616.899,666.637,385.906,489.733
"paoC",557.14,554.211,550.189,440.666,526.022,569.989,474.385,466.772,496.141,486.683,438.433,385.508,310.194,411.282,389.06,360.873,547.71,611.804,364.755,496.107
"paoB",451.663,440.178,433.31,380.746,405.738,474.727,413.336,391.131,384.862,397.482,331.988,298.628,257.7,310.317,235.848,279.548,342.857,358.03,267.094,307.986
"paoA",530.964,686.734,549.212,498.052,483.473,508.612,518.276,497.96,505.626,522.926,490.664,430.358,353.906,472.229,414.789,416.217,585.006,631.861,417.816,495.13
"yagU",793.101,699.662,925.226,820.78,768.915,760.188,685.283,810.351,1344.85,1058.85,707.423,733.669,2480.32,1758.75,943.99,914.176,2830.14,3449.87,917.862,908.686
"ykgJ",728.253,684.378,718.292,704.602,716.114,553.083,683.582,721.44,609.836,670.542,696.498,679.568,659.888,700.187,676.113,636.071,1047.91,757.045,694.237,666.535
"ecpE",492.102,479.657,544.818,388.55,454.624,500.42,429.73,487.258,411.191,416.94,468.009,408.439,238.579,362.05,463.136,461.241,456.547,428.431,434.655,453.694
"ecpD",768.944,645.675,758.181,686.835,582.708,671.501,723.268,733.878,516.901,586.161,673.437,690,379.176,538.656,674.832,670.168,644.921,711.503,674.645,714.47
