"","0","0 | 1","0 | 2","162000","162000 | 1","162000 | 2","0 | 3","0 | 4","162000 | 3","162000 | 4"
"motA",238.4793884,212.9864228,169.7061985,165.4572707,159.4650829,277.2224467,191.958634,226.2418012,149.4721792,207.8215718
"ffs",11641.88492,4825.02951,7367.652439,10615.82669,4391.162479,7049.015805,3980.884739,6748.421572,3000.745146,2806.228064
"fucU",797.4309544,674.3106431,385.0461198,617.6508306,559.2103163,560.8313393,585.1734639,408.4750974,605.9080971,471.3097519
"yfdT",181.2515216,109.3436018,112.1854452,135.6552282,100.0539607,232.0308448,77.25136184,155.0347887,91.0058935,184.920721
"ybjI",2319.923876,2847.963544,1538.505656,897.7513672,838.1204047,397.9736639,1581.801394,939.0808259,1009.780001,752.0054333
"fdnH",395.0446744,569.3215718,971.9840847,328.1675183,245.6992449,282.1712144,752.2673568,1290.134645,231.2846729,275.3830966
"narW",346.176097,261.6215718,187.9098065,227.7215718,147.9584815,211.4241881,229.3215718,235.2587471,150.0472573,172.4989354
"pstB",2845.145782,2821.034179,2289.696798,2496.321572,2989.461439,2598.321572,2572.326348,1960.898043,2636.771149,2221.796051
"wcaC",592.5212247,465.3987713,543.9587211,343.4483049,276.8380475,215.6332178,868.072166,455.1539281,351.3215718,236.1018321
"yjgR",510.116132,433.6291943,255.5541387,381.6232684,431.887172,460.9672249,349.2913099,296.9098457,431.3215718,418.7925824
"secA",6105.999183,5611.070088,5372.326053,5518.597911,3985.99445,4654.764972,5985.314657,5951.601964,4487.929583,4882.421572
"yggT",2788.642007,2926.236242,3288.321572,3272.007716,3428.860447,3258.862681,2714.412683,2216.961123,3764.268203,3291.061845
"yheO",3645.140207,3766.197604,3816.705526,5610.404077,3262.810107,4811.110086,2981.800278,3291.602803,4077.215342,5287.43261
"ygbK",358.1253342,386.4927914,295.6215718,196.7350991,302.2021754,608.3265926,354.6216165,414.1906513,289.1337327,427.8238183
"ddpX",195.5209344,208.617515,153.6629876,168.9239254,150.8893695,243.0484804,258.8914857,165.2132869,237.0902072,200.2793816
"rpnB",182.5355112,215.7551265,125.2483128,188.3332894,163.5215718,193.3612297,238.1825338,112.5766385,220.6071781,191.7026089
"parE",4258.648606,3382.241101,3609.032136,4226.153406,4119.390054,4535.72115,3749.02643,3948.022715,4179.929651,4798.739238
"dkgA",1572.209678,1281.789457,969.4649439,745.2196682,526.2573349,993.9199123,1483.96096,3042.387402,629.041296,973.0894302
"aldA",514.4215718,826.4324967,322.0534229,337.9376786,399.2604656,259.6277046,691.5657901,383.2653343,406.8435747,245.9108161
"ecpD",501.0203554,530.9509266,433.7253927,384.2751027,415.598306,467.3747573,436.902793,421.8934009,365.0071156,404.011454
"waaQ",2814.549617,3709.524877,4087.555798,4797.321572,2837.621572,4217.412107,3193.422834,4279.187907,3364.964854,4688.318147
"ygjI",223.6690821,142.3215718,141.9779437,123.9425088,69.6215718,569.7836546,97.79230835,295.5027547,88.22157178,380.7932798
"fliS",202.1528872,159.2600055,95.69298042,148.946277,144.1996039,213.6369009,104.2321288,152.9045196,130.4696609,163.8763134
"yqeB",242.3223633,238.3273731,183.0509746,201.7633672,232.0292664,340.5670296,213.3007596,245.5330057,232.3703154,318.2845921
"glxR",136.3215718,163.8652429,150.9295623,217.2553735,207.2887505,173.0333641,146.2801253,159.7362098,167.375076,160.1600234
"araJ",356.3404508,564.7320013,595.6215718,334.7261535,779.1331874,554.6655671,518.8627204,484.7583222,780.5002052,547.1811889
"ydgK",694.6352864,958.8576783,662.2640974,966.151515,1795.367796,743.9549016,1120.055954,458.9018959,1586.088958,629.989069
"hslJ",2683.44945,3405.963377,1528.909864,1303.256742,1326.102872,740.3058701,2897.790024,1515.422407,868.6030152,563.7130939
"yjbH",373.0498726,514.9579832,300.473227,232.3925624,325.7225036,419.2617123,578.8954065,290.1944257,379.7274455,336.881176
"yjbI",39.78300007,74.35052864,27.32990407,32.12573285,35.07163944,224.6404308,29.54480283,68.08991223,47.12171576,173.2215718
"fliE",128.2470658,80.62455584,66.22004691,75.96360058,70.5423065,134.4148604,71.29718443,120.6909802,71.99517328,122.6892732
"eamB",280.4332398,244.8585399,251.9741044,149.8052929,191.9085926,389.740235,197.8215718,337.5735236,200.8502238,261.9692177
"yhcO",255.3378593,271.6091108,157.8757204,271.8331569,347.0715718,360.0385998,262.4474316,215.8644148,342.3304415,339.3070974
"maeA",1514.493619,1713.162488,1182.919925,2419.835947,2137.280547,2067.556359,1934.552438,1324.719391,2856.064898,2717.573398
"yafS",799.7324733,803.2964144,1010.670484,954.1788627,964.4214677,481.0552447,839.342063,831.648164,940.8070682,645.1842262
"gadW",2261.715308,1509.842507,775.8412751,7064.144354,3867.905175,4152.233099,2400.121572,1834.950783,8299.549309,7933.871572
"nrdH",2957.348477,3217.571731,2233.452832,857.1613426,577.5727538,638.5215718,3186.295903,341.7360848,1829.295674,4118.692381
"dcuC",276.0042048,245.2293042,353.0215718,177.1476819,253.2013599,265.7516347,269.578881,499.4215718,265.9340177,286.6318237
"hupA",7016.071572,6077.416313,5067.892251,8837.721572,7833.186833,7029.375641,6519.621572,5836.929273,8929.680561,8411.471115
"mdtB",825.970041,716.4486719,491.052042,550.4653945,751.2715718,495.3662685,721.3022201,498.8179001,619.8451786,526.0346295
"lptA",5318.794182,5732.151283,5245.166199,5516.323976,3511.192928,5611.166802,4989.072743,5810.336413,4224.735201,5896.362854
"allR",2773.024508,3107.126891,2248.116689,1766.28764,2369.821572,1228.583986,2786.254078,1448.12009,2479.388339,1449.007742
"yhbP",676.5281438,861.3545205,859.1308797,1182.082711,1012.491084,987.3215718,804.7188046,1052.763836,995.9215718,1091.436605
"deoC",13115.30371,11577.35904,12076.84427,11071.98038,11597.57157,11803.57681,13542.22157,14170.29597,11470.44373,12173.91011
"purH",9235.541112,9908.627749,4578.124585,9361.287521,12884.22157,8174.329,9419.704908,2429.868108,11684.31656,8049.550434
"trhO",3287.682749,2957.235672,933.4561804,3463.263375,3652.643744,1186.465179,1587.033248,233.7409475,2059.652821,689.7166513
"hcaE",763.8130545,728.1595388,561.7354092,776.9128078,766.1733079,503.9947426,736.4885548,512.5646702,920.8976682,616.0986887
"yicC",3728.878368,2961.927325,3719.954914,6975.153353,5512.824705,4979.200054,3278.198649,3364.334013,5646.325085,4939.050501
"ybhL",3122.37739,2788.147998,1917.254936,2788.040778,3107.466428,1849.900831,3083.483111,2734.530907,2499.985117,1769.906594
"hxpA",1523.261256,1413.731691,967.676387,1364.918093,1525.977872,751.9789221,1487.842078,1102.453661,1609.585135,987.5765381
"recF",2770.623358,2685.657151,3958.181977,2689.745593,2744.216603,2955.337064,3196.947703,5052.20703,2821.885164,2972.321572
"glcB",1920.158397,2277.885352,1468.680436,4840.823683,4188.502596,2924.677552,3620.721572,960.6246341,6372.762983,4291.43373
"higA",1097.381653,796.0881065,1039.771572,2073.960647,1699.933336,2187.621572,971.7833221,997.9615927,1453.596633,1471.17544
"flk",2106.18439,1913.464205,2350.433359,2603.620645,3009.661181,2541.421572,1938.110454,2227.770754,2526.621572,2310.949934
"yaaU",275.3655446,150.7067767,124.8740575,157.1504416,114.2215718,361.5190122,126.7827434,212.216476,120.0911612,252.8054138
"yeaY",2636.678894,3459.435971,3845.917543,2103.209987,3528.522694,2921.321313,3674.061064,4159.671464,2351.391541,2113.229964
"ydcS",146.8215718,131.3158405,122.6832319,126.7920779,115.6040163,165.9586588,118.6083088,126.4372337,117.6215718,119.8890069
"can",7961.321572,8837.999246,3677.922749,11583.64302,10938.87157,6832.121572,6681.482767,1752.759827,12033.85917,7753.919238
"mreC",5172.374229,5855.835989,5587.693871,5000.098374,6608.93238,5716.351907,6016.335644,5397.600842,6718.68214,5965.251761
"yadK",185.615736,138.7200604,91.66252555,146.5957402,77.47435277,206.4289574,100.3334383,139.450812,113.0034444,159.1914804
"sfmF",152.0864644,117.6478436,102.9231127,147.4942175,143.5116521,128.6215718,130.6087346,108.4215718,134.3316955,116.8714744
"zinT",436.633288,617.583761,379.8468821,719.5802046,421.5393748,250.3712507,465.6879979,572.6255125,478.2215718,454.5296234
"aroC",3151.634909,4289.488145,3085.443408,3150.363354,4554.055166,3132.421572,4367.180248,2560.466874,5163.77633,3864.933339
"pqqL",313.9971073,971.2530773,282.156313,176.0215718,148.0885138,192.0215718,216.0215718,131.0583425,148.2215718,155.290157
"aroA",3096.558192,5140.455495,3175.27927,3700.006993,4366.383848,3332.563733,4417.526995,1597.390362,5245.471572,4585.605863
"hlyE",294.5469967,190.1701027,138.4278056,182.170253,116.1714924,154.7575324,284.1070518,387.6993108,121.6105424,116.7593866
"nudL",1385.431428,1532.871572,899.3215718,1043.617129,1231.394742,928.9098019,1340.523499,688.4964916,1067.492118,850.5215718
"wcaK",650.6430515,628.877072,618.1806478,380.4708101,465.8843474,356.93331,1158.106209,711.4215718,499.8653756,339.0218421
"yqeI",182.7735727,373.4630836,828.7570181,484.9215718,462.3215718,176.2774346,248.7215718,1280.358444,362.3500915,286.8971411
"mdtD",1523.133514,675.4283006,524.8215718,550.5435024,711.3174242,527.0198402,1054.663431,611.5215718,523.1987716,444.4115025
"csgE",245.8190197,294.0199462,125.132526,273.0698363,159.1045363,120.7355627,224.6175466,125.6201298,273.301422,119.9355955
"kdsA",2973.210445,3133.228338,4106.149406,2590.520474,3438.925321,3042.368463,3277.188948,3359.307166,2655.901602,2525.920318
"amiA",2229.665045,2851.00215,2396.764623,2382.021572,3123.384306,2389.926775,2652.30125,2504.190485,2776.621029,2071.371572
"gfcA",1037.266959,1149.810064,2224.150581,488.7047148,1071.908134,964.9790427,1663.021572,2866.566509,710.2608754,738.939414
"puuC",5371.283583,6489.529958,3366.922416,2762.209731,3435.551799,2765.965014,7575.761762,764.8156643,3563.164469,2311.30908
"iscR",6790.248927,6662.475449,4639.499145,5802.897203,5755.60649,4729.366902,5150.585777,5840.550204,4972.784714,3418.439959
"pgm",3918.58273,4157.416072,3388.671954,4238.503972,4149.235458,3722.657792,4239.171929,2991.25945,3819.249398,3831.767542
"yiiM",713.3322961,993.2015342,1001.303705,1088.73775,1701.715029,1367.424554,855.4646345,726.1180605,1577.353252,1637.347937
"accC",3817.1707,5099.21767,4375.871162,8506.104507,6809.55603,7199.581352,4924.774469,2717.271572,7801.023858,8272.51446
"ybaE",74.95557382,135.3589629,59.83749174,23.3208438,77.77215732,173.4620319,44.47906513,99.06101282,72.26100275,116.8571655
"smrB",1745.960965,1402.071572,1744.020902,2361.76486,2395.994469,2087.430085,1362.06372,1549.425131,2176.822891,1835.319591
"yjjX",1044.714675,1279.465646,1077.633619,746.1064291,1391.294459,990.8682785,1047.088853,974.4729964,1147.34484,749.1636453
"ygjP",980.3215718,986.8010197,963.2559221,874.0215718,972.251776,1353.445453,877.5215718,926.751994,802.4966955,999.2360534
"malQ",379.1997137,348.4275454,331.194501,374.7644494,343.139365,567.2537575,347.0700042,516.9215718,405.4373474,497.930097
"ybdL",164.510411,262.6215718,327.0716604,118.6499482,276.8215718,240.4748089,237.3745712,230.0108197,263.267002,191.4275776
"purK",3939.005672,5146.197314,3606.8552,3363.850934,6662.296185,4249.81064,4423.504834,1263.608808,5161.939607,3531.543243
"gpp",2884.347998,3545.172308,3429.744656,3871.812583,2342.617377,4399.109272,2409.049649,2881.719686,3008.250604,4591.060754
"yfaZ",455.3215718,435.6778225,366.4420897,663.4215718,670.0421982,522.2292743,475.3740825,406.9011139,647.029007,529.5549106
"kdsD",4576.393286,4369.014806,4713.871572,4374.611397,4351.021572,4120.396701,4669.97669,4989.319092,4615.609499,4468.577912
"lysO",234.5739173,381.1215718,161.1353789,372.7391004,705.8743914,273.2672305,342.991126,144.2215718,752.9682073,277.2828847
"fnr",6949.471572,8294.166767,8602.821572,7056.899366,9479.851687,7700.268213,7767.110365,6168.020623,7086.471572,6371.446282
"zntR",1124.018425,2023.757393,2795.174085,1471.631525,1264.360525,1618.752815,1498.774738,2078.721912,1073.698014,1368.697267
"yfgJ",899.201091,1181.601997,2148.874644,793.7521682,1354.657752,1298.138737,1429.904892,1822.959687,1055.128678,1227.585705
"eutD",176.6482878,174.1742886,133.4992919,100.4766388,135.1554431,284.0309768,173.5237941,200.8445654,153.7547289,202.4467735
"nudK",2526.035403,2626.743784,3141.521572,2217.425876,2673.690139,2304.140718,2829.985535,3459.517711,2739.044997,2763.146184
"agaI",166.7712956,100.9215718,68.23111423,150.6344144,114.0072828,220.0686695,89.42313138,119.408882,130.0886346,165.6225334
"ypdC",692.9789793,740.8945564,487.8783594,643.1065267,618.1215718,503.4330096,721.0215718,736.0269782,659.1460056,527.4215718
"ygiZ",156.7681028,139.5765297,145.7417325,134.5383137,157.3526942,365.5994228,158.6841412,296.5549282,183.3007934,330.7398842
"yibN",4794.29419,4756.244366,4931.701464,6544.023575,7404.289187,6086.694479,5466.821572,4519.143375,7892.65377,6079.034013
"yqiK",170.1011337,188.3365498,237.8613929,250.9530255,182.818317,255.0453356,169.0504645,212.2092398,179.129363,214.3689486
"gabP",167.5505767,147.822339,119.4756455,110.2233129,112.7290725,244.1589142,139.1485732,156.268541,144.4171746,177.7679644
"ychJ",3167.407441,2047.871572,1100.87199,4816.76751,3495.154836,2768.185772,3053.631682,1555.266708,4207.691457,3616.495685
"brnQ",4656.300236,3689.721572,3114.818507,2616.24193,3526.085054,2793.458736,4061.618568,2891.461702,3957.675923,3250.348475
"ybhC",1753.423932,2775.115876,1162.347524,1363.794819,2893.906346,1619.400042,2075.938577,783.3568914,2122.237821,1336.990388
"ispH",4725.321572,5172.652843,4296.057739,3188.821572,4939.621572,3873.966419,5417.27446,4812.571923,4656.676165,3491.995788
"talA",785.9271843,772.4914815,436.2979574,691.3074091,612.3867906,587.0239353,735.4215718,638.9326285,737.2215718,562.4500396
"fliD",166.6485981,117.6956473,123.696053,117.4925509,116.7459427,156.7215718,93.3814428,146.5946704,100.3491517,148.5961111
"yfdL",60.58431187,87.26100858,67.45129963,51.42160813,64.23395476,112.8427409,50.20910258,87.31402112,50.12558996,95.49804381
"ais",120.0746151,101.0699373,62.32157223,212.9632476,132.0215718,189.749804,56.78320165,144.2215718,250.5535108,185.7934046
"ygcG",155.5301697,195.1215718,91.1207746,102.6650669,182.6055771,240.0274755,120.9211572,165.6335874,204.7738853,216.1654593
"ampD",2120.555322,2491.443886,3324.53946,1983.317631,2870.726931,2885.366911,2629.354446,2704.917436,2892.567773,2888.414858
"gapA",12892.81973,14025.74876,12111.18755,12153.86853,10837.12157,10351.38758,12699.63008,13104.52157,11789.84677,10316.16948
"aroF",2084.93827,2021.157699,2804.81965,3523.330617,3507.571572,3433.325292,3154.671572,3375.82997,5395.158839,5210.969627
"ydjG",201.1402743,252.5588236,190.5781176,272.8725536,184.6215718,176.6321526,182.9705138,174.5073343,168.5296727,155.0215718
"plsB",2252.675536,1927.793009,1475.139322,2570.688958,2816.973596,1980.906405,2017.057823,1145.501885,2492.5981,1944.190415
"lolA",6645.314033,7065.7539,7201.598441,4636.720306,5589.05973,5339.071363,7299.834732,7238.96117,4473.235321,4287.235635
"rpnC",347.2524254,264.9466635,259.6524796,294.6715718,303.1222503,304.8523905,268.4873023,291.9718893,256.0613448,235.4495334
"sibD",2777.291071,2337.276854,3277.606843,2768.471106,1992.721572,3179.287056,2175.612563,2506.421572,2260.656349,2573.884653
"mdtF",1212.824475,336.287384,233.1988722,568.295242,234.2206083,268.1982783,1464.17434,1550.884527,557.6272806,602.9343566
"guaC",3387.20076,3413.946136,1950.00547,2830.022038,4198.159026,2404.686814,3541.463779,1945.216233,3892.354946,2172.080991
"ymdA",94.94348396,83.46764542,42.48987176,56.5306173,90.29872987,121.2147011,41.91636722,85.96312264,93.53605513,80.42244104
"mgtA",1399.216007,1045.070023,652.5908673,1898.142337,1662.652428,1306.10908,1029.513974,526.5310525,1612.62807,964.8215718
"feoC",467.3339322,499.6648832,452.7258971,365.4460678,499.1647636,850.3584525,488.8668577,802.1224635,561.4222444,728.8675316
"nusB",5577.626396,7457.717573,8048.235003,5117.766784,8866.04126,7340.125122,7379.63348,7413.447837,7050.421572,6677.521572
"tas",2369.626424,2383.200129,1507.697095,3204.217957,3463.112694,2549.592323,2424.07108,1015.970079,4808.521079,3488.311453
"yddJ",36.1044311,39.72322326,9.821092144,13.24901767,8.500200136,69.97111019,14.36449074,42.52634831,9.52809879,36.4432503
"ydeQ",61.05079376,69.67933015,31.38139626,33.43183367,23.06245065,75.92293094,52.59296887,62.22057801,33.95534604,56.98358183
"yceB",1590.134476,1883.965593,1673.829108,2298.12237,2338.156538,1952.747749,2234.957884,1947.146819,2548.95228,2119.881926
"yqjD",1934.676985,2030.18532,1613.971572,2298.105323,2556.068628,2005.712673,2475.169821,1869.587545,2677.028856,2269.158018
"macA",1510.034929,1484.566828,1213.434486,1188.629469,1311.657459,802.7623339,1494.022373,1009.743133,1262.871572,808.9251908
"cspD",502.9215718,811.5871637,794.429533,328.1927002,608.6215718,389.277863,693.2384158,839.6549539,488.6077957,325.9492354
"eutM",260.4489874,230.8586015,206.3009873,177.6190953,201.3215718,242.2314333,195.8157913,225.401056,166.4155949,199.7600337
"ydcR",382.6465518,787.6050346,489.1859368,587.1548683,562.4121095,517.537699,529.8607405,454.8886223,640.7169382,505.9895246
"lptC",6279.942873,5905.252399,6386.786792,7255.611498,4655.521409,6108.847774,5913.181602,7288.858293,5234.142384,6872.179434
"mntH",1648.348023,1184.458665,1359.97432,1928.612626,1486.999859,1491.004663,1333.6482,524.2504547,1879.002109,2531.446253
"rnpA",10210.30421,11493.96649,11043.62157,9015.721572,10172.16332,10406.17551,11646.55356,10974.03754,10449.93899,10406.77285
"rpoC",9583.782504,10023.77603,11063.25225,9726.575763,6425.305419,10768.73742,9533.286258,9755.522897,7133.476629,10578.34812
"yhhJ",965.7215718,780.4709436,268.351885,279.9576021,267.4715718,340.7609977,586.9215718,357.7215718,338.5215718,328.0364324
"ydjF",361.3130525,302.8268511,218.394333,387.318302,308.2215718,252.2150025,254.6011351,245.9750317,284.3215718,248.9295181
"purL",9693.927392,9615.543783,7512.943136,7832.181905,11482.23261,9773.524355,9371.396881,2967.712003,9752.626237,8255.436296
"btuR",1262.660494,1548.769026,713.7471583,834.7856157,1067.571572,637.3186234,1196.75458,738.9041507,845.071268,695.8101638
