"","0","0 | 1","32400","32400 | 1","32400 | 2","32400 | 3"
"ydfA",660.858,678.508,38.952,317.206,360.026,1738.92
"ydfC",230.689,209.565,52.9313,336.166,771.614,1030.43
"dicF",425.524,408.866,94.2453,458.338,241.23,642.89
"dicB",769.798,855.508,460.558,760.827,88.5315,393.57
"ydfD",1153.51,1069.28,775.362,258.871,96.7646,61.5305
"ydfE",382.312,373.931,607.637,223.735,103.425,88.8676
"intQ",280.69,291.23,124.443,19.6812,106.456,389.949
"rspB",297.986,276.381,181.248,58.7423,946.343,470.676
"rspA",448.246,540.49,157.566,93.954,396.072,164.619
"ynfA",599.121,569.719,520.644,659.07,91.7458,464.808
"ynfB",2637.6,2558.04,357.035,431.972,188.222,297.058
"speG",2211.3,2012.91,1533.37,96.5385,665.35,1463.52
"ynfC",849.604,895.514,366.84,669.456,896.819,506.923
"ynfE",387.258,396.564,1045.52,77.4581,144.692,75.2542
"ynfF",709.586,654.5,91.2064,268.003,33.9299,317.36
"ynfG",438.759,451.394,1134.71,21.3003,131.008,1020.32
"ynfH",639.149,553.473,440.432,651.479,48.7673,746.094
"dmsD",807.349,885.067,585.789,704.575,373.684,74.2206
"clcB",633.093,680.631,939.905,250.355,135.565,965.442
"bidA",1253.98,1402.91,155.539,84.5707,102.843,419.752
"mlc",1258.05,1926.52,142.277,374.272,358.756,910.234
"ynfL",519.314,530.25,1152.28,826.593,64.1754,882.909
"ynfM",498.953,522.297,48.6304,277.923,262.714,569.729
"asr",497.285,487.396,76.6272,510.42,133.012,915.505
"mdtI",648.217,444.149,1045.2,693.486,41.8832,220.38
"mdtJ",1113.49,749.194,1003.18,1212.71,274.123,968.995
"tqsA",470.669,486.445,1523.73,2591.38,58.0727,2151.74
"pntB",1784.26,1282.76,343.098,703.396,79.1813,559.491
"pntA",2354.86,2006.17,108.85,705.709,74.7878,824.387
"ydgH",1287.95,1252.83,974.335,1084.67,1081.3,999.49
"ydgI",487.576,544.277,53.5685,971.257,139.311,702.14
"folM",604.076,646.294,39.5483,8.26896,205.053,594.833
"ydgC",411.346,423.33,519.66,580.135,424.263,933.241
"rstA",1551.55,1500.43,122.072,418.35,77.7397,330.939
"rstB",741.737,696.503,100.494,301.608,142.805,331.063
"tus",886.225,854.378,32.8851,402.356,131.025,685.924
"fumC",477.559,435.459,47.2791,854.102,791.682,74.3403
"fumA",2478.46,2382.69,1414.14,1109.95,703.542,684.95
"manA",1409.1,1191.65,200.725,863.898,601.196,420.396
"ydgA",2312.06,2028.72,151.645,1003.81,849.671,816.923
"uidC",433.626,399.212,88.7771,409.57,103.05,73.3599
"uidB",563.657,508.073,43.7156,639.831,1502.91,108.75
"uidR",974.719,847.622,672.217,1009.49,833.691,754.391
"malI",780.218,852.407,473.915,684.881,728.401,456.987
"malX",881.567,1030.46,154.255,439.924,207.453,200.353
"malY",707.862,841.019,89.0923,376.563,1526.11,430.667
"add",1037.32,749.054,69.9039,47.7689,23.9881,72.8625
"ydgJ",641.119,708.736,924.537,504.396,1103.01,484.842
"blr",1151.36,1571.14,42.664,198.105,30.951,581.983
"cnu",685.268,813.079,199.215,369.531,393.992,150.92
"ydgK",820.795,1213.37,39.0161,348.878,1164.89,118.06
"rsxA",760.154,1002.69,724.748,310.118,628.423,56.0188
"rsxB",1325.21,1668.83,715.899,435.058,432.419,528.643
"rsxC",1349.35,1594.39,1177.52,515.068,1149.32,66.4624
"rsxD",1104.95,1147.52,828.274,538.99,1221.83,147.945
"rsxG",1028.34,1169.06,572.636,537.949,642.667,106.914
"rsxE",964.266,1279.52,997.908,520.016,445.916,105.388
"nth",740.578,874.854,154.768,368.031,687.68,455.586
"gstA",1012.03,1230.52,604.945,453.682,692.107,145.21
"pdxY",1042.7,771.841,1072.83,488.263,420.958,122.829
"tyrS",2385.28,2419.05,431.665,703.906,685.31,250.413
"pdxH",1108.08,886.533,532.401,414.949,667.082,488.613
"mliC",426.402,373.073,224.475,882.411,2000.97,1001.64
"anmK",519.468,391.81,3150.37,571.17,357.308,184.096
"slyB",2856.88,2924.19,408.652,524.385,1334.37,153.179
"slyA",1139.25,1118.95,454.618,216.611,226.635,96.2836
"ydhI",675.938,852.452,516.568,665.587,895.179,1110.33
"ydhJ",473.681,531.443,364.12,404.237,322.539,505.27
"ydhK",461.748,539.841,568.747,680.687,1359.63,524.117
"sodC",732.764,690.008,252.583,507.618,573.234,562.368
"ydhL",252.49,223.941,709.456,667.327,619.03,91.2897
"nemR",316.524,315.792,47.0381,587.561,212.436,108.936
"nemA",660.552,600.305,40.3225,311.917,220.039,257.058
"gloA",1789.04,1570.94,733.139,18.367,721.883,290.353
"rnt",590.994,702.339,372.919,83.3346,737.284,566.301
"lhr",334.64,372.816,184.938,363.865,352.684,398.46
"grxD",2042.73,2086.32,119.806,399.996,131.868,90.0358
"mepH",999.467,762.338,83.0236,630.783,698.004,183.396
"sodB",4491.76,3450.78,51.4988,489.022,84.621,117.504
"ydhP",566.291,555.775,1166.06,31.7031,1765.5,97.6032
"purR",1244.4,1324.45,296.082,237.743,474.044,113.209
"punR",448.393,449.461,1235.95,758.342,265.44,166.018
"punC",571.31,537.561,387.115,63.5624,99.1347,428.799
"cfa",1344.8,1471.1,133.753,34.0602,471.283,165.096
"ribC",946.367,1213.09,43.2534,207.001,254.098,206.054
"mdtK",739.087,900.724,1772.74,142.453,288.148,562.241
"ydhQ",1376.83,1810.73,248.228,119.019,116.954,342.117
"ydhR",1634.26,1920.58,1112.85,138.624,95.7991,139.632
"ydhS",512.915,505.118,1612.9,519.013,775.691,114.453
"ydhT",418.431,406.501,1134.69,261.652,622.093,187.506
"ydhU",464.714,448.927,93.428,634.277,910.143,133.321
"ydhX",343.892,370.398,1206.22,919.021,141.423,688.08
"ydhW",457.406,487.113,187.287,420.049,657.806,237.932
"ydhV",392.827,364.249,256.37,98.4074,594.781,73.7263
"ydhY",440.968,385.092,686.886,426.036,42.3628,107.927
"fumD",709.849,663.898,458.675,539.539,662.489,503.043
"pykF",2723.48,1964.5,1653.46,26.8188,219.307,316.272
"lpp",4369.41,5550.24,912.687,33.4588,494.186,735.093
"ldtE",697.085,703.831,1595.19,45.511,87.2621,112.789
"sufE",361.347,247.849,954.961,296.032,407.999,494.442
"sufS",507.318,387.293,433.252,276.786,104.714,1346.35
"sufD",715.043,554.936,1850.91,128.018,1220.45,1254.53
"sufC",526.188,390.068,48.4644,20.6751,50.4184,802.622
"sufB",735.603,518.067,78.42,110.861,264.575,246.416
"sufA",566.543,379.489,1620.46,480.486,776.679,1217.4
"rydB",642.774,672.733,529.784,35.5528,547.489,217.047
"ydiH",616.381,672.977,969.976,447.874,429.903,555.522
"menI",737.307,801.78,246.803,301.513,41.3314,444.202
"ydiJ",509.585,425.985,775.512,529.41,319.269,370.43
"ydiK",511.348,487.546,255.358,74.6002,1037.86,1722.53
"rprA",672.323,881.584,79.4922,323.097,123.163,83.301
"ydiL",519.57,582.157,409.653,714.018,28.6936,59.8377
"ydiM",397.484,365.331,298.738,704.811,974.191,577.584
"ydiN",361.346,348.111,338.947,553.499,152.223,589.969
"ydiB",548.47,494.59,818.4,365.712,427.556,871.084
"aroD",475.093,407.949,54.55,741.463,55.8497,660.374
"ydiF",591.299,647.394,617.798,461.572,715.81,55.4692
"ydiP",479.965,471.123,95.8937,441.116,463.933,776.504
"ydiQ",561.212,508.57,496.892,29.3122,83.2983,71.0625
"ydiR",271.035,289.72,422.026,96.1887,143.785,403.209
"ydiS",408.671,406.917,1515.03,484.936,137.133,203.476
"ydiT",399.721,371.564,224.817,396.141,28.6962,81.2376
"fadK",231.37,213.693,110.403,212.922,47.6244,452.562
"ppsA",3189.4,2811.28,370.445,87.1385,623.678,501.728
"ppsR",1650.39,1228.16,130.845,351.244,146.466,45.3096
"aroH",763.036,717.652,122.306,38.7323,66.6362,94.9793
"ydiE",583.664,532.098,241.481,46.2776,96.1492,144.533
"selO",864.741,853.552,1336.79,27.8427,56.3726,69.8413
"rflP",551.817,365.882,194.668,361.539,64.2745,85.0658
"nlpC",861.418,864.22,1032.18,604.901,66.415,1029.44
"btuD",726.249,740.441,422.565,354.899,1482.32,155.908
"btuE",1036.07,1111.44,119.657,393.896,43.6555,100.968
"btuC",779.751,853.139,453.857,236.141,87.3898,132.787
"ihfA",1442.18,1533.01,1093.76,619.76,33.7859,102.979
"pheT",3272.18,3282.22,132.016,390.206,93.5476,457.33
"pheS",2922.6,3481.79,194.697,342.083,102.487,123.689
"pheM",304.56,266.161,487.547,441.872,67.5949,639.979
"rplT",2305.02,2689.88,153.185,710.37,871.679,798.56
"rpmI",4055.3,5114.02,454.849,210.045,73.1502,142.967
"thrS",4669.61,4514.76,475.063,667.419,84.4339,742.702
"ydiY",873.244,804.204,29.2502,874.073,1066.42,683.606
"pfkB",1468.94,1035.01,750.75,317.319,436.575,145.97
"ydiZ",594.11,640.811,216.283,490.549,211.21,945.782
"yniA",1120.83,827.843,402.098,890.81,800.745,264.825
"yniB",818.269,1020.9,45.1386,560.301,142.566,87.9364
"hxpB",1323.92,1051.94,1180.76,1158.22,879.5,589.345
"ydjM",803.659,791.221,42.7564,50.057,69.7035,364.095
"tcyP",458.511,460.518,83.5736,615.761,61.1842,57.6113
"ydjO",308.332,309.048,172.309,203.484,780.487,340.883
"cedA",967.588,1017.26,65.2482,724.396,796.225,484.544
"katE",730.048,592.041,62.1479,149.733,128.555,481.502
"chbG",566.933,497.203,169.833,459.405,636.126,101.754
"chbF",477.424,502.828,172.895,100.25,346.906,173.762
"chbR",562.249,515.17,146.229,413.167,657.735,131.893
"chbA",757.84,774.925,493.342,404.801,751.117,489.241
"chbB",919.996,886.382,559.197,374.342,1083.1,706.541
"osmE",1273.61,1003.73,1154.52,713.694,727.458,387.651
"nadE",1386.33,1172.9,551.298,127.548,625.958,587.982
"cho",349.444,391.133,130.94,147.88,1104.29,221.921
"spy",619.666,520.503,1074.81,356.697,526.745,244.065
"astE",454.016,484.09,336.411,280.069,620.837,533.126
"astB",401.134,367.321,1041.7,359.869,1117.21,1114.13
"astD",652.115,650.739,512.919,484.062,165.369,150.331
"astC",554.068,553.745,139.394,231.181,136.382,79.7533
"xthA",1010.27,797.894,266.134,243.508,717.212,279.539
"ydjX",573.473,580.648,1128.98,192.676,905.455,576.934
"ydjY",739.046,728.094,132.462,1135.62,1247.71,1961.26
"ydjZ",311.11,313.032,230.161,510.032,1103.96,317.816
"ynjA",385.615,374.985,292.805,204.576,1082.3,128.765
"ynjB",487.433,517.736,115.93,373.224,659.314,763.215
"ynjC",323.676,338.723,439.679,304.586,90.6583,85.4971
"ynjD",380.753,322.213,266.69,351.846,705.022,546.581
"ynjE",529.372,512.651,198.229,346.76,89.9637,137.69
"ynjF",288.894,316.274,284.018,881.244,493.833,1437.95
"nudG",438.335,464.664,1207.68,379.95,29.7649,195.412
"ynjH",280.544,281.669,223.559,131.242,652.637,213.39
"gdhA",740.625,771.452,234.539,680.973,1237.64,244.03
"topB",895.82,681.918,114.86,456.282,108.378,789.067
"selD",2055.18,2054.66,1106.7,153.037,78.8248,559.096
"ydjA",2151.92,2081.05,62.8069,622.589,23.6435,73.8151
"sppA",972.655,954.842,131.646,1170.08,749.763,1128.76
"ansA",1708.79,1647.36,2082.67,319.936,1143.5,75.7189
"pncA",1221.2,1174.32,820.106,308.447,176.518,409.226
"ydjE",335.854,290.477,536.339,624.206,139.776,352.709
"ydjF",654.432,736.687,2450.3,171.287,535.275,394.136
"ydjG",494.973,430.438,587.741,523.183,108.344,635.596
"ydjH",502.491,408.711,909.039,49.4442,576.862,496.565
"ydjI",599.678,488.902,698.136,349.921,867.526,476.119
"ydjJ",447.923,382.262,449.721,727.237,538.949,199.757
"ydjK",424.94,454.706,428.919,375.767,45.1386,89.2004
"ydjL",487.013,454.456,154.231,583.768,674.566,722.923
"yeaC",1322.85,1815.68,636.098,23.3378,122.855,149.206
"msrB",1672.49,2528.68,901.284,18.6502,100.037,1363.85
"gapA",4965.44,6052.05,79.3909,43.2567,367.008,328.036
"yeaD",2059.91,1761.79,907.197,238.855,262.768,57.4712
"yeaE",700.084,641.256,560.565,491.362,302.586,162.584
"mipA",3433.16,3261.32,633.43,453.82,664.496,96.8811
"yeaG",905.896,944.465,454.386,85.772,89.8775,264.931
"yeaK",857.099,1045.47,401.672,98.0036,526.346,64.4345
"yoaI",244.069,234.246,831.768,747.551,1422.06,1204.02
"yeaL",563.872,709.215,175.115,71.3601,272.58,272.617
"nimR",554.232,690.983,77.5772,378.395,76.175,963.523
"nimT",499.661,400.52,793.016,1444.82,123.709,85.3456
"yeaO",505.93,516.107,725.914,1427.54,1766.73,2353.13
"yoaF",586.905,493.423,274.923,735.824,162.672,1793.68
"yeaQ",658.268,707.069,203.536,426.372,142.005,115.295
"yoaG",502.927,528.112,349.357,852.001,194.644,949.047
"yeaR",519.042,623.948,384,496.479,105.553,1183.85
"leuE",764.845,753.941,544.947,597.216,139.547,918.494
"dmlR",778.851,515.618,36.2311,905.804,128.869,103.234
"dmlA",529.127,514.723,303.274,506.865,115.962,73.6244
"yeaV",379.165,371.236,1418.96,479.928,350.775,797.175
"yeaW",539.675,558.242,41.5002,8.97216,36.1045,559.058
"yeaX",407.344,367.445,253.278,372.243,189.672,381.566
"rnd",981.784,1038.65,130.089,185.624,264.696,101.274
"fadD",645.128,664.555,1524.41,653.015,106.828,638.534
"yeaY",1021.53,1045.03,158.014,628.93,33.4301,65.1112
"tsaB",968.127,1127.91,139.707,519.079,88.0467,567.223
"yoaA",497.506,465.306,866.598,972.434,28.0045,39.5094
"yoaB",1579.31,1496.17,112.939,361.229,303.192,672.111
"yoaC",717.624,809.232,876.927,753.247,102.664,500.851
"yoaH",896.07,1047.97,149.661,403.169,95.1815,1193.2
"pabB",729.36,718.929,124.711,474.07,99.3881,134.111
"nudL",793.124,798.549,87.7855,499.967,154.05,594.429
"sdaA",1719.88,1517.75,164.97,348.947,32.9637,144.718
"pdeD",349.683,373.955,80.6657,793.143,139.024,203.805
"yoaE",769.011,716.979,945.385,520.225,415.07,453.361
"manX",3356.03,2298.84,72.8199,564.942,188.92,134.062
"manY",2557.45,1947.99,569.672,521.296,46.4382,257.427
"manZ",2581.09,1551.72,124.855,357.351,114.677,78.5017
"yobD",632.908,584.436,118.726,852.151,148.084,615.303
"mntP",457.811,531.625,202.535,385.728,960.08,335.88
"rlmA",849.754,870.531,929.365,417.864,422.531,890.346
"cspC",5351.23,5255.2,190.542,364.339,196.021,120.717
"yobF",4397.99,4787.63,1160.72,990.389,567.118,914.715
"yebO",1054.6,1092.12,339.87,444.955,86.0298,360.873
"mgrB",2141.37,2090.45,1091.64,652.615,499.012,631.593
"kdgR",1528.42,1524.78,76.5037,1871.03,900.204,2233.78
"htpX",1930.54,3529.02,112.693,509.765,280.588,1081.62
"prc",1663.12,1645.54,64.102,631.428,267.275,781.943
"letB",401.486,382.878,903.602,1044.68,1756.04,896.11
"rsmF",957.102,999.56,343.686,435.251,455.616,473.465
"yebV",1024.27,1082.01,128.086,733.9,843.323,803.328
"yebW",1043.18,942.863,469.747,816.128,234.89,584.783
"pphA",520.856,533.77,50.081,626.032,1371,427.251
"ryeA",1158.26,1125.85,123.04,558.957,170.656,228.358
"yebY",1219.68,1324.12,507.081,752.94,1542.99,751.14
"yebZ",1171.29,1624.01,1287.75,717.145,549.452,342.369
"yobA",1392.26,1577.53,88.467,250.118,312.661,225.38
"holE",1280.28,1251.08,132.376,874.882,770.163,128.807
"yobB",469.076,447.067,102.793,695.407,80.2722,89.7835
"exoX",860.855,853.983,284.225,840.447,1537.82,1161.72
"yebE",849.714,742.949,103.09,606.881,681.011,711.163
"yebF",1336.43,1315.59,111.405,662.198,1199.24,218.52
"yebG",1432.02,1762.42,901.339,797.146,223.374,389.424
"purT",731.97,720.564,1490.74,506.444,150.872,147.101
"eda",2063.82,1586.75,360.719,645.23,153.424,87.3041
"edd",413.512,422.424,101.212,515.629,2160.55,151.242
"zwf",2035.85,1604.36,620.441,678.979,401.765,1339.5
"yebK",1379.2,1075.06,970.665,585.824,677.677,799.502
"pykA",2374.44,1570.12,253.165,703.81,723.868,202.217
"lpxM",1248.14,1463.66,1126.91,667.019,976.951,660.123
"mepM",1610.85,1460.61,128.482,823.628,1388.68,997.151
"znuA",1082.9,858.482,294.681,810.811,622.478,354.393
"znuC",603.135,605.607,573.508,539.78,1611.65,855.839
"znuB",1039.17,992.371,37.8665,627.56,317.873,60.7453
"ruvB",1060.65,1050.05,796.519,383.038,888.202,753.221
"ruvA",982.045,1075.83,905.06,24.1745,879.038,704.791
"yebB",408.036,412.044,422.21,687.422,442.951,227.887
"ruvC",1232.6,1481.31,623.661,49.4955,102.168,72.7655
"yebC",3126.01,3059.43,573.95,438.913,1038.92,133.399
"nudB",2844.42,2797.8,162.239,439.597,2335.75,274.476
"aspS",3409.6,3408.32,1202.19,15.1718,92.1914,1242.66
"yecE",544.38,484.256,539.785,461.108,735.7,1084.89
"yecN",1697.93,1751.69,92.6921,953.507,822.202,214.051
"cmoA",1636.26,1729.22,172.195,169.191,647.15,699.797
"cmoB",1091.23,1050,956.965,141.057,88.8774,698.511
"torZ",296.51,267.747,1077.18,317.096,90.5305,790.454
"torY",458.348,420.585,1634.84,552.795,850.164,560.146
"cutC",680.367,644.702,46.2358,497.036,644.888,54.7664
"yecM",646.174,699.83,1455.14,743.677,1282.28,133.706
"argS",2151.34,2312.39,100.929,412.157,126.475,639.035
"yecT",371.072,427.582,213.906,764.158,877.069,706.621
"flhE",367.403,303.171,35.0354,594.266,571.55,24.867
"flhA",411.101,439.684,2644.93,539.753,507.972,220.82
"flhB",470.152,506.428,91.0031,354.91,567.093,661.555
"cheZ",501.404,424.932,59.7218,333.735,110.108,645.942
"cheY",501.807,483.274,24.7166,894.379,552.622,832.995
"cheB",464.243,445.611,549.274,1311.55,1279.66,1520.9
"cheR",267.858,267.596,137.253,787.803,553.346,569.008
"tap",407.371,397.66,1413.41,352.724,616.854,376.323
"tar",494.913,478.998,34.1695,396.304,999.619,870.587
"cheW",518.771,475.48,941.813,402.467,841.825,1071.51
"cheA",533.453,576.121,108.329,325.438,411.153,1036.24
"motB",501.008,482.118,3221.68,519.622,245.44,599.401
"motA",489.113,445.581,903.733,450.954,122.933,94.5208
"flhC",556.755,667.348,553.431,98.2164,86.1104,311.631
"flhD",649.496,712.889,814.567,123.506,894.775,348.65
"uspC",665.742,569.541,117.264,42.555,748.248,60.6286
"otsA",540.077,471.156,662.128,155.946,81.7141,667.89
"otsB",537.214,539.67,1094.65,18.9679,846.077,1496.37
"araG",514.443,520.095,94.7843,393.836,96.1612,101.432
"araF",543.764,481.099,586.396,573.516,1860.11,335.323
"ftnB",1018.88,913.372,293.569,535.945,87.7749,824.567
"yecR",191.958,204.874,37.5178,22.1257,104.717,105.063
"ftnA",1833.26,3169.08,343.223,1566.77,1798.22,2968.87
"yecH",559.167,503.125,412.1,480.408,520.476,886.274
"tyrP",757.81,791.489,46.5853,76.8792,738.712,551.289
"yecA",1424.63,1571.16,264.25,720.596,58.9703,693.57
"pgsA",1052.21,891.311,913.775,113.554,44.8778,657.484
"uvrC",1362.98,1350.14,435.256,717.595,385.447,131.405
"uvrY",1764.07,1744.62,706.085,260.891,437.159,628.124
"yecF",701.137,640.156,1343.96,415.882,65.7287,82.8492
"sdiA",1038.1,1283.8,155.659,1188.22,302.692,666.355
"tcyN",565.116,580.895,595.8,316.91,696.497,116.656
"tcyL",590.011,580.024,1266.92,394.392,1656.46,135.723
"tcyJ",923.426,974.156,128.226,1061.2,112.938,827.303
"fliZ",483.826,382.175,147.938,440.497,41.3307,89.91
"fliA",493.241,443.855,148.782,970.395,1181.53,198.823
"fliC",389.543,375.576,401.692,788.233,759.821,107.49
"fliD",402.685,392.324,1009.7,551.826,527.033,86.9039
"fliS",481.878,460.921,159.111,16.1718,569.411,1008.28
"fliT",353.006,335.289,644.402,646.925,781.094,821.062
"amyA",798.332,664.736,116.489,177.154,38.8565,397.273
"yedD",1006.51,998.949,908.75,2479.66,1661.44,1245.44
"yedE",1157.57,1018.67,56.519,865.15,1582.69,920.277
"yedF",935.086,852.445,94.4314,290.25,409.547,44.0795
"yedK",341.671,462.794,49.1771,250.401,197.24,759.275
"intG",515.077,575.758,680.441,453.102,633.081,573.259
"fliE",353.326,295.731,34.4621,897.518,566.509,111.99
"fliF",528.349,424.458,333.697,525.24,364.41,315.298
"fliG",457.039,376.024,176.587,472.301,168.727,138.81
"fliI",425.785,437.632,1544.85,800.38,1553.15,427.61
"fliJ",465.929,418.484,116.085,186.957,86.7035,585.665
"fliK",594.57,573.954,1829.58,1374.95,939.585,771.572
"fliL",774.484,574.488,405.103,192.332,362.892,740.735
"fliM",711.928,500.656,821.031,507.236,314.178,60.3641
"fliN",663.246,566.855,578.45,416.233,232.517,791.195
"fliO",525.631,449.192,226.268,351.51,239.836,249.711
"fliP",475.186,501.667,364.784,368.563,166.99,1179.29
"fliQ",529.565,465.649,775.345,518.726,717.911,338.683
"fliR",473.146,436.835,100.978,745.238,42.9101,54.9407
"rcsA",431.074,397.352,789.416,477.628,412.84,834.825
"dsrB",804.984,634.556,128.58,597.84,136.077,147.293
"yodD",557.159,583.979,75.7218,848.909,173.88,1519.87
"dsrA",288.436,275.569,173.947,1008.71,822.029,108.165
"yedP",430.654,457.476,911.586,1828.71,1397.64,1456.02
"dgcQ",454.551,454.327,134.755,994.004,366.94,555.94
"yodC",1137.67,863.323,127.572,1282.35,58.2951,571.736
"yedI",791.828,821.914,93.5729,893.929,88.1119,109.847
"yedA",613.509,598.825,788.341,405,1155.29,665.557
"vsr",477.608,434.143,140.593,392.224,143.028,1026.42
"dcm",1050.12,991.231,366.748,568.691,188.509,107.719
"yedJ",487.367,551.864,93.3992,386.296,110.847,758.687
"hchA",1091.83,984.746,870.52,206.032,223.515,540.727
"hprS",402.528,344.737,47.5584,496.139,176.569,145.403
"hprR",825.524,1056.94,165.868,48.4168,626.453,240.318
"hiuH",1070.73,1105.22,50.8149,484.116,291.197,846.992
"msrP",689.643,611.998,666.605,228.655,80.8516,56.3398
"msrQ",564.243,591.311,53.3343,394.577,829.923,756.805
"zinT",656.396,722.259,69.997,816.212,130.097,720.609
"yodB",552.036,567.337,356.424,686.381,984.789,536.992
"mtfA",1588.39,1067.72,74.8248,686.918,389.209,87.3115
"yeeJ",483.109,505.174,209.217,412.229,131.645,654.473
"shiA",612.634,758.551,772.356,469.039,298.583,122.939
