"","0","0 | 1","0 | 2","0 | 3","0 | 4","0 | 5","0 | 6","0 | 7","0 | 8","2400","2400 | 1","2400 | 2","2400 | 3","2400 | 4","2400 | 5","2400 | 6","2400 | 7","2400 | 8"
"fliI",152.19,127.41,140.93,199.47,213.42,210.11,161.49,183.35,124.5,124.12,84.66,57.48,169.22,150.72,155.01,178.16,185.52,173.56
"hprS",16.56,16.59,14.53,15.69,16.57,19.66,15.73,14.55,15.47,16.24,30.61,26.17,20.31,16.14,18.99,18.56,18.77,19.04
"bioF",4.68,5.39,4.67,4.67,4.68,5.94,4.72,4.66,4.62,4.67,4.67,4.67,4.74,4.68,4.87,4.68,5.85,4.68
"ybgD",397.92,368.4,411.32,490.16,512.32,563.65,445.34,418.68,472.07,416,330.92,379.85,395.24,364.23,381.74,416.03,451.85,446.53
"yeaC",3197.18,3533.91,3348.02,3050.74,3074.5,2670.04,2262.53,2468.54,2482.8,1184.65,1656.44,1018.41,2144.82,2444.92,2462.85,1557.95,1358.56,1521.86
"fre",4012.89,4244.62,3868.93,3237.18,2852.15,2735.13,2633.95,2826.64,2743.37,3197.08,3188.45,4329.74,4983.66,4300.5,3855.07,3200.44,2635.63,3096.01
"narP",910.08,858.2,876.86,874.9,797.3,695.97,808.61,823.42,864.11,885.27,929.84,602.68,825.47,942.13,999.7,1022.45,828.77,987.34
"phoU",1287.11,1386.92,1306.92,1337.63,1339.71,1368.15,1464.94,1496.92,1463.59,1739.15,1388.08,1465.65,1564.69,1696.56,1735.87,1666.07,1634.58,1823.66
"glcD",285.01,322.87,272.02,409.96,403.48,442.62,324,376.61,323.65,280.54,243.13,212.28,343.42,280.95,257.25,280.05,251.87,280.68
"acrZ",819.69,857.63,800.57,836.3,862.53,789.47,916.7,1020.19,961.06,800.74,1334.4,464.46,785.91,836.63,956.49,742.81,834.87,837.73
"ascG",1168.49,1002.34,1101.22,1293.26,1283.4,1218.72,1095.68,1129.1,1111.24,1081.72,936.15,834.1,1353.45,1468.74,1443.29,1267.45,1368.46,1281.28
"yfjV",4.64,4.63,4.62,4.63,4.63,4.61,4.67,4.63,4.62,4.63,4.66,4.61,4.61,4.64,4.64,4.63,4.62,4.64
"yecR",4.76,4.76,4.75,4.75,4.98,4.9,4.76,4.75,4.7,4.76,4.76,4.76,4.75,4.76,4.76,4.76,4.76,4.76
"pldB",779.96,733.45,706.71,615.51,609.23,661.52,549.33,572.4,553.49,728.76,736.69,809.61,767.73,997.04,803.65,708.12,698.52,697.65
"ybjL",181.1,185.8,196.19,159.43,157.88,139.06,158.51,162.37,170.27,187.77,238.4,201.09,179.83,182.92,181,182.56,173.13,184.81
"yjaB",106.76,101.13,107.96,90.71,111.26,111.13,110.35,110.88,123.62,111.15,135.34,110.11,116.15,114.43,112.3,113.03,110.82,112.56
"frwB",4.64,4.63,4.63,4.63,4.63,4.64,4.62,4.62,4.63,4.62,4.63,4.62,4.62,4.65,4.64,4.63,4.76,4.65
"epmB",900.79,841.81,868.01,502.48,498.08,519.84,600.46,634.97,601.67,622.29,605.65,841.71,423.53,490.48,520.81,512.88,547.08,586.7
"yjhI",574.16,581.81,516.43,648.47,677.53,838.75,579.15,583.09,509.67,502.83,581.14,552.52,692.92,491.35,581.27,580.9,629.12,499.13
"ycbX",701.82,695.93,763.57,612.07,579.34,689.71,704.29,693.79,734.37,668.1,694.89,1058.64,795.98,897.42,822.57,644.3,715.96,697.58
"xylF",1508.42,1329.05,1371.73,1542.72,1564.22,1840.17,1504.04,1311.63,1112.9,1747.31,1307.41,1808.59,1484.13,1178.56,1293.64,1437.74,1580.11,1356.33
"paaX",23.03,22.09,23.55,21.57,24.29,24.12,23.39,24.18,24.61,24.31,27.73,24.12,31.33,25.09,24.77,26.05,24.3,24.77
"trkG",5.68,5.91,5.9,5.9,5.79,6.12,5.9,5.9,5.9,6.87,8.98,15.23,7.08,5.79,5.9,5.9,6.32,5.91
"folA",950.12,834.86,1003.71,594.41,569.57,532.51,605.87,614.16,583.91,450.31,487.05,464.51,352.64,485.67,430.77,491.02,511.16,533.58
"sdhD",5391.65,5795.12,6013.2,3366.4,3518.35,3564.76,3161,3622.66,3341.41,648.72,1064.39,1585.69,875.74,735.13,508.19,820.43,672.53,892.49
"ybhP",387.06,413.16,444.93,641.93,646.47,585.89,936.91,1187.63,1195.87,573.37,544.38,420.67,681.06,689.51,617.92,798.99,767.97,809.12
"yfdX",892.23,846.79,809.59,949.57,1039.88,1065.76,967.51,940.83,852.92,1390.06,928.49,1608.91,833.92,735.44,799,887.05,887.16,866.15
"yieP",1046.88,1116.74,1204.81,968.54,930.72,948.92,940.66,872.75,845.09,2212.51,2093.75,2922.76,2274.98,2149.01,1920.22,1392.54,1157.01,1162.97
"guaD",172.18,168.65,164.69,185.89,203.44,242.2,199.17,172.51,157.78,182.19,133.76,184.29,172.12,148.86,170.76,155.58,172.17,165.35
"wbbH",2679.93,2733.04,2797.82,1120.09,1143.79,1354.59,1391.9,1267.59,1420.97,1715.07,3132.53,1936.82,1587.13,1401.28,1589.4,1569.51,1453.66,1552.78
"rdlB",8.41,8.75,8.42,7.25,8.2,8.45,8.4,8.44,8.42,8.24,13.24,8.55,10.55,8.45,8.67,8.46,14,10.55
"uxaB",188.77,173.76,188.27,235.63,195.8,201.78,200.98,173.73,169.7,259.32,217.37,221.39,311.76,352.48,308.36,292.61,206.77,206.99
"glpB",377.04,354.91,295.49,44.42,103.58,154.06,141.66,161.61,142.87,2228.27,2265.15,3094.33,9415.46,5210.54,5567.19,1897.48,2006.19,2120.29
"ygbM",144.15,136.67,137.01,202.84,218.62,258.17,175.28,154.55,136.58,104.49,129.62,154.67,173.59,150.86,155.04,162.09,173.81,155.19
"yciC",1860.33,1942.59,1863.72,1189.36,1249.27,1187.08,1521.18,1520.75,1794.91,1216.84,1350.01,1705.78,977.32,1216.75,1002.83,1248.67,1025.69,1251.27
"yehX",36.73,30.14,29.37,38.75,38.85,38.74,42.83,38.73,46.13,38.74,38.8,38.75,46.26,39,38.78,39.46,45.7,40.38
"sdiA",447.53,434.47,447.92,330.12,289.12,259.85,328.43,327.42,358.82,596.73,576,430.81,440.43,518.49,434.65,445.54,435.58,461.82
"pgaD",270.86,253.95,276.65,335.44,277.12,276.86,276.97,258.79,275.59,280.49,280.81,276.77,258.27,278.16,276.95,283.13,285.13,281.97
"yfaP",115.34,110.46,110.19,110.26,111.01,134.75,110.24,110.04,110.16,106.8,82.58,80.09,118.92,109.57,110.54,110.22,110.27,122.13
"norR",119.75,117.27,98.07,127.66,149.42,123.02,119.41,122.29,115.62,119.79,86.82,90.64,133.91,144.08,119.9,128.55,111,119.98
"ydcA",19.28,20.72,18.56,16.71,17.11,14.44,16.48,16.69,18.41,21.49,20.85,17.98,14.87,20.78,18.77,16.5,13.68,17.16
"cbpA",205.2,192.06,217.19,268.73,245.34,206.76,213.91,264.84,268.64,307.37,318.63,269.14,376.99,401.79,379.36,331.1,286.62,292.14
"punR",18.26,18.28,15.74,18.25,19.65,18.24,18.24,18.24,18.24,16.86,18.16,16.97,18.36,18.96,18.5,19.98,22.98,18.28
"yohD",321.76,333.04,292.46,391.32,329.27,319.79,356.23,372.98,395.51,476.54,502.21,404.02,444.01,475.34,398.38,449.85,460.05,400.56
"fimA",717.12,783.44,688.23,503.73,402.83,477.78,426.21,433.87,385.99,779.95,878.12,964.97,463.46,390.24,395.43,389.67,421.45,465.55
"yiaF",702.96,714.74,709.65,497.06,470.9,443.12,672.04,671.53,603.19,867.31,1007.15,745.05,699.51,672.83,672.35,671.79,633.06,676.92
"gss",450.24,544.93,427.19,560.61,572.18,622.35,547.91,489.45,482.81,645.61,512.22,662.76,529.5,493.79,519.59,454.13,444.84,472.5
"sgcX",179.67,181.61,185.97,212.24,190.05,247.77,182.65,181.26,168.84,164.39,152.7,174.06,192.41,192.39,192.51,176.44,177.45,181.53
"djlA",1602.63,1637.16,1610.84,1443.14,1456.3,1388.5,1564.5,1450.52,1491.42,1476.06,1463.96,1589.94,1399.24,1420.82,1375.75,1255.12,1242.11,1411.54
"yaiW",1214.9,1226.48,1146.11,1988.46,2124.54,2006.85,2313.1,2171.28,2424.71,1104.14,1099.85,1286.12,1341.37,1527.35,1478.18,1241.67,1475.63,1448.61
"yggX",3573.36,3313.8,3456.41,3419.21,3433.38,3078.05,4748.59,4413.83,5241.99,1971,2180.78,2198,2064.61,2086.52,2545.02,2213.61,2506.83,2669.95
"ybaK",522.5,502.89,488.74,550.64,494.4,481.4,514.59,503.34,523.92,564.04,502.55,327.23,503.74,495.15,503.99,513.36,494.48,504.36
"tig",27892.39,28040.48,26077.55,24953.29,25251.82,23413.39,24817.07,24827.43,24211.51,22506.59,22842.28,20866.61,16511.72,17358.7,17518.45,21163.17,20723.14,20646.97
"hybA",518.11,553.32,549.4,545.81,560.93,718.08,589.26,649.08,602,1475.7,1212.69,1322.04,2701.72,1903.65,1972.82,945.97,1096.99,1322.62
"rrrD",466.62,423.59,422.77,407.03,423.18,431.53,439.12,376.28,422.64,422.69,423.2,475.21,317.19,318.22,414.41,422.88,423.32,423.33
"fhlA",173.48,170.5,170.42,172.48,170.76,169.52,170.33,169.68,170.5,164.33,161.96,143.37,170.5,171.51,175.32,172.59,182.61,171.24
"yidJ",199.48,271.31,185.34,225.02,283.75,368,281.03,240.03,199.76,304.52,233,258.77,274.94,194.65,224.55,251.75,290.35,263.53
"dsdC",257.68,267.49,282.73,302.99,323.19,366.54,262.8,266.93,265.3,333.19,306.97,527.99,303.05,259.69,303.79,282.56,274.06,259.13
"opgB",125.45,149.93,125.23,79.59,85.07,76.19,65.82,86.98,130.37,30.9,37.13,69.71,53.59,51.05,54.15,41.43,50.64,44.54
"pepQ",3943.45,3787.13,3827.72,2964.91,3168.4,2944.96,3813.97,3721.46,3658.29,3855.65,4192.38,4852.33,5035.62,4323.8,4395.75,3746.7,3996.45,3796.65
"mcrC",383.37,344.1,410.13,373.19,371.57,376.73,359.09,341.68,306.29,418.09,339.08,662.47,330.21,286.79,269.53,310.54,306.31,250.47
"dppD",545.59,536.88,473.64,504.7,516.81,544.19,768.51,767,633.92,448.04,345.09,278.08,555.68,421.68,402.55,421.7,434.37,465.62
"nsrR",5139.63,5499.38,5820.59,3399.41,3199.92,3817.77,5197.01,4746.39,4772.96,6627.72,8009.67,7681.79,5923.12,5257.21,4758.47,5929.49,4834.83,6503.75
"ydhS",71.96,61.97,60.26,73.86,72.47,62.71,77.3,79.52,83.31,87.14,71.49,89.48,73.85,72.5,72.47,72.3,71.59,76.72
"aroH",1313.88,1372.11,1183.6,828.48,827.05,713.26,1141.9,1116.8,1211.73,743.85,800.89,830.43,728.77,702.71,703.54,804.42,885.84,961.83
"ydfX",227.39,273.89,276.47,281.47,303.2,287.63,279.89,279.84,253.96,363.27,293.08,404.5,271.86,224.16,257.77,281.19,280.66,286.9
"yfbR",341.96,312.84,347.07,405.53,347.87,321.72,605.82,805.66,851.87,433.93,341.62,368.53,454.53,451.26,453.37,452.89,556.71,533.47
"yoaH",2630.12,2703.47,2784.1,2333.45,2303.7,1565.9,2113.45,2305.54,2463.08,2420.51,2630.6,1106.18,1609.6,2370.61,2354.44,2203.25,2077.19,1912.97
"motB",411.77,347.03,369.14,492.18,472.99,453.94,428.79,441.73,443.03,514.78,362.49,501.24,427.18,477.58,451.96,543.61,431.39,412.2
"pepE",961.56,1131.44,997.81,1018.41,1104.18,1356.71,1060.94,1104.18,793.31,1990.22,1829.58,1965.59,2244.11,1978.27,2160.13,1620.92,1542.51,1580.47
"idnT",411.49,480.81,395.51,493.87,582.68,562.93,562.17,479.99,395.7,456.83,480.48,461.92,482.31,394.35,514.66,509.99,480.48,431.68
"gpt",2908.12,2965.27,2590.11,989.63,1073.29,1112.8,1261.44,1235.21,1598.07,669.9,790.43,1277.31,643.98,635.55,779.8,615.25,853.06,986.38
"yghW",491.51,448.8,449.08,631.29,595.76,624.25,580.14,568.73,520.25,390.88,391.82,478.91,523.61,448.36,449.59,548.3,586.88,511.87
"fumA",2900.68,3441.93,3214.55,2426.72,2094.18,1883.21,1904.37,2184.59,2425.39,1839.18,2013.26,2153.35,2149.11,1934.19,1947.82,2229.29,1926.63,2054.06
"yggM",1426.81,1527.74,1632.8,2176.68,1988.78,2150.78,1629.79,1625.47,1489.35,1632.8,1452.65,1368.14,2025.3,1823.19,2006.65,1635.92,1634.79,1512.35
"sdaB",3371.24,2874.24,2913.44,922.04,804.57,921.51,815.32,902.85,927.69,1958.07,1945.06,2575.08,878.93,812.07,911.78,1527.46,1793.67,1660.58
"caiT",422.02,402.27,430.12,559.26,643.53,654.94,515.48,523.7,408.03,379.2,291.13,330.44,484.63,407.95,456.99,459.27,442.27,445.89
"fecB",1203.74,1238.76,1090.96,647.28,488.45,419.98,478.22,478.15,400.48,346.02,370.63,400.81,185.58,196.26,187.96,268.19,215.87,216.26
"ogt",481.08,361.12,473.19,396.7,461.12,344.53,405.93,457.76,542.6,650.04,583.66,521.02,632.13,719.15,615,624.8,501.89,610.68
"micC",6.69,6.74,6.53,7,7.46,9.5,6.74,7.35,6.69,6.69,7.19,6.7,6.74,6.45,6.76,6.75,9.25,7.15
"trmL",186.08,170.22,139.68,116.75,97.49,116.6,122.8,115.5,99.79,80.77,110.39,108.85,98.5,72.56,80.33,101.52,126.53,109.74
"ribF",3465.1,4098.65,3433.39,3073.93,2846.31,2599.9,2842.72,3093.11,3086.3,3184.58,3117.53,3367.91,2951.17,3098.5,3131.14,3057.31,3072.49,3084.66
"yebK",1316.8,1450.59,1382.13,728.44,824.44,632.61,685.86,652.12,703.67,1135.12,1167.41,1031.52,2919.61,2970.09,2696.03,1243.18,1177.1,1293.56
"ulaE",35.18,38.47,36.44,38.42,48.77,49.71,42.88,49.62,45.33,34.04,35.83,35.15,37.98,38.44,38.44,38.44,38.17,36.08
"ybjO",204.49,204.49,202.38,236.62,204.27,199.27,259,224.52,317.46,185.57,159.86,143.05,186.06,213.61,204.68,204.27,189.79,212.52
"yddM",1558.76,1669.1,1615.07,1400.29,1512.84,1622.82,1681.44,1621.05,1614.15,1498.63,2113.94,1571.74,1588.8,1308.54,1561.83,1645.34,1687.51,1641.88
"dbpA",112.52,188.99,81.24,42.21,48.37,45.25,60.07,52.3,49.31,35.28,37.24,83.09,47.67,29.25,34.88,34.97,34.52,35.87
"tsaE",572.96,555.44,614.3,553.85,537.36,537.9,551.38,602.11,590.91,411.9,484.94,463.16,613.71,574.35,543.58,534.79,485.47,558.48
"amn",713.91,634.97,602.33,708.78,698.27,585,696.53,744.54,876.29,724.96,786.3,840.05,1107.19,1064.68,1016.01,689.14,706.16,725.32
"zraR",325.06,377.31,377.67,406.14,392.31,441.51,360.7,407.14,376.47,387.67,416.96,366,681.15,525.96,499.91,395.56,422.41,400.51
"yciI",628.45,689.54,673.38,646.58,696.48,670.24,692.62,738.41,801.92,1042.47,964.44,1084.46,1393.2,1422.4,1437,725.68,785.79,734.46
"rsmE",1473.65,1346.71,1474.1,1615.04,1637.84,1445.72,2006.65,1760.95,1813.08,1053.71,1082.74,1436.89,1539.58,1396.41,1525.78,1069.84,1220.87,933.71
"thiS",70.04,68.67,68.96,71.78,68.59,68.56,73.9,83.72,68.53,65.63,46.57,27.14,64.9,68.65,71.08,68.55,68.68,68.63
"wzzB",1404.85,1554.83,1562.55,747.03,935.39,915.02,1742.25,1428.13,1485.52,827.59,1079.03,1083.65,764.24,702.05,829.99,965.19,923.41,1118.24
"ypjD",1494.36,1569.75,1530.25,1160.17,1069.41,1183.15,1325.34,1455.39,1370.24,1394.81,1206.34,1907.55,1225.71,1305.94,1296.49,1182.88,1180.96,1419.47
"yhhX",273.32,286.4,278.84,212.84,198.04,261.79,265.36,271.4,284.15,277.03,345.6,540.14,396.62,316.48,318.94,260.73,212.51,225.53
"seqA",3080.24,2547.67,2703.95,1416.77,1397.51,1418.87,2163.9,2232.33,2556.23,1832.3,1942.81,2099.72,2578.83,2237.49,2049.84,1539.95,1628.14,1875.57
"adhE",3266.34,3235.86,3190.14,2908.93,2931.84,2753.02,2599.88,3037.73,3474.66,11977.92,10272.24,12335.53,17079.86,12965.21,13102.78,11084.71,11615,10449.51
"lysR",606.5,570.16,636.32,733.07,728.32,703.37,634.26,619.57,620.04,683.08,446.47,704.9,756.77,626.14,596.82,586.99,587.1,536.66
"cof",472.76,578.19,449.9,564.83,564.47,540.25,559.17,633.88,583.75,715.08,779.31,951.74,778.65,678.76,756.28,618.54,594.9,534.79
"ydfE",158.26,169.47,151.14,180.34,202.05,182.58,179.23,168.86,168.87,206.24,166.41,173.32,149.92,169.48,169.25,169.25,171.67,169.43
"folP",1235.93,1186.72,1196.53,690.06,771.76,775.87,1022.01,1026,1389.55,662.43,808.53,839.91,485.63,655.12,610.09,624.28,561.64,732.11
"sfsB",516.67,516.27,500.04,547.91,564.84,548.65,499.58,498.1,427.54,486.77,417.53,347.49,487.48,487.5,512.4,505.68,500.07,531.54
"adiA",330.17,330.34,304.81,366.23,381.84,340.29,329.42,328.42,329.51,329.55,210,212.26,338.74,356.18,332.67,330.35,329.66,332.05
"pgaC",294.04,307.68,297.51,311.81,326.15,327.78,307.5,306.45,279.52,306.98,394.58,309.85,307.03,266.54,269.33,307.3,306.86,308.21
"ydfJ",138.54,168.7,169.05,175.9,181.82,206.25,176.51,174.41,161.27,277.12,199.43,355.38,189.82,162.48,168.58,168.56,168.62,181.72
"eno",17324.66,17609.71,17816.97,14893.52,15068.01,15057.75,15138.87,15517.37,15063.55,22169.71,20907.89,21145.97,20417.69,19638.01,19646.58,19856.94,17794.15,19955.96
"yafD",420.27,496.73,512.24,544.15,475.44,487.83,668.35,791.26,864.67,714.05,568.24,873.06,1068.57,1094.94,944.61,560.67,607.4,592.37
"ygbE",1534.63,1335.29,1498.07,2631.57,2431.43,2821.81,3018.13,3232.16,3814.31,1510.07,2156.1,3308.03,2224.46,2162.03,2141.25,1500.64,2064.85,1958.31
"nudJ",225.39,263.48,238.19,185.2,176.79,195.57,186.76,191.36,168.57,224.18,310.23,392.06,200.48,224.37,224.36,278.2,279.35,280.17
"purT",1111.19,997.78,988.17,1291.5,1289.58,1176.25,1061.84,1039.95,997.78,1456.74,1019.13,1085.04,1185.72,1338.41,1232.02,1457.09,1231.91,1347.08
"hisA",780.49,669.12,700.18,875.39,850.15,841.9,913.43,980.05,1096.54,834.88,983.54,1610.49,1370.1,1072.66,995.03,785.37,882.65,904.81
"sbmC",698.06,774.02,774.35,1020.09,1013.65,941.13,1011.18,1086.72,1159.86,785.73,1052.06,980.2,2015.61,1744.23,1757.46,1013.67,1011.87,1010.03
"fabY",848.83,897.49,751.38,779.86,761.05,928.12,1060.55,953.23,1021.78,1085.09,1063.21,1368.66,1685.28,1265.87,1403.39,899.51,1135.76,1170.85
"rapA",5459.4,5469.92,4827.98,2114.86,2280.34,2465.1,2524.7,2755.56,2737.11,1542.84,1357,1834.82,1212.98,1210.86,1241.24,1361.32,1710.17,1819.09
"rpsJ",31279.45,28512.07,27924.99,26153.49,25756.77,26762.05,26484.79,25470.06,25058.06,24208.65,25060.95,27923.17,23272.6,20778.98,21306.98,24661.62,24305.57,22760.14
"rnlB",1284.77,1292.3,1294.48,1411.55,1376.89,1393.57,1367.63,1451.93,1398.55,1512.97,1670.15,2116.34,1982.4,1775.54,1782.22,1393.45,1782.69,1642.3
"garR",762.07,933.02,810.69,1123.72,998.16,1050.07,944.26,944.61,886.88,1047.41,813.18,740.68,2067.13,1800.88,1370.97,1024.42,1231.24,1170.65
"mutH",967.6,966.69,961.7,1167.62,1339.71,1067.79,1241.84,1015.84,1054.74,1269.6,951.93,961.18,1228.24,1049.35,968.83,1237.55,959.51,1019.02
"artM",424.38,437.12,430.54,376.25,369.46,350.06,416.67,413.8,498.01,858.36,1036.94,898.14,436.59,443.35,436.73,508.4,410.72,532.7
"crp",9959.12,10220.08,10473.4,9654.67,9347.25,9146.84,9476.45,10036.95,9927.35,10785.94,11282.14,8750.1,13313.46,13846.23,13665.46,9581.53,8933.82,9188.79
"lnt",1703.82,1729.06,1607.86,1161.65,1184.68,1102.37,1523.33,1673.43,1988.06,1419.07,1533.72,1916.49,1000.82,845.97,1006.57,1156.57,1269.19,1393.47
"ybhH",87.02,83.2,89.42,89.44,89.51,95.2,90.97,89.35,86.99,122.68,89.49,189.92,97.51,88.89,72.36,69.47,101.82,89.5
"exbB",7220.74,7378.33,6076.81,4641.41,4866.56,4491.42,5505.57,5022.3,4854.66,8032.23,9168.98,11598.15,5687.11,5881.66,4417.72,4434.23,4852.07,4858.25
"rplX",35716.08,35044.01,36403.3,32946.24,34506.64,40166.02,35341.58,34183.3,32184.49,31156.69,36104.02,34713.99,33499.73,27397.74,30833.42,32562.76,27351.54,31846.36
"yafE",197.94,258.6,261.38,303.07,312.08,315.36,375.55,353.04,378.54,376.46,301.41,447.67,403.97,418.17,393.85,301.09,335.48,367.04
"yijO",669.9,740.15,677.43,771.44,732.81,776.49,739.17,719.65,675.02,734.18,642.02,739.47,818.75,806.22,782.94,819.68,814.4,762.95
"atpB",18388.48,18093.99,17901.14,10473.4,9650.27,11312.97,11211.99,11466.54,11305.15,13073.85,14170.94,18852.64,9682.94,7896.05,6887.76,9827.74,9939.67,10029.31
"yehB",4.32,4.35,4.31,4.32,4.41,5.06,4.33,4.31,4.33,4.33,6.23,5.23,4.39,4.34,4.34,4.48,5.11,4.57
"panZ",1032.94,1145.82,1169.53,832.24,893.36,947.08,1002.85,948.7,952.25,929.63,981.32,964.89,1105.66,1070.73,947.03,955.39,793.47,849.35
"prpB",410.41,307.79,410.37,535.85,492.84,507.02,467.9,476.59,428.62,416.29,358.59,329.3,388.7,351.97,391.53,426.21,399.02,406.71
"yeiQ",750.98,756.32,862.74,624.07,578.49,564.31,450.44,494.38,500.01,649.96,593.58,806.75,726.91,517.02,473.03,542.69,555.03,471.67
"cpxA",2546.97,2479.34,2591,2590.34,2359.87,2530.19,3289.43,3474.06,3378.48,2941.65,2353.38,3689.49,2382.9,2283.05,2026.85,2584.06,2420.23,2555.17
"ygdR",824.43,575.95,703.34,1030.15,1030.63,1026.78,1937.77,2070.94,2142.94,869.48,744.41,683.81,1030.99,1085.04,1138.87,1047.36,1051.74,1142.77
"ynfN",182.07,251.2,253.9,181.96,160.05,169.85,395.86,374.34,363.23,198.15,272.06,367.76,182.09,156.45,182.09,182.43,255.81,341.36
"chaC",543.78,474.26,624.79,817.11,749.11,748.51,837.67,927.15,1046.92,551.37,634.11,537.67,1273.12,1339.76,1226.7,915.92,985.44,1066.74
"nikE",192.41,192.88,160.44,209.57,191.5,215.59,189.4,188.05,134.71,312.53,300.76,376.77,458.02,286.14,344.94,381.6,367.01,315.41
"cydC",720.07,641.17,699.92,603.99,603.81,593.94,575.09,575.8,703.55,837.43,1025.93,950.29,701.57,724.77,707.4,868.66,868.81,892.04
"jayE",48.63,47.62,51.82,67.61,62.8,57.05,56.45,56.41,56.54,56.55,43.66,45.24,56.63,56.77,56.63,65.69,56.61,60.31
"glnD",1559.92,1458.48,1401.09,1818.62,1781.98,1839.57,1548.53,1766.01,1615.61,1874.96,1591.28,1982.71,1971.11,1875.36,1910.47,1671.97,1738.21,1745.66
"maeB",856.59,757.78,872.44,418.65,455.77,484.34,588.56,581.81,621.57,492.6,639.29,655.83,467.78,528.94,580.18,494.31,476.39,581.31
"rplS",17225.61,19312.58,18051.71,10834.78,10358.91,11481.76,11842.59,11457.21,12608.27,13875.16,16587.81,18094.17,9200.46,8555.28,9562.84,10096.74,8825,10830.83
"recE",140.36,135.65,118.72,163.5,193.28,164.09,152.42,149.4,140.95,178.77,149.61,149.5,149.49,117.2,149.08,143.21,154.95,155.56
"cho",123.3,68.39,81.66,81.27,85.51,77.46,86.67,84.73,71.91,97.55,141.5,46.49,122.87,198.9,168.09,107.38,99.02,122.78
"ykfG",37.42,37.95,43.5,58.84,43.58,63.31,47.32,53.26,41.57,37.62,29.13,22.87,43.76,50.81,44.05,37.5,43.49,48.78
"ydiP",100.33,95.73,99.43,141.52,120.04,141.95,120.01,120.54,97.41,123.12,85.34,123.06,206.96,134.68,124.9,137.96,127.61,138.13
"pncB",2275.41,2115.47,2226.73,1526.87,1518.21,1448.58,1801.6,1777.63,1779.77,1601.25,1686.95,2367.65,1443.81,1362.99,1415.5,1554.61,1688.37,1715.85
"yfdI",2304.46,2581.24,2554.81,2099.25,2262.91,2267.8,1429.26,1479.29,1686.84,3469.64,4317.73,3725.1,1290.05,1140.65,1423.85,2300.82,1526.35,1892.37
"treF",197.08,186.19,167.99,297.29,263.55,268.12,281.69,279.97,266.59,300.26,201.15,198.72,267.68,234.68,232.13,225.41,204.5,260.01
"hokC",13.17,16.85,16.59,16.82,18.31,20.77,16.68,13.96,13.26,16.74,22.1,16.65,21.25,23.18,22.23,16.84,18.1,16.87
"cyoC",24122.8,23398.85,23627.59,19483.94,21174.18,22820.81,18706.85,18303.87,17960.77,17710.74,19131.16,26386.63,10620.8,9703.88,10545.74,14252.66,11754.29,12322.61
"ycaR",6111.39,6429.16,6370.29,4478.11,4530.09,4771.38,4391.68,5129.33,5321.87,5546.13,6274.1,6299.19,6118.32,5411.96,4950.57,5313.1,4438.93,4950.23
"hyfF",311.18,310.43,329.19,464.35,428.18,410.45,388.11,396.86,384.97,328.81,306.27,213.97,364.07,381.21,358.63,410.39,467.54,388.06
"secY",27898.87,28174.2,28107.03,19268.12,19324.53,22883.63,21782,21013.2,20609.03,20658.63,21460.6,35402.74,21567.04,18350.29,17626.05,19444.1,15442.35,17461.82
"yegJ",439.3,408.59,466.43,550.18,574.42,615.61,455.91,456.07,438.79,416.24,385.06,400.59,529.34,507.45,452.16,525.2,546.79,444.22
"ycjM",4.58,4.59,4.57,4.58,4.58,4.75,4.6,4.56,4.58,4.57,4.58,4.58,4.58,4.59,5.18,4.58,4.58,4.81
"ycjS",443.72,522.7,473.13,790.88,634.07,652.35,570.99,575.09,526.76,575.76,547.7,356.2,575.45,547.01,608.18,702.37,690.02,667.79
"ssb",4042.26,4070.3,3849.15,2589.8,2588.88,2552.27,3001.4,3000.06,2983.31,2798.1,3037.84,2024.91,2629.1,3159.56,3177.47,2817.89,2946.16,3265.55
"gluQ",513.97,541,542.45,603.41,512.76,512.91,548.27,599.98,692.12,403.47,314.63,364.19,426.69,492.86,517.25,447.78,552.07,516.21
"hcaF",280,259.01,230.35,321.55,314.63,279.5,279.79,279.25,279.6,279.76,264.39,224.74,279.75,281.44,286.91,280.03,279.7,326.81
"ppdD",261.14,261.76,247.61,351.26,353.33,396.18,300.82,316.87,280.86,280.67,216.31,214.61,326.79,277.04,293.71,304.47,279.37,278.18
"yecA",3177.31,3385.4,3444.92,2571.66,2500.46,2153.37,3098.03,3048.8,3025.92,3791.63,4212.31,3697.08,5880.77,5363.14,4660.23,3753.82,3850.71,3871.57
"aspC",2965.18,3129.59,2979.73,1810.05,1606.75,1592.63,1837.07,1885.52,1853.82,1941.91,1925.88,2731.77,2049.59,2070.94,1988.39,1996.22,1725.1,1949.75
"mhpB",580.24,604.84,591.96,912.34,953.88,1097.89,775.56,768.65,507.01,712.5,659.01,449.64,822.58,604.08,619.25,637.6,718.95,671.44
"dld",1264.79,1107.53,1270.07,1163.71,1067.11,1216.13,1031.31,1144.8,1313.99,1238.01,1444.36,1575.21,2677.4,2183.45,2055.73,1534.55,1549.85,1554.34
"fliP",30.48,30.17,31.49,40.41,34.18,36.77,33.6,36.74,30.51,30.14,30.32,28.05,36.06,30.34,32.77,37.83,32.27,30.56
"nudF",1542.48,1363.8,1509.28,1130.71,1117.52,1188.12,1188.41,1187.95,1241.72,1187.56,1219.92,1188.88,1354,1193.03,1191.7,1015.87,1188.01,1104.09
