"","900","900 | 1","900 | 2","900 | 3","900 | 4","900 | 5","900 | 6","900 | 7","900 | 8","0","0 | 1","0 | 2"
"lpxA",6857.845,5793.421,5871.339,7554.768,6073.583,6400.481,5162.215,5693.758,5831.21,4442.85,3839.083,5020.975
"napA",344.9466,56.13649,215.6943,102.9706,94.58206,97.27769,5.090097,15.12418,22.92727,78.42738,105.8452,62.08587
"mcrB",801.0215,699.244,772.874,145.1164,9.229177,2.321237,91.93607,107.1726,128.5238,552.3961,174.7728,221.3681
"ilvL",8126.94,3856.201,2110.772,1131.714,1335.756,2088.406,9437.944,3015.003,1261.152,6084.686,6788.511,3957.83
"rpsT",1850.813,2912.207,1928.878,433.6122,187.7136,349.0364,7144.598,8537.123,8064.59,1501.396,505.9679,666.7216
"dtpB",334.3023,291.1505,348.0088,819.4847,527.5204,760.6923,389.3263,403.2621,351.9413,1310.14,615.8248,513.2897
"yehY",403.1859,368.0278,316.6749,27.9431,5.738987,109.5947,80.23723,91.86777,163.6614,89.68434,116.4557,103.3442
"fliT",4078.788,4993.213,5102.1,324.7305,239.1902,200.8784,107.2606,258.1641,192.051,4106.093,2840.924,2800.463
"rybB",1397.169,1849.506,654.0496,2267.288,2363.222,6889.11,8809.241,10446.65,6086.909,1615.13,916.0294,524.8533
"tyrR",751.0795,717.1031,747.5203,416.7456,415.3222,267.6223,424.5945,431.8148,332.273,804.1218,1073.725,781.8492
"proY",853.5343,1213.864,1313.233,445.2725,391.5858,333.6351,1230.721,1149.994,1625.805,1262.056,589.9049,1141.164
"yhdV",378.11,335.4443,280.14,333.8795,396.4208,305.0143,1595.348,1844.669,1006.847,259.4618,533.2981,336.6944
"ygbI",662.3921,680.5941,691.712,519.9282,560.777,612.0251,1020.929,1503.946,1527.932,784.2303,1042.75,868.2352
"stfQ",2.888419,4.952937,18.45011,35.54446,2.064043,3.250434,28.00064,34.97472,19.5206,5.028696,8.487186,33.05626
"menE",631.7463,642.799,674.8746,129.4798,162.6956,114.1226,81.51942,134.8793,141.8714,109.754,139.2928,187.8116
"trpR",1275.137,1363.788,1253.963,427.2697,409.9541,278.6649,3566.596,4068.535,2961.546,249.9582,497.9518,192.0849
"emrB",151.151,199.6468,199.187,178.8028,186.001,106.3372,36.28638,51.72585,188.8781,46.53911,146.5603,151.0795
"pphC",59.44969,79.03078,103.3968,39.75182,62.21409,61.58672,81.36814,121.5278,140.4775,31.64685,21.14071,27.95308
"ynaK",91.03083,191.9204,212.8446,57.9052,7.311002,5.796905,16.44114,138.2289,154.6361,8.559698,68.06733,7.933707
"ecpA",247.0624,262.5484,202.8998,103.1686,99.45313,159.6174,81.15244,52.02684,92.27863,74.59892,90.79707,86.23273
"metA",273.7819,399.4262,409.6717,3694.073,1467.51,4922.52,499.2593,709.5003,780.642,142.7773,149.1228,116.3861
"ynfB",1914.081,2951.406,2362.394,4607.9,5055.276,3281.521,7943.099,8740.34,4448.774,2575.237,4143.38,2033.482
"tufA",17585.95,13814.85,15565.16,52416,53996.23,56376.64,24441.62,21988.98,29376.83,21031.78,15596.2,23218.05
"fadA",220.79,114.8023,144.7671,3051.544,7908.188,4988.922,140.7631,147.5943,217.0358,2020.077,2167.791,4878.259
"rsxG",418.1441,695.5744,442.7074,305.2516,145.6303,134.8155,107.7342,149.2975,135.0764,119.1173,245.3842,143.6373
"malE",10193.46,2446.167,5562.401,14182.72,15820.59,17275.05,475.8023,314.4271,471.5149,10594.08,9106.717,16295.79
"yidE",399.7805,393.4256,775.8055,340.8045,354.4666,512.3353,518.4241,537.4919,556.2357,532.7086,434.8458,498.999
"hypD",203.9172,133.0504,196.0532,217.3107,117.4268,207.1726,182.7921,281.335,376.0579,176.1219,144.4764,185.8737
"dxr",1230.986,1131.37,1333.124,500.9351,245.1432,312.1054,858.0397,783.9722,708.8104,769.7202,423.1465,474.7776
"glvB",17.65999,12.66092,4.716863,4.067682,13.50248,8.132966,10.14497,4.564832,21.52191,2.538978,6.468783,26.8147
"purF",2827.624,2743.751,2632.656,435.9803,1037.51,432.9507,702.9714,1277,1314.853,338.9009,604.5833,432.3775
"amiB",291.4853,211.9026,277.8448,516.6425,247.1431,555.0767,334.1732,467.6121,461.5197,364.9491,233.0914,352.1278
"purC",9306.264,7330.881,7547.057,1135.705,2854.667,800.4079,7371.302,7179.25,8887.214,1495.077,2439.172,2420.411
"csgF",53.68488,66.3396,81.22232,2.228508,1.657737,32.08645,2.560678,24.95812,35.19265,37.81469,18.05731,25.55527
"rplM",6211.294,5738.585,3629.945,10067.44,9328.577,5233.808,26349.74,25136.73,34545.41,4048.235,4970.957,2919.685
"phoB",175.7948,173.4241,165.0064,393.4282,383.0561,395.6518,4974.143,8965.403,6831.116,172.6875,282.3282,223.9072
"yggF",82.21478,77.46003,77.82283,83.25883,56.49401,119.4116,138.1132,153.8508,165.8951,57.25124,36.0849,57.31241
"trpS",3165.765,2967.35,3036.25,3426.045,4363.915,5635.284,3821.043,2573.293,2328.179,2944.064,3649.332,3497.81
"rutF",28.42563,30.34025,33.23918,76.65493,79.35075,60.30501,10.59409,32.09294,14.10857,29.62988,14.61319,1.948941
"ybiI",297.5731,538.4286,498.3108,71.42382,95.42629,129.9369,60.76945,40.98817,80.76451,170.0906,617.1324,320.9507
"ycaP",1023.69,856.915,949.8989,229.0928,125.7989,204.7781,366.0496,503.5253,463.6337,164.5466,236.0263,203.0633
"sapA",378.1834,541.1702,540.5471,371.7108,231.8349,380.0472,167.2646,216.4829,293.0496,329.2809,227.8358,334.0527
"hslU",709.3152,585.7441,816.9319,2946.876,2566.533,3182.019,4592.271,616.8942,2159.882,3283.937,931.4473,2592.627
"dgcZ",366.1891,470.0308,325.7598,955.8716,1489.031,839.0103,5260.801,7537.376,6864.132,119.3856,67.29455,69.5824
"xylA",330.9874,305.8936,376.5733,186.8293,336.326,167.772,236.5988,165.0377,171.6429,282.4105,436.5938,311.3701
"fryB",35.91803,23.64757,24.74255,6.28971,82.60187,6.592036,94.66472,111.8933,107.509,5.671475,69.02858,7.416602
"nrfA",237.8936,70.06106,201.3638,130.3539,75.40074,96.15442,86.1134,128.535,142.8704,180.0829,122.4304,112.3905
"yibJ",22.16114,27.79175,25.33251,27.17567,3.699648,4.209619,96.34165,95.68488,91.89813,17.03919,18.36902,8.848657
"rplR",13732.28,10595.07,10990.44,42762.55,47197.29,35320.4,22735.26,20652.09,35837.84,18365.95,21049.95,19366.08
"ftnA",708.9698,1081.376,900.1294,856.3782,631.5205,292.8876,2071.54,1223.357,1141.017,2059.857,1579.561,1284.197
"rlmB",528.9537,548.9105,622.3395,731.0363,623.0683,455.3991,345.8307,316.0367,261.2316,768.4731,677.8807,716.8295
"ynfH",210.8924,291.4013,308.0586,188.7626,191.5544,177.8275,283.1983,627.5879,588.0546,237.5734,339.744,288.9278
"uhpC",48.55673,78.65294,71.53821,148.5699,66.16849,25.87032,25.17723,10.62945,115.7354,47.9644,8.044552,37.16103
"uspD",1626.148,1426.628,1778.341,1311.645,750.9771,2113.379,1891.342,1508.009,1600.466,1324.63,3686.776,3339.581
"yghB",878.2083,1203.817,1079.538,488.2914,378.3619,406.9559,742.2433,863.9373,780.4983,1210.55,959.6426,946.2109
"rybA",11627.59,12252.6,13152.31,4227.224,5321.24,3752.899,23016.29,24299.29,13677.41,22188.86,20912.88,19377.61
"ybeQ",1.64649,12.91621,19.2772,12.15412,44.1326,7.267694,33.88807,62.96255,86.97102,14.58475,40.26542,25.09887
"yehD",53.73777,2.431512,26.20365,83.43385,76.00537,24.45059,21.84515,11.83679,29.47513,23.91407,96.86306,37.30722
"yqfE",254.4892,239.3305,363.9595,142.6051,141.4608,251.5851,170.1912,217.56,144.1022,142.9407,138.6856,164.6318
"coaD",638.2115,761.5231,698.6422,269.0127,166.1984,194.9964,414.9863,537.6298,355.3272,895.5483,614.7039,1020.839
"pyrS",233.9426,279.5893,347.1485,136.1784,159.9553,104.7167,98.75412,63.97467,131.1296,268.2028,211.6823,247.0488
"hycG",42.98854,50.4677,42.73948,190.5883,181.0055,234.7256,15.56185,49.90644,184.0093,87.3025,56.11621,96.36135
"yddG",191.0168,203.7662,198.9363,199.1098,177.9955,308.3098,268.4503,331.5429,226.4697,64.46333,26.74495,30.1205
"cysP",207.0561,814.9675,122.5918,595.1733,979.7386,834.8403,1778.007,1297.229,840.5059,29.13629,1195.986,536.17
"yqgA",288.7336,163.462,209.6251,133.5395,137.0801,104.0714,135.169,133.8663,211.9215,363.0862,448.3963,321.3547
"yfhR",22.26231,25.89439,32.17682,7.838626,5.666203,8.228368,27.65885,62.81341,65.13046,3.306129,7.001924,9.093699
"rcsF",1101.405,1621.751,1745.442,957.3273,437.1876,782.8282,2178.368,2103.421,1588.477,880.3911,540.8669,879.7657
"wcaB",30.1319,18.50831,38.38021,15.10998,17.23635,106.7911,37.26754,69.06832,143.9667,5.987111,4.30126,24.67543
"rpsR",1977.715,2748.73,2872.571,11708.83,16479.33,5325.552,13231.29,12476.76,13111.64,5219.688,7303.021,4606.989
"arcB",1073.195,1022.243,1022.667,1308.647,459.1929,621.6536,304.1709,270.8031,335.0038,888.7762,727.1652,793.7039
"gspG",17.62186,19.28424,26.55545,56.58454,38.14145,45.39488,5.466938,13.31102,39.83635,7.562121,5.406043,20.92006
"treR",283.9957,323.0853,430.9812,461.4895,613.463,669.0748,424.4481,708.1185,779.4611,461.4381,350.3852,273.247
"elbB",3754.047,2039.421,3948.751,6912.561,7084.829,7732.27,1475.502,1111.08,953.4792,2049.806,1768.901,1672.261
"fabD",7233.237,4268.12,5457.333,11541.64,14788.95,10479.32,4221.843,2761.476,4162.899,6110.369,6598.55,7211.817
"tomB",2937.337,4246.088,3164.841,30834.6,21361.67,15654.7,28868.55,25064.56,26138.71,24270.86,23670.84,21024.1
"rhsC",40.67803,43.69989,33.49219,53.69656,111.3985,220.1513,115.3,84.61337,144.8407,63.94214,51.78401,35.12921
"hycH",49.04641,208.7096,305.2026,490.0923,362.5468,389.6955,428.4831,693.2603,568.6194,164.5869,195.6352,178.6499
"csgB",39.1916,39.87495,50.48702,71.09164,52.86306,50.50593,52.72318,63.80139,44.48754,41.69183,37.98167,28.19873
"xisE",90.22566,198.4744,164.5071,41.57843,165.748,97.68473,47.71782,195.8305,124.0093,150.4408,593.0743,239.1865
"greB",366.6651,426.0977,678.6588,582.0565,584.9269,503.0163,803.6662,654.4263,503.5152,1013.991,1067.361,1103.125
"yfdQ",54.26956,63.69709,79.52646,86.2663,13.99053,60.29052,93.47272,106.8092,156.3498,50.55087,64.16969,38.40598
"acrD",215.3557,244.2002,222.649,187.3728,140.4578,237.9205,260.256,223.4889,181.1642,98.70741,112.8613,102.8848
"ygeX",18.83266,26.56924,32.48121,67.17036,157.9368,95.33851,50.41542,64.08688,72.52264,32.73667,73.25127,41.73976
"rpmB",9001.155,9297.949,7004.863,9260.974,6280.034,5893.706,26480.84,21569.85,26700.66,14153.93,12426.23,12820.34
"gltS",602.7083,644.118,795.0937,1597.51,2298.223,2678.313,4015.927,4056.005,5170.244,835.4224,1287.699,1704.756
"thpR",284.5729,404.7219,518.4738,51.83976,45.35963,114.1396,182.7945,243.0491,172.2877,208.0741,73.72766,130.3439
"yqaB",1030.215,824.222,933.436,721.5457,742.9883,1407.948,1585.696,2321.757,2199.942,387.2124,367.8647,457.1628
"purR",3896.319,3695.966,3312.224,3812.829,4811.264,2989.784,2772.701,2328.759,2951.413,1436.255,1284.088,1466.927
"aceB",4428.929,2954.258,2998.801,963.1482,3039.676,1139.803,623.7736,604.194,457.3571,6890.637,6974.455,9092.411
"sufD",1054.214,869.9509,1474.238,619.0645,312.1138,443.2727,80.88519,78.93316,86.08584,109.1156,61.70682,163.8952
"phnG",3.626195,2.104842,5.94151,4.173954,4.905517,17.00518,6.037652,3.743209,4.583879,6.070774,4.981299,8.032073
"gudP",1087.359,1021.116,823.4304,335.5006,699.5038,408.4561,165.2537,210.0087,181.5011,118.1889,1009.467,797.287
"lsrR",681.851,511.4329,556.5825,144.5621,164.6492,134.3,577.7748,554.6665,487.9015,1597.414,1774.056,1151.274
"nrdE",1172.545,1199.795,1619.878,609.9431,233.1331,395.2961,134.6022,18.79379,268.2809,89.40953,49.78239,97.86905
"dgcT",250.7279,257.7512,672.7566,18.82485,4.638103,6.977703,99.27217,206.5995,249.4882,55.99355,46.98697,13.04478
"dgcQ",440.9626,585.2154,730.0402,138.9189,228.7967,201.3721,151.5978,297.5429,371.5521,169.5476,198.2376,164.6158
"ygjV",56.7118,45.63958,96.94598,6.219666,35.94521,3.207365,182.4866,238.8519,202.145,72.71243,33.50425,10.43371
"malS",40.80783,19.55367,42.32492,35.13438,2.000288,8.082907,1.973649,3.784568,7.262105,17.46099,10.60725,26.07131
"yjjG",276.4212,272.7821,240.0657,73.47837,58.228,9.181281,268.4949,238.1533,398.5557,191.6542,75.71489,179.5394
"tpiA",15022,11116.24,11218.64,14161.31,14916.56,15776.34,4415.311,4202.262,3196.97,6578.429,7775.755,8837.724
"mscS",3424.005,3228.229,3932.949,1471.139,1724.686,1665.802,5685.611,4624.964,5649.615,1795.491,1120.983,1045.212
"yjaH",669.8854,1493.138,1474.336,191.5767,149.8341,198.0025,3002.24,2428.93,2522.878,1183.585,684.7729,818.6664
"rarD",344.135,378.2084,305.2249,379.7931,291.2876,305.6344,524.6777,698.1903,814.7517,373.6928,218.6612,459.0664
"yjhU",1244.397,1300.954,1392.089,1704.048,1509.193,1326.079,1516.523,1857.723,1868.52,2426.923,2446.117,2302.068
"spf",4430.255,3632.643,2920.632,7789.739,7933.583,37046.64,14593.75,9974.035,3095.087,5017.399,2015.387,1441.22
"ydgH",2467.613,2751.264,2591.547,793.0281,787.0145,554.7383,1062.301,1042.144,840.5392,1712.226,1750.101,2011.422
"yagJ",178.8439,218.3111,186.5708,166.6637,228.4087,213.4349,216.9989,194.8097,300.2971,97.50978,87.75732,88.21201
"tsr",4779.455,3900.999,2909.973,9462.118,4929.351,6647.986,6576.266,7106.38,7953.981,10534.38,5497.85,9227.618
"eutA",42.22617,32.30186,41.27165,65.34465,22.62598,94.45063,4.039352,9.745923,22.21775,14.01492,33.25062,40.78586
"afuB",3.782802,10.81325,5.664789,87.79264,5.228324,8.749498,22.64006,9.862855,65.66111,28.2876,25.965,5.325428
"lpd",2087.809,2259.932,1960.934,23793.38,15983.91,16404.35,7996.89,8653.977,10964.72,8047.769,7162.901,9613.104
"arnF",616.1921,877.9,921.2015,83.36855,93.35633,199.3802,234.2092,158.3031,227.0901,158.9464,180.8319,64.18149
"allC",5.261171,2.334497,0.5207987,24.74839,3.322219,2.142392,3.62585,0.4921589,1.737111,11.81865,4.769688,12.57536
"yegU",83.12609,78.95982,77.26268,204.5943,205.4232,243.2358,33.9404,53.71724,42.53089,121.6956,56.2366,108.057
"yciF",222.7686,241.992,143.0597,2.328149,5.353389,12.46274,18.41548,16.79903,4.066365,11.15287,0.6614881,23.57474
"yzcX",71.68044,82.01716,152.7857,78.40701,106.9615,90.53304,73.24204,104.3804,109.941,220.3327,207.7341,123.2111
"intS",318.3549,379.8352,497.3844,338.4949,125.1455,213.5978,932.2977,638.5675,842.6876,203.0798,117.3328,103.2244
"mpl",1546.055,1339.705,1403.665,3953.911,5142.089,5288.311,2385.749,2277.591,2770.247,1144.625,690.6047,1322.489
"apaH",876.8572,1013.574,896.8455,281.3402,165.6114,186.2757,145.746,128.6795,162.1979,667.4496,585.3484,759.9223
"hycE",22.81482,33.1753,65.19546,109.7005,50.2539,72.48376,71.0611,73.27668,91.07166,49.79515,22.9158,56.06481
"ttdA",2.150907,2.16464,9.470333,3.644356,1.963235,2.319684,1.286213,60.70518,50.8414,4.029384,12.56802,4.733026
"ygiB",5900.547,4983.868,4021.934,5599.958,3895.371,5010.742,12632.14,8438.822,6011.8,8016.935,8018.516,7498.52
"dacA",1161.092,1670.706,1108.272,318.4927,504.3044,227.8934,729.4175,639.4824,608.5439,929.2461,736.4429,860.7258
"mngB",39.47485,24.16537,48.81477,38.39163,57.60506,78.14652,55.35308,75.00317,70.0248,40.92282,35.70295,27.20933
"ykfC",231.4834,223.9452,414.0348,160.826,142.5979,198.759,130.8003,173.6447,253.9633,41.45749,77.45427,90.11137
"rffC",298.8948,382.3073,371.2411,173.3053,189.3182,191.7092,37.08566,37.97356,62.59171,230.1673,210.8644,251.641
"yahG",31.63141,37.74611,39.05396,51.13141,64.80168,50.50254,60.60759,58.13842,67.2849,7.317349,28.7983,19.30191
"cmk",579.2343,643.9443,525.6133,1676.496,2285.363,1552.699,7919.783,9158.385,9400.356,1450.252,2656.28,2347.891
"yeaO",545.3813,333.9476,472.8984,466.1572,456.0832,528.8929,812.5244,619.2307,438.5926,620.4226,1229.744,785.5528
"dedD",1018.684,1060.219,898.3806,808.1378,952.8233,764.228,1723.477,1608.465,1638.22,751.4041,632.5941,1057.777
"bglJ",39.43296,78.83019,95.7199,51.07199,78.36211,96.90261,238.2693,230.5408,229.9449,19.84048,19.06754,45.06113
"miaA",4941.315,4566.157,4775.893,24017.58,17810.63,19948.33,27437.86,18726.52,26599.97,9319.602,7880.942,8887.356
"rplW",2343.043,2283.783,1915.254,11300.91,17883.63,5477.413,9317.782,4304.013,10125.69,4735.964,10561.76,4593.338
"ugd",378.8274,490.1758,402.3431,114.5441,77.95792,104.642,151.3937,154.1198,169.4052,77.31078,66.58436,47.05717
"gfcD",2.006432,26.51915,14.32121,48.92804,31.14759,22.04629,21.129,38.59512,69.03084,14.96008,17.73155,13.06743
"yihT",57.06932,31.80974,31.13315,74.29533,89.91117,180.5167,76.73499,92.00582,77.69495,78.18565,79.29397,72.87068
"mdtA",151.9387,329.1227,180.5289,168.0785,191.8033,31.87951,269.4854,411.5539,325.4994,162.2491,271.3544,134.4577
"yffM",25.05709,76.20466,59.09739,2.724488,5.757458,44.12801,81.99078,117.7961,154.8244,11.48086,52.45555,21.3226
"rhlE",169.0959,263.0238,114.4628,40.87375,26.30474,71.53886,65.81723,120.8866,104.6537,220.624,66.72346,86.80958
"argS",1189.6,1277.862,1235.767,787.5381,1785.153,1206.038,2314.854,2843.804,2380.709,1345.624,1753.444,1421.348
"leuB",11.97231,32.1624,56.1418,45.15644,60.59756,10.12325,4.951571,8.315136,17.38027,37.76805,26.3569,49.75628
"ubiJ",1118.002,1122.151,1267.51,937.6826,672.367,1131.355,1689.219,1603.93,2059.425,1137.388,989.8752,1222.892
"mliC",275.7677,238.4633,368.1254,154.358,246.4704,206.0116,331.0099,335.8113,317.4914,305.801,339.0185,294.0635
"yciO",2130.96,1697.201,1488.767,5160.013,4531.388,3644.554,4341.875,5210.098,5556.944,2968.338,3700.899,3009.027
"insB1",247.7513,276.9213,265.9962,417.0087,241.5258,298.5657,138.6171,196.3422,359.0384,356.8795,549.3073,344.8584
"ppdC",107.8937,90.46015,97.9031,35.74746,58.56451,58.62411,156.2108,159.9181,161.3699,102.0628,115.8352,150.5926
"folE",3967.057,5153.186,4659.553,3205.558,1651.534,2058.506,2098.273,2228.062,2073.517,3116.218,2873.182,3318.29
"fdoH",1569.545,1056.878,971.4737,10585.38,9410.382,5247.196,375.6887,427.0017,458.4842,6500.583,3313.482,4712.302
"yfcL",4014.209,4576.179,3002.444,757.9802,571.162,795.7672,832.4696,930.9166,869.6364,3226.969,3352.47,2992.237
"ydiJ",1893.519,1633.354,2147.896,2412.001,4338.167,2599.296,112.7445,132.7127,84.83794,1003.161,1155.718,1712.892
"ynbB",3.394739,11.1326,2.22506,5.979095,4.277283,4.850821,3.335822,37.62955,10.38183,2.663229,1.199585,2.334543
"rpsA",12899.95,10891,10074.98,13956.49,18902.98,4929.625,15232.48,14115.38,24308.11,12489.51,11423.11,13230.98
"yjhF",61.96468,61.38891,81.19646,49.064,39.72374,142.3022,73.36617,161.2739,187.406,57.36754,70.35453,58.32493
"ynjF",205.9098,405.0284,331.3504,218.2742,116.3904,123.9957,417.0535,1220.67,612.8954,190.5816,322.1342,317.136
"yhiN",218.9698,281.2267,383.495,551.2765,351.4208,864.2379,343.4971,556.6386,463.9575,113.6349,161.6626,122.7554
"yahC",43.09325,52.48183,54.40252,42.27664,63.14384,65.85461,115.4796,109.9169,113.293,31.57481,53.64463,28.30811
"ydiH",2855.803,3186.493,2923.038,281.9099,245.799,303.9245,378.4577,762.3852,518.2975,452.9919,1071.746,487.2652
"yhbQ",185.095,166.6097,166.643,454.494,265.8235,421.9222,459.8662,593.2687,542.3228,197.3237,321.7639,179.6111
"pspC",839.2346,843.9288,840.6289,2389.133,2103.935,1584.249,18835.59,21540.04,26333.46,1760.854,9254.064,6004.108
"yejA",537.9694,651.0902,732.7419,315.9001,188.7062,288.3594,160.1995,153.9216,194.4301,437.4643,239.8108,220.6338
"ycgZ",96.55822,111.8273,85.80695,231.8823,181.1059,163.3898,114.767,196.7397,240.4375,558.7358,880.1964,364.7221
"phnN",65.52937,27.18855,37.22171,87.85929,97.59695,115.4814,85.09715,101.0052,94.46669,57.87956,58.98092,86.09031
"mnaT",3765.863,3094.039,2942.098,1568.195,2273.819,2039.029,1729.407,1173.636,555.4268,4165.88,6182.201,5025.322
"dcuR",376.2413,425.6363,581.7327,137.5375,66.41265,120.4015,46.1516,70.92504,55.84043,517.2443,330.1398,431.5036
"yafZ",4.829477,19.56996,18.45971,19.66051,14.76721,14.23542,33.19546,60.83994,58.18015,21.07275,1.735551,27.38253
"yhhQ",256.7057,415.8458,343.4147,1503.306,664.2288,1238.83,243.1136,300.5246,263.86,84.96086,90.91972,83.84138
"clpX",6156.335,4822.702,5410.862,14601.55,10852.5,14305.63,10715.4,6470.911,10411.53,6170.675,4395.733,5558.73
"tam",275.5297,306.5499,336.8112,140.1184,38.1047,123.5324,58.88337,92.28409,66.89317,51.67709,54.26963,72.31369
"fimC",322.2623,489.5327,462.6174,40.90237,47.77268,10.23284,62.07243,117.6676,29.77567,99.6339,51.4748,54.96355
"mdaB",853.6387,752.7874,922.4714,730.0065,350.8855,378.709,830.5771,585.651,367.1254,602.6272,659.2448,674.3347
"apt",2350.826,2742.337,2289.612,107.9655,103.7667,226.9349,654.6899,604.649,444.0843,202.0957,118.4035,123.4085
"holC",360.7649,602.1761,813.16,390.665,238.1761,337.4604,881.022,198.3771,429.7011,383.3421,391.0743,378.8555
"erpA",4396.925,7052.565,5433.292,9260.521,10023.56,11250.69,23375.08,24640.39,31238.69,11505.92,13238.38,15031.45
"lldR",60.71836,53.18076,68.79877,466.0418,89.76259,303.4041,80.12338,67.9163,133.9116,7256.649,204.9247,2258.823
"yfcC",73.98094,70.72444,112.1919,69.89888,103.286,178.9947,128.5224,92.09366,215.6396,74.79673,37.12816,67.97469
"cysK",13007.58,13642.61,7858.014,31029.52,27463.67,28660.91,23203.67,18976.66,17486.55,2124.658,12144.67,10448.05
"ycjR",106.5221,48.14473,98.54193,109.0471,132.6619,167.2603,66.39458,50.97483,133.1784,91.1599,96.64688,118.4469
"cusS",146.5424,278.8042,239.9126,140.1085,113.5528,163.5372,90.37248,138.6175,139.8489,32.75585,42.87993,32.59171
