"","0","0 | 1","0 | 2","0 | 3","600","600 | 1","600 | 2","600 | 3","0 | 4","0 | 5","0 | 6","0 | 7","600 | 4","600 | 5","600 | 6","600 | 7"
"parC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yadE",0,0,0,0,0,0,0,0,0,0,1090.1,595.1,0,0,0,0
"gluQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nohD",1133.1,874.4,2432.9,3700.5,979.3,341.7,0,0,810.2,429.1,2117.9,1261.8,755.9,1254,486.2,641.8
"clpA",0,0,0,0,757,372.4,0,0,1526.4,510,2457.4,2745.6,88.8,0,957,873
"sapB",3201.1,1509.8,1325.3,313.9,959.4,1955.2,651.4,702.8,1753.6,3096.9,4404.6,3866.8,8593.1,2186.4,1541.8,2338.7
"ppsA",2834,845.3,1604.8,271.8,1033.2,2059.3,748.9,565.4,2353.7,546.7,5456.9,3733.5,4394.9,346.2,1552.4,961.5
"yfeZ",0,0,2220.4,2628.6,775.3,342.4,0,0,1438.2,374.4,1677.9,3169,0,0,1015.1,1039.3
"ygeI",3771.4,1442.6,6288.9,5550.1,1117.9,898.7,0,0,0,0,2197.4,3509.9,610.8,0,1004.6,729
"xdhC",0,0,3450.5,4804.3,677.9,200,0,0,0,0,1251.5,2735.9,0,0,552.2,428.7
"def",0,0,2804.6,4833.7,667.7,280.7,0,0,0,0,1566.2,3404.7,0,0,809.1,644.3
"yibG",0,0,0,0,830.9,451.4,0,0,1447.7,355.8,2134.6,4147.3,0,0,831.4,892.2
"malG",9987.6,7661.9,15265.2,9171,1047.5,1306,341,436.2,0,0,1576.9,2749.4,0,0,421.1,424.2
"nusB",13843.4,7857.2,22791.4,4494.1,1220.8,1238.5,0,0,0,0,2095.4,3032.8,0,0,0,0
"parC.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"caiE",0,0,0,0,0,0,0,0,0,0,0,278.3,0,0,0,0
"apaH",0,0,0,0,659.9,315.1,0,0,0,0,951,1285.9,0,0,0,0
"acrR",0,0,677.8,367.1,955.5,2962.3,0,0,0,0,1418,2959.8,0,0,495.3,297
"ybhM",0,0,0,0,719.3,324,0,0,0,0,1459.1,2294.1,0,0,748.6,589.3
"ycgY",0,0,2090.6,1716.7,933.8,1472.1,0,40.4,0,0,1225.3,1232.6,0,0,454.9,386
"ydgI",0,0,0,0,852,401.2,443.1,174.8,837.1,391.9,1605.5,1021.8,0,0,1188.8,1055
"hisB",0,0,1011.2,1080.9,984.9,1041.3,0,0,0,0,1016,1558.5,0,0,404.6,391.1
"smrB",1660.2,806.5,3856.4,4052.2,715.5,914.5,532,435.5,2123.3,1002.1,3443.3,4071.4,592.2,0,2882.2,3248.8
"cas1",0,128.4,2733.3,3051.7,897,315,0,0,0,0,1565.4,3508.1,0,0,755.1,527.9
"ygcQ",0,0,0,0,686.2,315.2,0,0,0,0,1074.1,3846.7,0,0,607,380.7
"rpmA",1337.1,608.5,1575.3,2101.9,760,641.8,0,0,511.9,417.6,2468.6,3798.6,0,0,1041.7,997.4
"gor",3207.3,745.5,3187.9,2030.4,1514.3,4239.4,586.3,859.2,812.7,362.7,2631.9,3424.9,0,0,999.3,1114.1
"glpX",0,0,1567.1,2519.3,731.2,225.8,0,0,0,0,878.8,2046.9,0,0,488.9,217.5
"hsdS",0,0,1967.5,3419.6,762,316.2,0,0,583.2,387,1461.5,2667.1,0,0,977.7,1016.4
"nusB.1",667.6,475.1,5247.5,1739.3,697.6,1693,0,0,0,0,2118.8,2337.9,0,0,0,0
"rpoE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yadI",0,0,0,0,0,0,0,0,0,0,1242.9,624.3,0,0,0,0
"pcnB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybcW",0,0,752.8,2323.1,0,0,0,0,0,0,0,208.8,0,0,0,0
"clpS",1228.7,662.9,0,0,814.8,2170.6,644.4,437,1135.4,708.3,2584.1,2149.4,211.1,0,1151.4,1361.6
"sapC",0,0,0,0,0,54.4,0,0,0,0,1098.6,2246.4,0,0,519.9,318.8
"fadK",2160.4,763.2,842.1,356.1,1308.2,3530.6,583.8,807.9,0,0,2008.7,1672.8,1841.1,0,1325.9,954.2
"yfeY",0,0,2161.5,2966.6,0,52.8,0,0,0,0,1136.2,2432.4,0,0,591.7,494.6
"ygeH",2644.1,801.5,3308.4,2086.5,1003.5,1015.5,0,0,0,0,1333.4,2186.6,0,0,551.3,503.3
"xdhB",3639,1104.5,4453.9,4523.1,2330.2,2342.5,0,0,0,0,1869.2,3924.4,0,0,1383.7,661.4
"smf",0,0,2569,3391,603,588.6,0,0,0,0,1359.5,4226.9,0,0,617.1,559.8
"yibJ",0,0,0,0,743.8,778,0,0,0,0,1390,2533.2,0,0,622.8,595.7
"xylE",2726.8,933.7,4025.1,3240.2,1792.1,5062.5,636.8,585.6,846.8,518.9,4318,2298,1167.2,0,1354.8,856.8
"rpsB.1",0,0,0,0,1409.5,6788.7,507.1,497,0,0,900.1,5202.2,0,0,389.1,363.3
"rpoE.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"caiF",0,0,0,0,976.1,641.4,0,0,0,0,911.1,666.9,0,0,0,0
"folA",3257.9,1901,1491,443.4,1482,3146.5,747.3,1810.6,0,0,3376.8,1373.6,2273.4,360.8,863.3,289.1
"acrA",0,66.3,0,0,0,49.1,0,0,282,1611.3,858.3,920,473,9710.7,369,331.4
"ybhL",0,0,0,0,695.8,460.9,0,34.4,1067.4,545.6,1889,2700.6,0,0,769.3,654.8
"ymgE",0,0,1908.5,3180.6,844.5,1753.5,566.6,300.9,0,0,1594.7,1418.1,0,0,579.8,395.9
"ydgH",2971.5,1231.5,1514.8,328.1,896.3,1768.8,739.6,636.3,2288.1,923.9,5063.1,3449.8,1937.9,418.9,1700.6,2215
"hisC",0,0,0,0,845.6,387.3,0,0,1110.6,415.2,1117.1,722.2,0,0,677.4,610.5
"prmB",3521,1958.9,4164.1,3748.1,1386.5,1958.6,980.3,1078.5,4165.1,2503.2,4276.2,5236.8,5338.4,925.1,2868.8,3685.2
"cas2",1185.8,491.5,3660.1,3992,792,1120.5,0,0,0,0,2138.3,5898.9,0,0,689.6,437.7
"ygcP",0,0,0,0,0,0,0,0,0,0,2988.7,3151.5,0,0,813.2,340.1
"yhbE",0,0,2367.8,5297.1,872.6,1025.3,0,0,0,0,1816.5,3218,0,0,777.3,576.4
"rlmJ",0,0,2116.6,3742.7,817.2,441.8,0,0,607.3,362.8,1670.9,2664.9,0,0,621.7,611.6
"fpr",0,0,0,107.5,0,0,0,0,0,0,1205.8,2950.6,0,0,0,71.1
"symE",0,0,3143.2,4698.8,1253,1742.9,722.1,237.5,0,0,1297.2,2923.3,0,0,532,365.8
"rpsB.2",731.5,4236.1,4609.6,2750.7,456.1,770.3,0,0,0,0,987.3,2354.2,0,0,0,0
"parC.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hemL",0,0,0,0,832,553.3,542.6,374.1,0,0,2659.9,1455.3,1140.5,391.8,761,601.2
"map",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"glsA",0,0,2763.8,3865.4,0,48.8,0,0,0,0,1572,1176.7,0,0,516.5,321.9
"serC",2536.4,838.1,0,0,965.1,562.3,588.6,626.1,2626,718.3,4369,3646.3,0,0,1723,1698.2
"ycjU",0,0,0,0,0,43.7,0,0,0,0,756.9,676.6,0,0,393.5,242.6
"yniB",0,91.4,0,0,623.1,394,0,0,0,0,1441.4,1308.4,0,0,578.3,579.5
"wcaM",0,0,2808.4,6002,685.6,570,0,0,0,0,2360.7,3123.6,0,0,706.2,547.5
"eutM",0,0,0,0,624.1,330.2,0,0,0,0,2118.4,2854.7,0,0,0,0
"ygfK",4714.9,2541.2,7330.9,6049.5,1014.8,976.8,446.5,475.4,1318.4,414.1,2158.6,1873.6,0,0,1032.4,1024.6
"recJ",0,0,0,0,0,45.2,0,0,0,0,0,0,0,0,1158.9,1240.9
"npr",0,0,4272.8,5589.8,908.3,319.2,0,0,1034.1,282.7,2197.2,2592.3,171.3,0,1207.6,864.3
"waaF",0,0,3134.1,5155.3,0,0,0,0,0,0,1218.8,3929.8,0,0,590.4,387
"yjbQ",0,0,3241.5,3852,858.1,427.5,0,0,0,0,1036.4,3665.6,0,0,554,454.5
"nusB.2",889,480,1106,744.5,481.7,968.6,0,0,0,0,1005.7,783.3,325.9,660.7,0,0
"parC.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rapA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"leuB",0,0,2140,3165.9,0,0,0,0,0,0,0,0,0,0,0,0
"yaiA",0,0,394.8,230.1,0,0,0,0,0,0,1095.6,3865,0,0,483.4,328.2
"glnH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ychO",792.1,537.6,0,0,646.2,210.5,0,0,531.1,1118.8,1465.8,893.5,6202.7,4611.8,545.1,689
"rsxC",3220.1,1310.3,2029.1,488.6,1610.8,4110.6,713.5,985.2,2173.9,575.8,4559.5,3053.3,2922.4,0,2768.7,2030.8
"fliJ",0,0,515.1,299.1,960,759.2,0,0,0,0,2272.4,2193.9,484,662.3,584.5,408.8
"yfdM",1063.4,613.6,2833.7,3693,901.1,1798.2,0,54,1970.5,673.6,3014.1,6928.7,0,0,1485.7,1543.5
"eno",0,0,2974.5,4069.5,705.2,398.3,0,0,0,0,1136,3256.2,0,0,567.2,471.3
"syd",5799.6,3925.2,13870.3,6091.5,1851.9,2508.1,553.5,218,0,0,2732.1,3569.9,0,0,473.4,394.5
"cyuA.1",1386.9,1296.1,3715.3,3596.6,2076.3,4933.3,552,441,0,0,5052.2,3623.6,1329.4,0,782.6,555.1
"yhjG",740.5,680.6,3357.6,3476.4,914,283.2,0,0,0,0,1902.3,2052,1190.3,434.6,897.5,578.4
"frwC",0,0,2001.1,1773.2,761.4,729.2,0,0,0,0,946.9,3175.1,0,0,0,47.3
"prfC",8506,15588.6,13619.4,7339.5,2453.6,2671.8,438,1135.4,1033.1,551,2540.7,3852,1346.8,0,1414.8,1280.2
"nusB.3",0,0,480,698.7,0,0,0,0,0,0,572.8,1936.9,0,0,0,0
"rpoE.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fhuB",0,0,0,0,0,0,0,0,0,0,734.9,479,0,0,0,0
"glnD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ycaP",1936.1,1388.1,0,0,778.6,1461.1,0,55.5,0,0,2016,1852.2,0,0,620.1,415.7
"ycjT",0,0,0,0,0,108.6,0,0,0,0,685.8,531,0,0,0,0
"yniA",0,0,0,0,824.1,557.8,0,0,0,0,1757.5,1207,0,0,655.1,654.1
"galF",3036.5,1306.7,4964.7,9429.4,971.5,1243.9,745.1,633.7,1666.7,618.3,2332.6,2114.8,1312.1,0,1487,1218.6
"eutN",0,0,0,0,732,334,0,0,615.6,685.2,2102.3,2796.5,1937.9,1033.2,622.6,559.6
"mocA",14786.9,41875.3,33790.1,24370.8,1228.1,8053.1,394.6,1451.8,473,336.5,2925.4,4000.8,2440.5,331.7,766.2,824.4
"prfB",0,0,0,0,762.7,1075.7,0,0,0,0,0,0,0,0,1021.2,653.1
"rfaD",3230.1,1791.7,4790.9,6985.6,1618.1,2760.2,973.6,968.1,1893.3,1273.7,3289.9,6198.9,2499.6,543.5,1962.1,2734.6
"aphA",944.4,696.9,3245.7,4562.2,752,776.5,0,46.2,306,15291.6,435.3,226.1,838.1,20137,387.8,805
"rpsB.3",0,0,1110.7,2283.2,0,49.5,0,0,0,0,681.6,3349.9,0,0,0,0
"rpoE.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rluA",0,0,0,0,1409.1,840.3,0,0,0,0,0,0,0,0,0,0
"leuC",0,0,0,0,0,0,0,0,0,0,459.2,317.4,0,0,0,0
"glnP",0,0,0,0,733.1,398.5,0,0,0,0,837.3,510.6,0,0,0,0
"ychN",0,0,0,0,904.2,982.5,0,52.9,605.4,438.8,1454.2,3581.8,530.9,1501.3,578.5,593.9
"rsxB",3207.9,1195.5,0,0,1329.6,3345.9,673.5,643.1,1992,671,3155.7,2140.3,659,0,1279,1355.8
"fliI",1984.5,708,0,0,911.6,1064.4,776.9,338,2602,803.3,2519.5,1418.3,972,0,1619.8,1972.7
"yfdL",0,0,3156.4,5353.4,0,36.8,0,0,655.3,581.8,1968.7,3076.1,922,902,632.7,548.3
"ygcG",0,0,2537.8,2981.2,729.1,720.3,0,0,0,0,1932.6,4788.4,0,0,520.1,408
"yqcC",0,0,5283,4671.3,809,853,0,0,0,0,1705.2,3136.9,0,0,471.1,402.8
"yhjE",0,0,2843.9,3820.7,844.7,498.3,0,0,0,0,1448.6,2866.2,0,0,675.2,548.2
"yjjG",1552.4,412.6,5883.6,1856.4,2507.9,2564.4,0,0,0,0,6365.8,1836.2,1815.6,378.9,752.2,613.1
"rpsB.4",0,0,3223.9,2026.2,635.6,790.1,0,0,0,0,891.3,2275.5,0,0,0,47.2
"parC.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"skp",0,0,0,0,0,0,0,0,0,0,1315.3,422.6,0,0,0,0
"ybbA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"glxR",0,0,3977.4,5099.9,514.2,592.9,0,0,0,0,3422.7,3660.9,0,0,0,74.2
"pncB",0,0,2892.9,4679.1,0,0,0,49.8,1340.8,502.7,2611.7,2212.9,0,0,1203.6,880.2
"dgcM",0,0,0,152.9,787.9,301.1,355.2,316,1241.5,355,2841.6,2571.5,0,0,882.4,876.6
"nemA",0,0,0,0,0,57.6,0,0,0,0,1015.8,747.1,0,0,612.1,657.6
"dgcE",0,0,0,0,712.3,307.9,0,0,0,0,1239.1,2214.8,700.7,0,1103,762.2
"hyfA",1501.5,467.1,833.9,206.4,918.1,721.1,0,0,1322.6,451.8,2688.1,2898.3,0,0,1451.2,1093.4
"ygfF",4610.2,2658.8,10798.4,5482.8,1813.7,1584.1,0,47.1,1512.8,343.8,2811.8,3075.6,946.3,0,1309.9,898.8
"yhcD",0,0,4879.3,4838.4,652,663.1,0,40.5,1505,514.6,3100.1,5061.7,0,0,1472.8,1211.2
"rpsI",0,0,4939.4,9244.3,686.5,376.1,0,0,0,0,1294.1,4854.5,0,0,794.9,755.4
"yicC",3053.8,2184.2,6150.3,7463.7,953,764.2,0,0,412,391.1,1843.2,3286.3,1328.7,827.1,667.4,490.5
"mdtP",0,0,2104.6,4025.7,0,0,0,0,0,0,1281.7,2722.2,179.5,4379.3,501.4,391.2
"rob",3089.5,787.9,5730.1,3279.2,730,279.1,0,0,0,0,840.1,1452.6,3540.2,410.6,0,39.2
"nusB.4",0,0,1203.1,891.4,443.1,993.9,0,0,0,0,820,2721.1,0,0,0,0
"parC.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ftsL.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"phoB",0,0,2152,3837.7,0,0,0,0,0,0,729.9,1267.2,0,0,365.1,293.5
"nrdR",0,0,0,0,0,0,0,0,0,0,543.4,579.2,0,0,0,0
"rimO",0,0,0,0,0,0,0,0,0,0,702.8,517.9,0,0,0,0
"oppD",0,0,1059.5,1624.3,618.1,250,0,0,0,0,1020.4,694.2,0,0,511.8,581.8
"rrrQ",0,0,656.2,297,804.4,886.4,0,0,0,0,2113.2,3192.2,0,0,661,561.4
"hchA",1853.2,988.2,4382.5,3273.4,1713.4,3048.4,530,1553.9,0,0,2821.5,4560.3,0,0,577.6,349.3
"pyrS",15292,15615.6,29301.4,11912.8,7229.5,2820.1,542.4,1357.5,2009.1,339.2,6159.3,2904.7,10158.1,355.5,1055.8,607.3
"fucK",5309.9,2393.8,5318.3,4087.4,1163.7,1425.5,638,260.1,0,0,1977.9,3289.2,0,0,597.3,457.9
"tdcA",0,0,719.4,395.3,1458.8,1683.6,0,0,0,0,2332.5,3737.4,0,0,727.8,483.9
"agaV",3839.9,1981.9,3994.1,3282.7,1243.8,2313.3,430.4,1153.6,1478.4,478.4,4875,7836.3,2407.6,344.8,2080.9,1886
"tag",0,0,2656.6,2092.8,828.2,372.2,0,0,0,0,1150.8,2259.2,0,0,680.4,488.2
"secE",3560.4,1150.6,4972.5,2050,807.8,375.1,0,0,0,0,766.8,2916.3,0,0,470.5,212.3
"yjhH",0,0,2118.8,2246.6,0,60.1,0,0,0,0,940.9,2779.1,0,0,471,443.7
"nusB.5",0,0,623.5,661.6,0,0,0,0,0,0,574,1702.1,0,0,0,0
"rpoE.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bamA",0,0,0,0,0,0,0,0,0,0,717.6,543.4,0,0,0,0
"tesA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hyi",0,0,1672.8,2742.8,1123.1,1533.6,0,0,0,0,1082.8,1975.8,0,0,470.9,234.8
"asnS",1975.6,2938.8,2876.8,3140.1,837.6,1048.2,463.6,513.3,708,698.4,2193.3,3032.9,761.9,983.7,683.3,1150.5
"smrA",2912.8,3820.1,1487.7,563.9,879.4,118.4,781.9,2662.4,426.3,375.6,272.1,199.4,457,6220.6,0,101.3
"nemR",1496.2,1304.4,1670.6,3199.1,850.3,854.1,546.4,496.2,1428.7,694.6,1934.6,1806.5,1764.8,457.1,1013.3,1214
"udk",3554.9,1497.5,1157.1,445.8,1000.7,2329.1,629.7,683.9,1775.7,744.6,2796.2,4354.4,1675.9,0,1728.2,1580.3
"bcp",1662.8,601.4,0,0,698.8,774.3,465.9,409,1672.9,478.6,1964,2821.9,392.9,0,1469.3,1822.3
"bglA",2727.2,1809.6,2758.8,2954.3,928.9,1401.7,682.1,542.4,1291.1,663.3,2584.4,2734.3,0,0,971,1130.1
"yhcA",800.8,762.4,2143.2,6031.6,0,118.4,0,0,0,0,1237.6,3719.7,0,0,566.7,607.3
"sspA",5984,5709.1,4980.9,5039.6,1008.1,1189.9,627.8,851.6,989.5,452.1,4316.6,7853.6,0,0,1552.3,1461.2
"rph",0,0,3426.3,4859.1,884,926.4,0,0,0,0,1007.4,2524.5,0,0,699.4,504.7
"fdhF",2895.1,1684,5704.4,4717.6,868.8,2308.4,0,0,0,0,1275.7,3073.6,0,0,446.1,477.8
"ytjC",2070.8,1460.7,3704.2,4071.6,1072.9,1619.7,719.1,929.9,829,615.6,3428.8,4622.6,1884.3,508.8,984.9,750
"rpsB.5",0,0,1328.5,1609.3,0,0,0,0,0,0,675.3,4637.9,0,0,0,0
"rpoE.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rsmH",0,0,0,0,1396.5,997.7,0,0,0,0,515.7,482.4,0,0,0,0
"sbcD",0,0,1684.3,2866.5,774.9,294.7,0,0,0,0,993.5,897.3,0,0,629.7,386.4
"yajI",0,0,0,0,630.9,346.8,0,0,0,0,908,848.7,0,0,334.3,242.1
"dgcI",960,763.4,0,0,1098.2,896.6,802.6,542.2,444.5,744.7,2669.3,1707.2,1037.6,0,1146.4,1073.5
"oppC",724.5,478.6,1060.4,1279.5,779.6,262.7,0,0,379.2,894.7,1235.7,695.5,615.6,7682.5,0,166.8
"rzpQ",0,0,0,0,777.7,479.7,0,0,0,0,1096.6,925.2,0,0,634.9,537.5
"alaC",3596.2,1234.9,10397.3,5367,1465.3,1361,594.9,410.5,0,0,2764.2,4163.9,546.9,0,1066.4,848.1
"fucI",7489.7,3458.7,30691.7,12782.2,10960.3,5406.1,861.3,959.1,560.8,896.6,0,0,1460.8,1046.4,1254.4,1295.8
"tdcB",0,0,0,0,0,0,0,0,0,0,1769.5,1836.1,0,0,846.3,447.1
"kbaZ",0,0,3851.6,5455.5,0,71.3,0,0,0,0,3678.4,3091.3,0,0,679,659.6
"yhjY",0,0,7496.5,6079,728.7,786.7,0,0,0,0,1912.3,4572,0,0,707.3,616.3
"tufB",1250.1,797.8,1863.7,1929.7,949.9,469.3,651.1,270.7,394.7,751.9,18434,6143.1,6897.7,3248.5,452.5,463.3
"yjhG",0,0,3423,3488.8,988.5,1686.7,0,71.8,0,0,1446.4,3697.8,0,0,541,515.6
"rpsB.6",0,0,3554.8,2252.2,410.9,423.2,0,78,0,0,725.8,2154.5,0,0,0,0
"parC.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"guaC",0,0,0,0,0,0,0,0,0,0,582.9,648.1,0,0,0,0
"sfmH",0,0,2143.1,3428.9,0,0,0,0,0,0,985.2,406,0,0,0,0
"ycbZ",2517.3,1525.6,972.1,294.6,911.1,1535.2,756.3,862.5,1698.7,710,4742.9,5179.9,828.8,0,1365.3,1779.5
"yciO",0,0,714.9,458.5,649.6,406.5,0,0,0,0,2278.4,3151.8,0,0,0,0
"pykF",0,0,0,0,811.2,612.7,0,0,1044.8,466,2572.2,2711.1,0,0,1166.8,959.6
"gatD",0,0,2647.9,4007.9,636.4,278.9,0,0,0,0,1520.7,2135.2,0,0,852.6,561.2
"yfgH",1397.7,646.5,2492.7,3611.1,733.3,443.9,0,0,0,0,1590.7,3602.5,0,0,737.8,738.9
"thyA",2184.9,953.1,4695.3,4968.6,1153.2,444.8,657.3,300.7,797.7,536.9,3141.4,1565.5,930.1,690,892.8,1054.9
"aaeB",0,0,4315.4,6038.8,0,53.2,0,0,0,0,971.6,2535.8,0,0,798.2,540.8
"uhpA",0,0,2818.3,2970.3,0,67.3,0,0,0,0,947.4,2016.2,0,0,577.7,300.3
"zraP",0,0,2020.1,3299.1,542.3,316.3,0,0,0,0,956,2133.6,0,0,542.2,283.9
"nusB.6",968.3,463.9,1397.3,1122.5,468.7,1105.6,0,0,0,0,743.9,2501.6,125.9,804.5,0,0
"parC.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"thiI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"clpP",0,0,1308.8,2403.7,0,0,0,0,0,0,1149.2,1372.1,0,0,580.3,257.2
"rlmC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"intQ",0,0,0,0,547.3,323.5,0,33.3,0,0,1018.6,1282.6,0,0,477.7,416.6
"insD3",0,0,2859.2,2598.1,743.9,548,0,53.3,0,0,1337.7,2968.2,0,0,808.3,834
"yfeH",0,0,1234.7,2173.9,0,0,0,0,0,0,1143.1,1812,0,0,540.3,492.9
"hypD",1201.2,817.9,2277.7,2923.8,851,1077.5,461.7,562.6,481,937.6,1629.5,7527.2,1872,7510.8,805.2,1104.3
"yraI",1225.6,352.3,3576.4,4115,0,79.4,0,0,0,0,881.4,2303.1,0,0,345.3,317.9
"ubiT",0,0,462.2,338.7,0,0,0,0,0,0,1058.9,7197.3,0,0,1293.6,1482.4
"ysaA",609.8,218.4,3392.5,2242.6,1177.4,1045,389.1,395.2,585.4,308.7,1261.9,4641.7,969.8,2636,736.7,752.4
"frvB",2046.9,721.5,3546.2,2523,2228.3,3874.6,711.9,911.4,0,0,0,0,0,0,477.8,355.7
"uxuA",0,0,3533,2648.7,0,0,0,0,0,0,836.4,1982.2,0,0,369.8,311.2
"nusB.7",0,0,539.6,1220.4,0,0,0,0,0,0,564.4,1082.7,0,0,0,0
"rpoE.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coaE",0,0,0,0,0,0,0,0,0,0,541.7,509,0,0,0,0
"fdrA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sfmD",2555.9,1871.8,2107.4,720.2,1054.5,4384.8,762.4,2728.4,544,459.2,2738.4,3305.6,624.4,659.9,779.2,789.6
"fabA",0,0,0,0,583.7,364.7,518.9,178.5,0,0,0,0,0,0,732,566.9
"rnm",2975.6,8242,3811,874.7,0,158.4,823.4,8888.8,2845.3,4748.9,0,0,18244.9,6282.4,2822.7,2823.1
"fumD",0,0,0,0,562.7,241.6,0,0,0,0,825,545.6,0,0,411.6,308.3
"yfgG",2579.6,1241,2432.4,1733.9,838.7,1116.4,653.4,554.6,1618.4,846,2347.8,2445.4,295.8,0,1159.3,1275.5
"ppdA",1680.1,855.2,2954,2993,1010.5,2873.5,580.1,194.2,0,0,1440.5,2712.6,0,0,792.9,753.6
"yhcO",4942.4,6455.3,12830.1,11983.5,1190.8,3878.5,773,644.2,0,0,1484.9,3607.9,0,0,702.4,667.1
"yhdH",0,0,2427.2,3987.1,745.5,594.7,0,0,0,0,1411.8,3272.4,0,0,936.6,862.1
"uhpB",0,0,1534.3,2472.1,890.2,414,0,0,0,0,1478.1,2401,0,0,779.1,578.7
"yjaH",0,0,3897.2,5071.3,594.4,1438.4,0,0,382.3,429,1043,4535.2,221.5,1239.4,407.1,518.1
"rpsB.7",0,0,1751.6,2250.4,0,0,0,0,0,0,959.9,4151.1,0,0,0,0
"rpoE.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"talB",0,0,0,0,751,809,0,0,0,0,689.5,449.1,0,0,0,0
"xseB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tig",0,0,0,0,0,0,0,0,0,0,749.3,455.1,219.6,4707.8,0,75.4
"ybjO",2531.6,611.1,812.3,211.5,1149.4,786.7,752.4,406.9,0,0,2719.5,1164.8,830.8,0,1309.4,1085.4
"insD7",1499.7,614.2,0,0,869,407.5,657.2,257,1167.7,362.3,2642.9,1341.7,0,0,946.2,793.5
"yfeR",2202.6,767.7,3113.2,3359,955.6,1618.9,609,361.3,1404.3,778.9,2051.4,4394.5,582,0,1098.8,1165.1
"hypC",3470.3,1409.2,6239.9,4097.5,2025.1,4960.4,833.4,781.6,1691.8,855.5,3415.4,9380.6,1517.5,557.3,1593.5,1628.4
"yraH",3901.2,932.6,10856.9,8343.1,2250.6,2307.7,508.6,368.9,0,0,1778,5557,0,0,597.6,556.4
"yhbS",4467.4,2468,5570.3,5647,1348.5,1882.9,821.7,793.5,3659,991.3,8456,7580.6,5431.2,352.5,3059,2747.9
"avtA",0,0,3662.6,4694.1,823.4,560,0,0,491.8,806.5,1736.4,3745.3,266,1478.9,424,553.2
"frvX",0,0,3260.5,5244,767.5,1263.6,529.9,223.4,0,0,1153.2,6090.2,0,0,490.4,476.2
"gntP",4743.4,1056.1,13006.7,7319.6,5481.3,1603.6,762.6,582.7,1162.1,614.6,2243.2,5226.9,0,0,872,1163.4
"rpsB.8",0,0,3814.2,3773.3,672.7,709.2,0,0,0,0,923.7,1713,0,0,0,0
"accD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yadH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybcK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybcV",0,0,1585.1,4009,0,0,0,0,0,0,0,0,5005.4,387.2,0,0
"cspD",0,115,0,0,964.2,407.5,0,0,1290.2,476.4,2120.6,2014.6,0,0,941,930.9
"sapD",0,0,0,0,0,0,0,0,0,0,1311.7,772.4,0,0,0,0
"ydiT",0,0,0,71.6,588.9,525.6,0,46.8,1002.8,407.8,1980.6,1642.5,129.7,0,1140.4,990.9
"yehF",2282.1,747.2,4231.1,3251.7,1022.9,641.8,0,58,0,0,2420.7,3033.6,0,0,695.2,604.4
"yfeX",3108.6,7368.2,7054.3,8011.3,519.6,122.9,981,4274.5,2379.2,15401.5,0,0,0,0,3827,5561.4
"ygeG",0,0,2712.2,3035.6,897.7,248.8,0,0,0,0,1152.4,2718.4,0,0,524.8,489.8
"envR",0,0,3279.4,4088.6,1044.7,218.7,0,0,0,0,3603.1,2361,0,0,665.9,358.8
"smf.1",1038.7,794,5517,6655.4,1144.5,424.8,554,272.5,527.3,1591.9,2398,3578,3482.5,3706.4,832.8,1008.4
