"","7200","21600","10800","36000","0","3600","14400","10800 | 1","21600 | 1","36000 | 1","0 | 1","3600 | 1","14400 | 1","0 | 2","10800 | 2","36000 | 2","3600 | 2","21600 | 2","7200 | 1","14400 | 2"
"ydeT",1.158278828,1.018965592,1.039141056,1.03117336,1.163590722,1.024344413,1.057918286,1.049226841,1.12723097,1.188550583,1.202657089,1.023386034,1.052385363,1.312209439,1.009461534,1.048270921,1.050628861,1.048571369,1.054723006,1.036566445
"yneL",1.355629809,1.088674776,1.147892061,1.078117091,1.16260357,1.083898882,1.062020924,1.196091261,1.138393066,1.068499285,1.289449534,1.170793211,1.138489356,1.063682341,1.100415659,1.044786714,1.143672989,1.09415447,1.112569443,1.089119937
"hipA",3.243433704,1.45890363,5.033152725,2.241211416,7.899880142,4.862315439,2.021301685,7.651456211,1.995418369,3.199634635,7.860922777,3.18315659,2.134057518,3.882329644,2.554591236,1.781369378,2.498095474,1.995158815,3.931422099,1.907898941
"hipB",2.269978987,1.211327677,3.248878405,1.699479749,5.382907318,3.160720391,1.581883051,4.516267434,1.510238888,2.356903791,4.892065645,2.114509094,1.648862529,2.569911756,1.922596165,1.454127028,1.944827761,1.497568078,2.616948229,1.558896067
"lsrK",12.97930005,3.213288309,19.84275716,7.699854682,21.06303067,20.3620034,5.827629283,117.2307355,10.34141056,31.5502073,92.8188211,34.96045416,15.18114511,29.37079414,19.68652277,11.2330493,16.85533773,11.27685029,33.58186465,9.51307365
"lsrR",5.431735999,1.634315725,8.517893635,3.509898846,16.45945978,7.365739918,2.567039813,35.72738777,4.665549408,10.48750794,32.84967451,9.503405287,6.260399301,15.97504281,8.732970457,4.438961109,6.986665128,4.183582836,17.22353183,4.324735823
"lsrA",2.391745345,1.365103812,3.874931026,1.797355027,9.577170355,2.96976886,1.68958075,27.00105848,3.677986945,5.251140756,37.18928144,5.158155997,3.926386527,12.85885517,5.898123863,3.199050721,4.365429205,2.797628502,12.52987653,2.982896509
"lsrC",4.298657869,2.096576606,11.51825399,3.220780206,11.55379994,7.448573882,2.827806139,146.694507,9.712403815,23.83345467,98.46861383,25.03343432,11.42774145,41.09354426,28.75949731,14.42846145,21.78799816,8.217325142,52.81673943,10.25718403
"lsrD",2.677007443,1.683426458,3.837468152,2.15532126,3.05566357,3.122277233,2.106487928,43.40626285,4.097528863,15.27369605,24.39410957,13.46318791,4.597609071,19.63540255,16.81368466,9.874914945,13.58998096,5.524954277,23.64505005,5.237544171
"lsrB",28.69023092,5.493260533,30.28441833,22.41574625,22.40826738,22.44496153,11.37223049,165.523704,24.20777366,129.3117631,123.4349041,117.5027057,42.70929499,36.7206946,26.74342393,19.20894338,26.28212738,10.96140829,46.05637933,8.742905138
"lsrF",36.47839373,5.219807067,36.11352443,31.05704082,28.271949,27.32689783,19.23858982,220.0454312,29.42689972,204.5172747,158.1355537,155.3834957,85.49040659,36.31917871,23.99223411,20.16165111,27.7847365,16.90897186,46.95000731,9.627052506
"lsrG",26.13317824,4.172108031,23.63723509,23.20132952,20.11904902,21.86686666,16.71666077,144.8416968,20.42721505,133.5387336,103.04936,104.2801629,59.90259387,21.50541749,14.51067127,13.05639957,16.32424089,14.27413544,26.36533356,7.052691035
"tam",11.6111686,2.733348987,9.840273683,6.618984629,16.96749204,8.027342717,5.740714028,30.24433036,6.917905624,32.07200808,26.48800464,23.09293239,15.94921529,9.217673254,5.265235893,4.141085866,7.146631413,4.508645481,9.356792857,3.412637172
"yneE",1.63759273,1.210393896,1.627372674,1.446338671,2.595241472,1.518447748,1.386435682,2.459139236,1.381770973,2.714736749,2.421220126,1.794990318,1.750756693,1.659321959,1.340350931,1.2528458,1.385762001,1.230156381,1.671175531,1.19934218
"uxaB",1.770655875,1.501378901,1.669982253,1.478088475,2.014877788,1.706301505,1.473404712,1.913714098,1.491821197,1.519867324,1.928770354,1.418015285,1.373299101,2.159370269,1.691756262,1.531328654,1.836293342,1.649194991,2.155525119,1.654238157
"dgcF",1.478992456,1.112703869,1.471188366,1.169584137,1.558550812,1.465205981,1.178038921,1.553511625,1.300899613,1.390226523,1.545284373,1.343836276,1.283178213,1.307589454,1.175668291,1.208739363,1.201588457,1.169871332,1.291631227,1.206966006
"yneG",1.631139198,1.295107112,1.635889487,1.399674017,1.969335403,1.577965733,1.393127856,1.48871868,1.300014083,1.31807193,1.576534671,1.323961814,1.296372982,1.616720091,1.420760079,1.257521766,1.380680686,1.243971265,1.607023457,1.278907883
"glsB",1.674502981,1.193154248,1.744306224,1.365513882,1.868608004,1.584487325,1.305236884,1.391615816,1.381719174,1.393694471,1.528671795,1.247955453,1.281907574,2.075653195,1.473331558,1.307392767,1.471738338,1.236967319,1.770147172,1.274787808
"sad",2.719091024,1.527184961,3.028797062,2.04721486,4.029863647,2.901842586,1.870460534,2.440200935,1.752064503,1.875457741,2.374105028,1.761627594,1.636488561,5.653704627,4.155079618,3.035761816,3.428950604,2.685502536,5.651141726,1.946102956
"yneJ",1.915101602,1.212718253,1.745237975,1.298997785,1.758731854,1.39291932,1.250435743,1.853866782,1.449858866,1.457866412,1.946092975,1.496360031,1.391758297,2.133024686,1.48887003,1.393336896,1.613322778,1.434374332,1.967943118,1.569651233
"yneK",1.286145983,1.141428912,1.127893309,1.148996272,1.181739826,1.101051692,1.194356188,1.12635586,1.322090793,1.150612101,1.339412574,1.123051645,1.119487077,1.42238907,1.136257059,1.116640097,1.102895934,1.207565611,1.171268255,1.163805114
"ydeA",1.362229326,1.152704149,1.53376935,1.214346964,1.400151738,1.265974234,1.204735668,1.490380318,1.283403468,1.289977899,1.404130633,1.257476203,1.301894831,1.701529239,1.462343353,1.336803984,1.433292312,1.373294302,1.67336475,1.380068246
"marC",1.717601652,1.171627472,1.941315376,1.443194554,2.792965297,1.684323033,1.294543471,3.078166907,1.554280844,2.015427833,2.620990897,1.822387156,1.555981781,3.27438245,2.311138603,1.986397276,2.666398001,1.873216342,3.281145455,2.122361805
"marR",1.489516147,1.195479359,1.427777733,1.362621764,1.709866936,1.472715113,1.323123993,1.545006204,1.379643335,1.39595545,1.629297995,1.483814348,1.351488658,1.717872841,1.400687903,1.298394244,1.529576259,1.437721902,1.674787539,1.480303719
"marA",2.393905887,1.602670131,2.309452078,2.014672605,2.745658269,2.464483164,1.819853223,2.320612814,1.733266437,1.862263362,2.158901068,1.722974899,1.637267703,2.220091647,1.823661579,1.57333756,2.161140038,1.901596723,2.445219195,2.073394741
"marB",1.774734511,1.216631282,2.073034333,1.349061769,3.040372461,2.176229456,1.333571332,2.138671922,1.395809836,1.514330617,2.297096091,1.537350291,1.356828286,1.866227876,1.357079038,1.195851997,1.481530446,1.354207665,1.812522475,1.314635656
"eamA",4.634873064,1.616247504,6.158352332,2.514371694,10.86147293,5.813984743,2.136885801,6.58259435,2.086310825,3.056913956,6.709142765,2.902294602,2.160586852,5.942554285,2.865181838,2.020771181,2.939259515,2.202506252,5.68155794,2.202267051
"ydeE",1.68279883,1.17585691,1.549061023,1.265121021,1.921331174,1.400066014,1.243003796,1.688917122,1.372325488,1.502957607,1.969421193,1.388532283,1.322020555,2.471224231,1.647508797,1.430478843,1.787134082,1.444287025,2.349299768,1.59787369
"dgcZ",1.88999289,1.380493045,2.024212084,1.526249688,2.153211103,1.779659395,1.442234797,1.867173045,1.497032647,1.554174535,2.135960117,1.392179375,1.402440771,2.235045368,1.907162064,1.573514582,1.950003959,1.552757173,2.431504215,1.720704606
"ydeI",2.759717211,1.604622047,2.692877422,2.484189309,3.11652546,2.142304939,1.78018056,3.240249875,1.949562874,2.634693429,3.431294352,2.608254098,2.19682902,4.362030818,3.83603482,3.193431739,4.023140002,3.087818665,4.991768626,2.668939183
"ydeJ",1.454598875,1.127294236,1.464055647,1.217670362,1.676699311,1.187303574,1.076824053,1.477661982,1.162292788,1.228550962,1.652799027,1.17432049,1.164995645,1.965561255,1.480627943,1.256151574,1.568426648,1.159176427,1.863576855,1.329547126
"dcp",5.276476243,2.841931661,5.724486259,4.517982217,6.3584035,5.386186509,3.417241011,4.24187235,2.862683452,3.026260701,4.196141997,2.655192448,2.604676663,4.930015831,3.222885531,2.447905271,3.528189916,2.710710902,4.943401828,2.645592263
"ydfG",8.338229492,3.094418598,10.5486154,5.942923767,16.63397573,9.657473855,4.02026128,8.232400176,2.923031871,3.951341953,7.055735192,3.592186346,2.946852806,7.070112292,4.196393094,2.873230866,5.148858349,3.487571158,7.545054759,3.57747485
"rspR",2.473291488,1.506998441,3.090766635,1.905188261,3.951280902,2.406985372,1.687945001,2.598083182,1.783643306,1.931927435,2.896204278,1.744156103,1.859637914,2.643810016,1.744796823,1.484307549,1.730268399,1.464965788,2.121772433,1.60859995
"ydfZ",58.08725079,51.75128659,36.78737639,40.38162988,66.85855893,83.14481528,80.43610777,6.449035218,5.334423893,5.259040542,7.130218671,6.507126309,6.453625762,1.618780768,1.414436199,1.397862012,1.660209882,1.45656585,1.575037443,1.634541544
"ydfI",1.546664136,1.279724927,1.602805647,1.396803425,1.674834056,1.522497143,1.400892165,1.454969337,1.263189876,1.293951432,1.434826054,1.253753335,1.22276989,1.578298336,1.292598871,1.209086024,1.363579354,1.186459649,1.620934302,1.240145316
"pinQ",1.577526526,1.279052969,1.704880295,1.369888099,1.999752455,1.457953205,1.287736446,1.687543264,1.448924292,1.542634304,1.84176387,1.452389001,1.379237397,2.149816368,1.684211501,1.50677536,1.697465945,1.406959699,1.858823654,1.490185856
"stfQ",1.336344673,1.116208917,1.390432531,1.105677827,1.299586532,1.230270344,1.134890352,1.291423146,1.260863381,1.240542063,1.3406815,1.164874916,1.21692522,1.202508707,1.129421243,1.148469104,1.15182499,1.155667311,1.301223529,1.166545327
"nohA",1.424480034,1.225694156,1.399347072,1.283376274,1.743881104,1.426354432,1.286739191,1.521135949,1.469767833,1.416487349,1.702885637,1.450505737,1.445116249,1.576101945,1.331534324,1.220370298,1.447402571,1.396509151,1.491410959,1.365604269
"ydfO",1.078762557,1.021831236,1.08321023,1.027606201,0.988826064,1.031343118,1.013074117,1.015534116,0.98943758,1.036537654,1.00925837,1.02663801,1.011816248,0.975042809,1.00694595,0.991793224,0.924489236,0.993430098,0.984448453,1.001660392
"gnsB",1.190651935,1.018538859,1.021705319,1.004393179,0.982672905,0.939632801,1.008726758,1.006383794,1.047311445,1.040678509,1.12801556,1.016623862,1.016148368,1.148085274,1.047199732,0.958286405,0.992127709,0.969919479,0.962990204,0.971636316
"ynfN",1.087991322,1.029985977,1.096276516,0.994908795,0.997999549,1.022768445,1.02406253,1.069120945,1.016498819,1.067094607,1.116445697,1.099342084,1.038692696,1.040064671,1.019278752,0.993858255,1.035281177,1.008874785,1.020662992,1.049151219
"cspI",1.177578924,1.002047807,1.141935937,1.012869064,0.999101971,1.010615504,1.017179523,0.993721116,1.009956595,0.987176776,1.051835104,1.052168916,1.014274473,0.984351535,1.018561653,0.998979915,1.042221904,1.00357556,1.040801065,0.996712014
"rzpQ",1.253579712,1.075184668,1.14931216,1.068047685,1.10788683,1.069834894,1.045110961,1.102773636,1.120117709,1.161315902,1.255721953,1.122359452,1.105337169,1.18540625,1.057836673,1.046808421,1.048312455,1.05022553,1.077753211,1.102711609
"rrrQ",1.460691124,1.092811682,1.103350674,1.167610821,1.177786024,1.162386063,1.124594342,1.27608321,1.153855898,1.236162356,1.308901425,1.204139544,1.245440301,1.300209816,1.149824178,1.121872925,1.219154375,1.116614847,1.211304627,1.202424204
"ydfR",1.225137714,1.04764045,1.228393068,1.076592915,1.209245093,1.203207326,1.059794491,1.117814707,1.042527989,1.047326911,1.201973513,1.066837333,1.055387001,1.083743211,1.017122608,0.998080641,1.071600586,1.010162379,1.01729808,0.997150918
"essQ",1.330827279,1.063070696,1.023859166,1.065107267,1.107797078,1.081802102,1.072784638,1.143658607,1.183130643,1.270392412,1.43606308,1.154326137,1.125660671,1.59234887,1.116495162,1.069380609,1.214237318,1.031935812,1.187658305,1.137033936
"cspB",1.000816233,0.97744311,1.000447337,0.98501939,0.971267023,0.968186531,0.988305491,0.997091746,0.981756245,1.042199463,0.996093373,1.028487404,0.987153346,1.031942873,0.989065757,0.957842845,0.965335455,0.975141318,0.978610925,0.971483975
"cspF",1.127771967,1.043991731,1.119528718,1.039067314,1.106945651,1.07068055,1.028353562,1.082779829,1.120360279,1.080316913,1.182421757,1.056667936,1.138996684,1.210344541,1.040662542,1.089769218,1.136453923,1.104992601,1.161591857,1.102393239
"ydfT",1.8829223,1.303244746,1.617411085,1.433963194,1.7818169,1.431955262,1.315224293,2.043427405,1.509525288,1.954016151,2.080352562,1.615884673,1.525327434,1.916010554,1.658877308,1.488293137,1.731928779,1.507589632,2.002518419,1.468898509
"ydfU",1.274984582,1.032796511,1.089083055,1.068774568,1.07858114,1.042985881,1.088483468,1.111071969,1.143146969,1.137957911,1.222011265,1.108661563,1.11408436,1.183040472,1.056064267,1.005951517,1.2048333,1.055420065,1.168479827,1.027146301
"rem",1.142624697,1.054267512,1.22575553,1.113019647,1.345210188,1.176414838,1.086377732,1.423209154,1.215025569,1.354228347,1.433180568,1.276261902,1.216078322,1.323021289,1.262962148,1.18649522,1.253080855,1.141180351,1.283750878,1.167059737
"hokD",10.78906015,5.40816678,11.5842807,10.13907003,13.17712123,12.04008406,8.197799629,24.60660136,13.32269563,21.24187279,25.12353766,17.91213315,15.96179241,20.70791049,20.19677078,18.39335283,21.45247606,20.40833537,23.75008329,20.33957037
"relE",28.75951648,14.11539279,33.81958499,29.10855136,38.32179404,36.83702352,24.11078471,69.13258235,30.67614913,58.08524373,60.34453206,47.30605608,42.31911861,48.91714576,48.84202124,43.67632779,51.61708363,46.47562156,56.65545619,49.16349349
"relB",14.11445658,6.241581287,15.34032657,13.46229578,17.72994601,16.82569755,10.97902818,32.61132521,11.42692634,25.24603253,26.51329194,19.93608019,16.63336847,21.26194551,19.48579493,16.83179787,23.4604646,18.25053959,25.49389517,21.21402844
"ydfV",1.806450901,1.303968679,1.855075965,1.542223578,2.168246254,1.766392816,1.474941634,1.949200908,1.53302879,1.829377367,1.861041868,1.599770847,1.574176091,2.142372782,1.833395366,1.639423226,1.965211622,1.715098812,2.212735811,1.964127229
"flxA",22.74433666,11.16497136,24.03384041,16.18225516,63.67044704,34.446598,18.47509043,5.422664199,3.396059333,3.855506703,6.365403046,3.763383726,3.32732524,2.615561672,2.013787043,1.76328821,2.114553551,1.768893111,2.768123688,1.936852922
"ydfW",1.586190631,1.44357066,1.581044931,1.41485647,2.951332893,1.593198496,1.418584181,1.32308269,1.282446304,1.165475236,1.313149436,1.204205884,1.182156324,1.243905172,1.151415048,1.096002906,1.1368662,1.132387761,1.287143949,1.079900876
"ydfX",1.265351449,1.117969568,1.27215581,1.124181699,1.315496951,1.160587542,1.079756962,1.276976072,1.152473843,1.142389886,1.329276541,1.183205745,1.159069942,1.265721829,1.127734512,1.069971336,1.18048928,1.100544777,1.241575889,1.154829242
"dicC",1.415307987,1.322420102,1.25992693,1.276216568,1.316153935,1.287031891,1.242814551,1.397207941,1.366224794,1.383196745,1.558673428,1.391498131,1.39412304,1.468184195,1.248292406,1.284377585,1.399324541,1.257884553,1.311361571,1.281198274
"dicA",2.663363397,1.43317006,3.134398196,1.934954994,5.024343136,3.148473171,1.868806519,4.081081567,1.611221618,2.431136259,3.829019444,2.366823032,1.881028447,3.176847233,2.033430837,1.793377205,2.093511344,1.676776799,2.991088754,1.725099839
"ydfA",1.455788977,1.118976772,1.425462589,1.179603901,1.630536375,1.315270455,1.181275478,1.663781914,1.401115413,1.493794025,1.943187626,1.470777135,1.414077048,1.924306641,1.509053168,1.360670091,1.818104743,1.439882888,1.924221568,1.468323537
"ydfB",1.225881659,1.018169981,1.289862638,1.065970886,1.509201285,1.132318306,1.065958325,1.451586441,1.112998303,1.152333028,1.479619846,1.161859841,1.079234833,1.743075045,1.380380048,1.176525741,1.380691323,1.19464284,1.669395687,1.206878084
"ydfC",1.363888585,1.072405431,1.280938807,1.143395332,1.498137516,1.258174196,1.11811719,1.524826215,1.21698307,1.260465328,1.565258649,1.226189517,1.209509287,1.773994974,1.415566842,1.227618599,1.502467047,1.266004225,1.749982961,1.279322961
"dicB",1.094279714,1.009665193,1.070527868,1.012339921,1.05613002,1.022203997,0.997232753,1.056886892,1.090582032,1.083842687,1.120177926,1.042586107,1.034272753,1.181925713,1.030215949,1.007226528,1.056600051,0.976848678,1.118795312,0.975233328
"ydfD",1.216193915,1.036897426,1.060460876,1.022589482,1.090983024,1.035986149,1.023250963,1.155831361,1.059739016,1.038443267,1.104516028,1.102000945,1.071822997,1.260808491,1.118238907,1.001180011,1.108651706,1.018732003,1.235022127,1.001363559
"ydfE",1.405197243,1.15146628,1.602469797,1.182591558,1.724988757,1.60250988,1.139229951,1.672205155,1.296877848,1.312099946,1.570410693,1.330447928,1.189260206,1.795017514,1.488833621,1.191241671,1.572356406,1.213504915,1.823267772,1.178211588
"insD7",13.9089034,4.499563867,20.57622727,7.851171112,27.56655441,19.15878392,6.878488222,26.49971663,5.793947823,10.3047319,25.17529906,10.78140845,6.635522075,15.33540288,9.933120264,6.002273046,7.987170592,4.306521525,16.99906266,5.131317253
"intQ",1.270077728,1.115556196,1.335427381,1.182348915,1.400364003,1.146623432,1.150923279,1.208431047,1.193609207,1.154775291,1.439599095,1.170064537,1.157658111,1.35669718,1.222949144,1.134607668,1.20007653,1.128314466,1.261256145,1.107048761
"rspB",1.548116201,1.19804805,1.391719599,1.26080779,1.664376358,1.808771883,1.424899036,1.333164806,1.188299732,1.166458127,1.285478777,1.202041749,1.22655343,1.511598732,1.130899659,1.085707662,1.214458208,1.14870244,1.31702623,1.152825146
"rspA",1.336318066,1.099574974,1.31211692,1.171417551,1.441598029,1.289061155,1.139952768,1.308906711,1.293103659,1.319282832,1.467345227,1.266238303,1.309158063,1.428447948,1.159481533,1.118231646,1.237479489,1.165068596,1.240865299,1.227367072
"ynfA",1.734950028,1.223102917,1.76160689,1.318341557,2.395150751,1.727871367,1.450759297,2.516795565,1.530936375,1.807767603,2.398414219,1.805762549,1.625661052,2.34233015,1.619847517,1.531946487,2.091442189,1.595435997,2.281575052,1.619151515
"ynfB",10.61758652,2.500272261,15.65218059,6.450485339,27.38420372,13.93940215,5.107162944,13.00425602,4.054081009,5.587786766,16.40378893,5.805506737,5.494847299,8.533136447,5.114249469,3.292233437,4.670383118,2.207407957,7.107701828,2.912133301
"speG",7.830431463,2.043485251,11.00900926,4.807931961,16.41044029,10.30895878,3.730582648,10.00498587,3.056319118,4.557646998,11.19435156,4.438513514,3.276403128,6.003320927,4.750892377,3.17045105,4.226258489,2.554565796,6.76626203,2.667388608
