"","0","1800","3600","5400"
"cysH",3704.88,395.675,863.058,1114.4
"cysI",3473.21,543.04,772.719,882.444
"cysJ",3686.93,503.905,890.027,787.593
"queD",542.048,684.326,981.002,855.88
"ygcN",78.5205,364.425,456.275,349.057
"ygcO",52.1689,380.011,404.079,348.587
"ygcP",118.386,765.998,796.194,605.243
"ygcR",132.224,597.602,718.709,642.165
"ygcS",32.1144,293.668,427.482,324.783
"ygcW",30.7455,367.11,685.17,637.579
"yqcE",9.05098,406.539,896.878,824.596
"ygcE",117.34,380.277,800.104,785.458
"queE",489.181,589.288,958.906,1109.38
"ygcG",52.3,286.311,541.603,576.079
"eno",9071.08,3028.23,2930.95,3423.64
"pyrG",4104.86,1099.35,1299.17,1367.94
"mazG",726.021,608.786,616.906,570.525
"mazF",836.84,747.644,753.717,923.554
"mazE",1276.44,1180.58,744.96,975.616
"relA",2351.88,1916.35,1349.58,1007.5
"rlmD",785.182,1000.28,822.849,767.077
"barA",465.717,1091.77,998.548,970.4
"gudX",294.326,711.517,715.048,658.278
"gudP",33.0597,583.921,715.453,632.591
"yqcA",514.084,464.143,418.319,427.362
"truC",408.025,460.11,638.483,578.183
"yqcC",638.395,657.896,796.992,867.471
"csrB",12920.2,9652.72,4734.97,4814.74
"syd",817.917,709.327,677.509,792.114
"queF",1017.29,592.243,866.258,902.928
"ppnN",1915.92,2152.82,1274.04,1323.18
"sdaC",288.367,451.485,540.971,582.949
"sdaB",303.831,820.299,951.268,702.456
"ygdG",366.072,728.907,852.17,667.199
"fucO",142.351,1043.44,895.819,819.241
"fucA",153.502,965.94,1086.87,1080.64
"fucP",29.0995,713.287,1083.25,998.219
"fucI",92.7559,884.802,838.574,823.88
"fucK",133.305,919.11,958.899,634.352
"fucU",1082.6,995.573,732.338,661.059
"fucR",1062.14,1423.6,1032.12,909.514
"rlmM",759.333,964.562,870.743,807.993
"ygdD",811.775,438.166,664.567,666.503
"gcvA",871.097,590.352,848.869,863.171
"gcvB",804.314,1065.12,982.451,1919.62
"ygdI",768.597,1294.38,1322.3,1870.36
"csdA",768.627,1307.12,1394.55,1102.69
"csdE",717.716,972.693,872.304,751.759
"tcdA",908.965,805.802,749.231,634.242
"mltA",736.353,446.56,587.225,484.765
"argA",2567.47,1527.32,1560.28,832.92
"recD",404.252,820.804,486.398,437.183
"recB",697.478,1602.84,930.147,693.196
"ptrA",564.272,1162.97,653.92,573.922
"recC",220.37,784.093,431.017,423.779
"ppdC",217.223,793.586,482.504,405.731
"ygdB",225.413,1190.02,646.914,613.086
"ppdA",51.2209,981.444,572.556,550.576
"thyA",1870.76,1205.72,713.041,665.028
"lgt",1536.9,1147.07,786.141,770.457
"ptsP",1685.87,1141.67,823.897,799.698
"rppH",2799.41,1066.59,1079.74,1277.98
"mutH",302.605,949.801,949.394,907.345
"ygdQ",209.241,451.758,550.991,571.437
"ygdR",518.213,1647.95,1218.59,1339.05
"tas",2117.07,1915.61,1149.76,1120.56
"lplT",209.225,442.517,475.565,493.597
"aas",524.092,820.378,692.191,657.865
"omrA",173.46,665.242,699.59,777.321
"omrB",538.057,805.964,728.621,824.539
"galR",547.697,925.77,725.082,720.423
"lysA",1339.49,630.682,730.034,647.425
"lysR",166.494,727.061,769.187,743.048
"ygeA",696.275,825.229,814.61,720.371
"araE",93.9422,274.753,374.797,417.213
"kduD",240.936,443.896,674.163,866.95
"kduI",100.483,350.817,580.85,640.893
"yqeF",259.301,686.468,559.265,540.645
"yqeG",93.596,227.322,629.977,624.995
"yqeH",60.9862,198.887,452.103,605.616
"yqeI",105.948,384.535,638.467,756.403
"yqeJ",166.835,425.144,811.36,1121.18
"yqeK",17.9107,225.948,451.817,695.469
"ygeF",35.2278,529.491,967.493,1401.33
"ygeG",31.4318,471.617,891.601,1089.73
"ygeH",39.452,343.098,804.837,1180.66
"ygeI",22.4927,216.242,448.011,855.278
"pbl",3.24459,201.801,486.641,702.757
"ygeK",46.1117,376.683,631.186,920.265
"ygeL",11.9166,310.314,595.931,804.41
"ygeN",28.9976,301.666,657.245,823.312
"ygeO",100.474,265.869,508.65,608.503
"ygeP",156.912,379.826,612.755,718.819
"ygeQ",264.339,389.772,883.899,1139.39
"xdhA",99.9499,350.205,464.756,518.018
"xdhB",98.63,509.211,594.468,504.816
"xdhC",160.524,548.933,698.843,688.674
"ygeV",115.662,1834.14,869.326,862.191
"ygeW",132.476,465.387,681.53,563.7
"ygeX",96.7847,602.751,679.159,577.898
"ygeY",120.854,661.483,783.905,632.937
"hyuA",31.7655,470.455,671.642,576.149
"yqeA",116.791,576.29,570.298,494.806
"yqeB",97.2928,1207.45,819.983,732.326
"yqeC",45.1957,1251.48,848.476,887.471
"mocA",97.1271,2361.6,928.932,1043.71
"ygfK",29.861,352.355,480.607,516.3
"ssnA",71.7599,835.182,776.332,665.556
"ygfM",58.7407,949.2,778.137,659.715
"xdhD",461.755,1115.93,869.865,761.658
"xanQ",122.189,615.449,851.103,734.938
"guaD",364.557,1024.04,907.715,842.084
"ygfT",83.8478,899.004,1013.27,841.12
"uacT",84.8787,744.122,949.086,1015.28
"idi",231.437,825.816,847.621,745.075
"lysS",5182.71,1096.88,1229.07,1031.07
"recJ",476.905,642.435,500.126,422.646
"dsbC",1445.91,1051.72,755.936,762.41
"xerD",1036.39,996.634,748.219,785.073
"fldB",1035.87,1358.64,1091.19,1039.16
"ygfX",947.06,823.999,744.854,701.825
"sdhE",2333.26,1117.38,1001.18,1065.53
"ygfZ",3703.16,2351.88,1391.9,1475.86
"yqfA",176.953,449.86,561.387,557.893
"yqfB",1831.14,1076.23,1165.74,1101.68
"bglA",2447.55,1333.61,1131.93,1226.31
"ygfF",270.294,921.736,819.443,710.201
"gcvP",3018.49,1354.53,1384.58,1333.89
"gcvH",4808.38,1674.05,1741,2462.33
"gcvT",2494.4,855.823,997.536,1307.55
"ubiI",682.467,628.394,598.502,588.158
"ubiH",1249.39,1397.41,923.429,764.536
"pepP",2676.75,1950.81,1157.54,971.144
"ygfB",3966.15,1871.24,1456.09,1497.01
"zapA",3511.94,2528.05,1763.58,2391.59
"ssrS",10825.8,7581.42,3776.59,4166.21
"fau",96.2625,800.027,690.838,623.456
"sibC",668.865,1835.76,1143.31,1520.43
"serA",8830.4,858.904,1667.99,1915.95
"rpiA",4473.01,1051.15,1188.33,1227.62
"yqfE",59.5275,384.682,449.256,408.751
"argP",1217.96,1191.98,910.106,845.928
"argK",43.8728,676.578,711.901,559.576
"scpB",82.9233,719.613,787.952,644.553
"scpC",50.2584,686.732,709.687,606.853
"yggE",3046.6,1477.69,994.536,1164.74
"argO",572.636,827.733,890.164,794.878
"mscS",6722.18,870.48,1175.76,1950.27
"fbaA",9584.27,2657.4,2706.33,2846.56
"pgk",7821.53,2225.47,2537.07,2296.02
"epd",2237.98,1371.72,1238.07,1258.06
"yggC",975.025,1439.11,1157.69,1160.46
"fumE",1173.88,942.206,1039.6,1217
"yggF",46.414,510.659,688.539,647.167
"cmtA",124.832,539.654,814.739,882.241
"cmtB",53.7462,412.43,869.76,701.261
"tktA",5458.86,996.206,1612.82,1214.07
"loiP",980.319,2397.56,1138.01,1004.24
"speB",963.181,541.024,721.55,831.973
"speA",1559.38,1027.53,790.732,931.16
"yqgB",1333.39,236.438,419.701,374.669
"yqgC",95.0308,552.782,786.88,707.88
"yqgD",233.175,452.756,694.574,746.202
"metK",10098.1,4203.12,2848.66,3332.98
"galP",336.348,524.366,685.686,640.066
"yggI",156.628,384.479,490.201,404.028
"endA",71.3842,665.911,650.91,666.197
"rsmE",857.312,950.19,784.531,774.298
"gshB",2361.54,1505.35,1114.3,1011.27
"yqgF",1002.41,1014.35,1009.51,881.072
"yggR",117.535,1344.18,1094.18,935.09
"yggS",875.906,564.55,632.522,535.888
"yggT",2149.03,1187.95,1022.69,958.662
"yggU",2043.78,996.52,942.246,816.985
"rdgB",1013.05,644.723,610.574,489.328
"hemW",299.14,765.549,852.287,580.482
"yggM",97.3075,924.767,949.058,666.977
"ansB",273.628,819.94,793.983,774.937
"yggN",1551.88,1052.13,1080.16,1055.08
"yggL",5662.01,2167.93,1761.24,2013.49
"trmB",1845.34,808.433,719.145,637.068
"mutY",969.759,810.515,708.304,564.196
"yggX",2789.84,1094.35,999.153,890.36
"mltC",775.977,658.965,762.012,592.066
"nupG",183.412,1210.68,1120.05,856.511
"speC",622.686,757.299,793.247,707.511
"yqgA",120.033,929.024,1033.25,949.868
"yghD",140.958,748.985,661.383,471.053
"yghE",41.2737,353.378,450.533,296.473
"yghF",66.7531,671.407,875.993,703.046
"yghG",219.811,513.55,684.692,558.482
"pppA",317.058,807.963,779.308,801.828
"glcA",130.043,385.979,693.521,500.658
"glcB",2053.18,976.667,677.097,514.978
"glcG",3380.54,1642.3,741.973,573.405
"glcD",1444.61,1588.9,771.171,685.96
"glcC",163.735,1082.67,461.256,336.645
"yghO",17.4487,615.429,648.422,499.845
"yghQ",165.549,678.408,830.738,722.687
"yghR",67.313,677.487,907.459,714.563
"yghS",110.468,751.415,1026.11,920.815
"yghT",79.8924,509.357,835.61,698.003
"pitB",45.5229,497.851,739.334,586.918
"gss",1067.21,865.669,976.491,1082.13
"yghU",2256.69,1359.85,951.086,939.681
"hybG",702.541,986.286,998.182,924.845
"hybF",421.105,509.886,577.113,460.979
"hybE",778.631,1255.53,1276.41,925.238
"hybD",1981.08,2090.18,1494.83,1443.41
"hybC",1619.36,1194.02,1077.54,788.773
"hybB",847.761,748.659,781.556,681.801
"hybA",1835.26,1289.8,1307.97,1298.06
"hybO",1793.67,1299.37,1146.62,1259.19
"yghW",3310.81,2372.93,1544.31,1816.57
"gpr",604.905,2477.08,1173.32,1143.37
"yqhA",2062.07,1021.1,1083.09,1039.29
"yghA",1138.5,1778.07,1146.56,1399.53
"exbD",1760.63,792.705,854.59,705.104
"exbB",1461.92,364.873,368.84,403.918
"metC",2402.21,1622.71,1246.61,1166.63
"yghB",653.897,973.007,945.868,831.135
"yqhD",3349.85,2756.95,2215.07,1898.03
"dkgA",2887.27,4442.41,1849.91,2018.83
"yqhH",82.9154,678.975,606.871,495.684
"ftsP",966.748,1476.3,1139.51,992.714
"plsC",1324.7,1394.74,1003.74,872.1
"parC",1376.78,1032.05,928.806,986.021
"ygiS",476.79,933.836,973.447,817.724
"mqsA",1736.68,2244.99,1506.97,2175.84
"mqsR",3590.12,4003.96,2210.16,3023.57
"ygiV",479.222,954.093,1185.34,1038.36
"ygiW",2929.55,2510.67,1765.51,2172.23
"qseB",377.613,575.42,757.807,747.443
"qseC",300.525,481.268,902.509,745.689
"ygiZ",47.1985,413.846,838.056,762.203
"mdaB",2327.57,854.969,1225.29,1195.51
"ygiN",3485.51,2427.1,1730.13,1813.08
"parE",1038.22,552.734,697.943,618.439
"yqiA",1019.36,759.663,780.158,749.358
"cpdA",1743.63,1194.53,837.527,948.355
"yqiB",1156.39,997.022,1130.09,1112.89
"nudF",1475.62,958.097,878.586,924.903
"tolC",6131.33,2917.3,1604.57,1733.13
"ygiB",3587.43,2174.92,1207.42,1406.59
"ygiC",2082.57,1267.41,953.056,1003.81
"ygiD",225.068,708.105,1034.08,936.087
"zupT",923.342,890.772,1006.81,1087.39
"ribB",1576.96,865.5,1294.39,1498.55
"ubiK",2452.63,834.592,1148,1271.84
"ygiL",55.5065,517.796,1223.75,1429.45
"yqiG",53.5456,350.549,814.936,853.83
"yqiH",51.0874,375.535,864.203,923.843
"yqiI",47.8986,443.651,881.086,978.088
"glgS",5697.03,7994.31,3783.61,4680.27
"yqiJ",92.4473,432.26,868.769,933.057
"yqiK",53.2791,388.238,533.557,408.827
"sibD",9135.1,5182.18,2643.95,3861.02
"hldE",654.081,787.623,762.674,864.349
"glnE",869.253,724.32,638.713,469.328
"ygiF",1366.5,908.164,816.066,661.603
"ygiM",1980.19,1307.23,838.554,932.408
"cca",865.588,1212.5,888.948,933.917
"bacA",663.527,912.299,910.234,826.196
"plsY",426.921,793.602,648.37,663.022
"ttdR",52.485,452.89,520.855,400.288
"ttdA",76.3657,1315.72,1317.89,1171.86
"ttdB",90.76,847.84,687.037,541.2
"ttdT",74.7457,1277.57,842.5,714.745
"tsaD",677.869,720.097,625.026,524.214
"rpsU",7279.52,1235.29,1139.21,1906
"dnaG",1479.78,1589.88,886.924,1062.73
"rpoD",3940.89,2806.75,1503.61,1833.81
"mug",1287.2,1724.92,1041.8,917.819
"nfeF",762.385,1312.89,1078.89,832.134
"nfeR",818.892,1082.69,1011.18,1021.98
"aer",147.829,1007.26,794.99,762.237
"ygjH",159.271,870.49,666.13,584.971
"ebgR",311.32,955.409,846.306,841.192
"ebgA",5.86369,254.374,250.129,187.933
"ebgC",27.9818,928.932,877.796,560.437
"ygjI",133.599,903.308,970.957,889.622
"ygjJ",59.7949,669.372,729.39,665.763
"ygjK",65.4879,751.437,672.473,606.209
"fadH",138.284,2518.07,682.535,637.747
"higA",386.109,1031.04,844.153,847.19
"higB",258.425,1138.17,1031.99,836.626
"rlmG",130.537,832.515,688.554,458.585
"ygjP",432.467,1587.74,1205.2,1248.58
"ygjQ",60.3767,937.484,736.651,631.335
"ygjR",485.766,1001.18,594.149,539.585
"sstT",3204.28,3518.66,1369.48,1504.14
"ygjV",103.499,993.813,723.331,749.854
"uxaC",215.396,1374.28,756.649,605.784
"exuT",63.4425,408.373,577.095,571.875
"exuR",2937.98,2190.03,1414.6,1688.92
"yqjA",759.064,593.994,722.082,847.347
"mzrA",433.496,448.055,646.265,645.357
"yqjC",5424.79,5393.35,2790.56,3196.42
"yqjD",7114.46,6204.44,3545.18,4154.05
"yqjE",1565.2,1146.01,974.522,1485.46
"yqjK",2681.87,1802.33,1673.85,2003.69
"yqjG",370.761,906.164,684.987,789.732
"yhaH",1304.63,1343.99,1046.96,1307.65
"yhaI",80.5037,293.597,658.426,775.56
"yhaJ",663.868,415.578,645.621,665.976
"yhaK",218.797,554.443,725.354,636.551
"yhaL",1509.1,2113.2,984.693,996.047
"cyuP",10.5968,400.886,501.366,294.098
"tdcF",147.035,531.948,704.852,624.696
"tdcE",125.283,293.057,352.2,387.032
"tdcD",76.1108,277.004,609.456,525.042
"tdcC",136.891,397.736,717.26,517.437
"tdcB",108.947,384.877,726.292,852.286
"tdcA",92.6525,428.518,842.272,1018.95
"tdcR",20.6447,215.983,610.779,907.895
"yhaB",47.1139,443.351,1001.82,1451.78
"yhaC",33.541,374.156,833.806,1099.3
"rnpB",12554.6,8218.09,4520.33,4642.3
"garR",411.044,423.496,539.392,580.123
"garL",99.3504,527.353,673.822,618.738
"garP",68.6582,342.852,589.803,563.914
"garD",153.586,679.982,836.29,845.379
"prlF",1144.81,838.016,911.474,989.859
"yhaV",863.267,784.682,977.206,1303.25
"kbaZ",78.7215,343.915,473.212,272.541
"agaV",75.0858,453.29,638.839,453.212
"agaW",52.694,440.343,632.775,430.62
"agaA",159.235,613.504,773.084,728.754
"agaS",53.7213,376.363,612.269,577.061
"kbaY",8.30038,361.115,798.733,488.692
"agaB",43.1576,289.481,627.609,582.072
"agaI",48.9032,335.536,648.385,653.714
"yraH",69.3725,342.339,620.499,631.838
"yraI",38.0189,585.139,894.708,820.141
"yraJ",89.5141,701.481,758.967,669.033
"yraK",130.108,906.102,891.615,861.638
"rsmI",557.351,780.447,779.715,631.3
"lpoA",1251.75,1126.26,772.472,621.665
"yraN",1196.15,1342.84,909.601,874.745
"diaA",2277.56,1516,1072.63,953.021
"dolP",1407.73,1433.33,922.484,772.406
"yraQ",494.184,1453.42,1027.14,875.897
"yraR",265.041,1251.28,842.198,684.113
"yhbO",853.456,1653.06,954.673,1076.57
"yhbP",263.795,1055.97,627.878,619.582
"yhbQ",500.445,1542.97,1096.02,1000.9
"yhbS",820.497,1253.26,790.213,672.391
"ubiT",1922.21,2067.58,1276.88,1029.49
"ubiU",15.3233,1028.99,554.629,391.158
"ubiV",87.4687,1095.35,735.72,649.502
"yhbW",587.625,1006.17,642.591,535.194
"mtr",610.515,1686.06,982.403,940.985
"deaD",1689.09,1209.3,1004.21,1152.68
"nlpI",4783.26,2273.05,1783.44,2776.84
"pnp",5130.82,2269.89,1550.67,1436.91
"sraG",125.199,1189.78,784.69,591.79
"rpsO",5948.39,1595.78,1300.46,1906.75
"truB",2073.32,1121.29,864.876,762.322
"rbfA",1891.83,846.9,693.752,744.158
"infB",3917.93,1496.25,1064.37,1101.54
"nusA",5069.04,1609.62,1315.44,1232.12
"rimP",3581.01,1161.18,1052.27,1223.6
"argG",5230.26,1294.2,2086.81,1576.78
"yhbX",51.1484,387.009,669.106,593.973
"secG",4269.74,636.013,849.662,1078.61
"glmM",1360.06,864.829,801.669,644.991
"folP",1098.27,737.799,754.354,671.951
"ftsH",3143.61,1328.83,1138.91,1369.98
"rlmE",2811.82,2170.41,1281.58,1818.15
"yhbY",2889.12,1295.23,998.91,1162.65
"greA",1456.45,676.53,788.065,1122.92
"dacB",468.786,953.55,806.9,891.497
"obgE",1166.96,904.869,863.2,876.447
"yhbE",517.75,754.279,728.827,647.142
"rpmA",5696.33,1416.28,1246.49,1677.07
"rplU",8953.45,3603.22,2515.5,3348.13
"ispB",2782.23,1632.65,1274.25,1447.88
"sfsB",284.094,1179.1,901.621,935.027
"murA",1709.15,877.901,742.651,610.412
"ibaG",2997.52,1011.62,951.53,1142.04
"mlaB",2287.82,1563.2,986.157,1099.13
"mlaC",2989.14,1439.7,897.282,960.989
"mlaD",3667.07,1919.48,1271.61,1298.34
"mlaE",1220.47,909.906,732.552,745.349
"mlaF",1290.48,964.183,762.08,679.192
"yrbG",606.16,1425.03,1115.71,1037.93
"kdsD",2103.17,1304.69,956.202,926.905
"kdsC",2051.95,1179.56,914.184,844.944
"lptC",2943.67,1881.33,1137.58,1297.84
"lptA",2247.95,1351.18,949.13,1055.54
"lptB",2168.12,1272.03,1009.5,819.65
"rpoN",3817.86,3026.52,1871.32,1804.56
"hpf",9079.35,5009.98,2905.75,3305.86
"ptsN",3989.41,2390.97,1541.22,1453.31
"rapZ",3356.1,1586.26,1222.1,1283.09
"npr",685.824,1227.79,981.484,1176.46
"yrbL",6095.83,4241.08,2423.72,2969.5
"mtgA",417.757,697.832,681.61,614.764
"elbB",1931.51,1014.43,949.293,955.113
"arcZ",219.724,891.994,740.767,793.745
"arcB",408.417,415.451,521.565,492.611
"gltB",4066.41,476.411,719.786,481.055
"gltD",4025.92,223.842,394.107,398.398
"gltF",695.532,421.619,760.403,827.306
"yhcA",155.813,554.275,1087.76,1200.65
"yhcD",141.298,544.135,873.27,858.369
"yhcF",235.427,604.044,769.57,837.882
"yhcG",116.653,511.654,921.792,916.53
"nanK",227.134,609.979,687.776,454.953
"nanE",144.378,454.237,501.862,375.221
"nanT",28.0721,478.793,755.47,617.361
"nanR",1103.56,581.322,846.884,892.232
"dcuD",4.10896,284.62,699.352,564.764
"sspB",2953.48,1131.78,1172.6,1231.35
"sspA",3645.55,1553.47,1406.32,1761.84
"rpsI",8208.86,1124.11,1618.97,1663.87
"rplM",10394.8,1676.72,2310.37,2447.19
"zapE",397.234,287.412,379.779,298.441
"zapG",4691.69,2286.93,1882.72,2272.67
"degQ",1241.43,1025.18,946.218,877.979
"degS",499.134,485.578,658.242,512.313
"mdh",9628.76,5621.99,2352.09,2567.62
"argR",1713.78,856.465,1207.69,1470.07
"yhcN",699.736,802.887,1149.64,1260.34
"yhcO",861.604,2062.32,1197.86,1510.49
"aaeB",11.8038,445.586,632.27,552.712
"aaeA",188.95,930.221,1113.99,802.33
"aaeX",170.626,857.727,896.361,897.2
"aaeR",808.7,1211.85,1270.03,1281.64
"tldD",1727.79,1474.55,1010.22,1013.71
"rng",1916.02,1256.3,1022.25,783.705
"yhdE",2548.71,1482.24,1155.11,874.571
"mreD",1265.83,1059.65,939.593,707.59
"mreC",1396.53,1116.56,852.635,671.249
"mreB",4005.05,1135.54,909.557,1009.53
"csrD",642.649,1367.34,1177.45,979.377
"yhdH",1122.32,1769.25,954.053,993.555
"accB",6293.5,927.127,1099.88,994.262
"accC",3405.03,584.412,682.525,564.254
"yhdT",331.331,698.623,678.393,570.727
"panF",475.868,936.183,1019.88,812.654
"prmA",1681.54,1030.45,1030.25,914.713
"dusB",4779.78,1231.11,1402.4,1380.02
"fis",4748.76,581.037,886.842,845.627
"yhdJ",218.752,810.487,1224.42,962.725
"yhdU",177.356,647.036,893.584,755.493
"envR",35.7181,541.369,814.632,634.082
"acrE",192.93,1285.53,1312.48,1309.93
"yhdV",116.741,318.854,466.23,402.118
"yhdW",141.724,1059.22,918.977,683.857
"yhdX",106.126,818.777,847.31,628.284
"yhdY",77.0314,842.228,788.561,587.055
"yhdZ",228.203,976.915,732.962,507.121
"yrdA",1317.04,810.44,758.904,754.028
"yrdB",779.746,870.052,892.578,836.785
"aroE",1120.53,876.227,804.097,825.21
"tsaC",2280.12,1078.71,1049.83,1175.35
"smg",3336.38,3645.6,1613.47,1863.89
"def",2694.88,2334.36,1403.31,1729.45
"rsmB",801.483,589.29,683.987,576.275
"trkA",889.543,819.365,888.6,808.172
"mscL",4154.44,4427.26,1823.12,2695.87
"zntR",841.762,1309.38,1125.54,1162.05
"yhdN",1555.59,1900.41,1241.84,1402.33
"rplQ",7572.78,1101.13,1623.91,1506.09
"rpoA",10392.3,2857.05,2984.2,2743.86
"rpsD",11180.7,3053,3180.87,2867.75
"rpsK",11462.4,3083.28,3042.94,3157.46
"rpsM",11102.8,3467.94,3099.59,3390.07
"rpmJ",10823.4,3530.76,2950.15,3279.53
"secY",9854.82,2551.2,2367.05,2607.11
"rplO",10239.4,3209.25,2423.19,2459.35
"rpmD",10593.8,2394.37,2079.04,2176.31
"rpsE",10789.6,2754.74,2156.35,2046.17
"rplR",11486.2,3235.59,2518.55,2395
"rplF",12344.3,3260.14,2861.23,2684.02
"rpsH",11870.7,2524.23,2434.27,2540.03
"rpsN",10892.6,2025.21,2548.81,2597.8
"rplE",13856.2,3904.36,3314.13,3452.53
"rplX",14482.9,3908.48,3388.54,3715.45
"rplN",10430.7,3178.87,2531.57,3044.07
"rpsQ",7997.83,1439.57,1672.32,1850.6
"rpmC",7251.74,748.334,1300.44,1425.98
"rplP",12010.8,1728.51,2429.13,2547.85
"rpsC",11381.5,1854.97,2301.24,2391.54
"rplV",9049.95,1273.23,1853.61,1806.82
"rpsS",11198.9,1596.6,2524.73,2441.68
"rplB",8636.55,1404.44,2038.38,1851.86
"rplW",10355.5,1508.63,2130.82,1933.61
"rplD",10609.2,1697.75,2219.09,2076.41
"rplC",11945,2136.9,3225.6,3147.13
"rpsJ",10656.9,1553.95,2319.39,2561.06
"gspB",395.483,1030.19,1268.31,1477.02
"gspA",83.6429,532.999,781.467,896.021
"gspC",94.8782,494.217,906.741,1041.41
"gspD",154.153,553.413,730.324,705.312
"gspE",149.264,1045.81,1018.83,888.174
"gspF",76.6567,578.795,687.117,558.808
"gspG",155.188,872.767,1011.34,768.317
"gspH",76.2893,912.285,1050.75,879.226
"gspI",24.3047,662.501,710.287,630.389
"gspJ",84.4895,984.084,1056.11,909.259
"gspK",73.0592,627.321,758.829,649.294
"gspL",102.803,673.268,848.861,739.371
"gspM",80.1399,579.757,970.445,999.7
"gspO",40.9446,405.119,682.196,651.138
"bfr",3835.52,4736.09,2241.56,2698.47
"bfd",1134.05,637.527,977.691,840.542
"chiA",210.16,558.901,752.981,721.822
"tufA",10958.6,5001.32,3280.35,3475.04
"fusA",12236.4,3406.2,3169.69,3039.46
"rpsG",12447.5,3326.51,2915.61,2989.35
"rpsL",10485.4,2460.68,2454.79,2862.71
"tusB",1371.05,1655.92,1281,1592.1
"tusC",814.759,533.767,641.397,674.123
"tusD",1384.41,816.171,815.107,761.837
"yheO",2929.86,1321.83,1227.11,1128.65
"fkpA",2472.45,1314.46,1060.92,1220.08
"slyX",1045.5,1668.17,1039.06,935.227
"slyD",5559.77,1765.15,1266.24,1512.18
"kefB",318.067,850.189,641.402,589.376
"kefG",376.836,794.745,568.596,499.946
"yheS",1605.95,1360.73,1054.76,986.38
"yheT",977.927,2194.91,1455.11,1205.63
"yheU",1539.21,2207.27,1306.72,1425.91
"prkB",854.65,1193.14,863.321,890.349
"yhfA",2432.71,1982.42,1333.83,1250.98
"crp",4475.37,3161.34,1662.57,1569.99
"yhfK",574.179,1456.11,1093.91,771.781
"argD",3563.21,912.433,1638.1,1147.98
"pabA",320.782,779.276,850.874,744.198
"fic",957.03,2124.66,1154.87,1292.77
"yhfG",732.475,1495.68,717.488,843.998
"ppiA",2365.61,1167.05,1133.5,1190.08
"nirD",64.6666,464.046,552.946,364.366
"nirC",76.5377,413.527,514.754,315.228
"cysG",457.038,520.182,677.521,526.155
"yhfL",148.003,939.93,1045.65,1113.79
"frlA",103.925,1082.43,1010.38,853.306
"frlB",145.189,953.132,708.75,593.009
"frlR",708.586,1533.56,861.129,720.442
"yhfS",100.536,1220.14,693.809,521.571
"yhfT",69.4593,882.218,480.037,364.994
"yhfU",139.683,1587.77,871.713,681.123
"php",46.2603,590.252,342.169,251.02
"yhfW",102.451,1752.63,935.898,703.753
"yhfX",140.477,1563.08,776.469,715.827
"yhfY",134.014,1858.57,907.602,726.72
"yhfZ",247.837,2024.13,996.506,778.954
"trpS",3389.64,1646.95,1086.79,928.201
"gph",2993.38,1426.66,904.95,734.337
"rpe",2253.99,1287.16,792.323,767.804
"dam",874.465,1195.32,658.192,742.115
"damX",3125.86,1863.29,1109.73,1074.87
"aroB",3795.48,1801.85,1310.68,1122.42
"aroK",4073.73,1367.25,1069.19,1158.93
"hofQ",127.108,1575.52,922.512,699.268
"hofP",234.8,1780.64,962.907,769.917
"hofO",108.226,1022.65,620.263,464.148
"hofN",189.977,1642.04,1035.01,952.312
"hofM",88.9549,819.787,578.982,421.977
"mrcA",450.858,1515.48,991.809,734.746
"nudE",1389.41,1718.19,935.146,916.947
"igaA",624.087,1538.45,1039.41,882.358
"yrfG",1080.04,1776.61,1001.41,997.07
"hslR",1816.25,2677.32,1295.32,1317.54
"hslO",750.474,1171.77,793.063,745.798
"yhgE",575.661,1825.84,1340.52,1092.81
"pck",1900.43,3923.53,1776.83,1391.1
"envZ",739.888,1478.69,1020.07,875.882
"ompR",1740.83,2284.84,978.269,869.369
"greB",516.49,824.258,643.892,567.212
"yhgF",1672.35,910.366,729.445,567.278
"feoA",1533.52,850.665,798.112,884.78
"feoB",1552.71,1314.95,946.498,761.413
"feoC",521.297,1665.91,1007.94,868.374
"bioH",362.337,1288.42,985.442,1025.39
"yhgH",578.121,866.36,718.432,669.179
"nfuA",3029.89,2182.81,1246.24,1452.57
"gntT",138.715,1788.75,1007.21,902.055
"malQ",505.609,945.491,627.266,534.712
"malT",413.628,1076.19,804.39,988.334
"rtcB",168.559,701.768,497.471,373.703
"rtcR",81.701,781.236,807.578,491.972
"glpR",1160.33,991.602,695.374,602.908
"glpG",1004.23,725.393,559.348,587.66
"glpE",1501.13,1265.29,943.489,871.152
"glpD",386.694,6886.86,891.221,751.029
"yzgL",329.113,796.854,746.78,683.714
"glgP",3157.25,2496.62,1589.33,1110.14
"glgA",3241.28,3740.5,1718.04,1315.34
"glgC",3649.28,4724.24,2164.81,1728.01
"glgX",2552.56,2387.72,1505.86,1129.11
"glgB",4912.21,2619.72,1968.9,1598.36
"asd",10347.7,2915.45,3518.83,3205.35
"yhgN",245.858,1037.92,729.021,736.775
"gntK",360.842,689.972,446.504,490.708
"gntR",1510.57,1417.72,977.321,1055.81
"yhhX",1865.9,1115.41,1038.3,1135.1
"ryhB",283.928,468.363,563.017,536.136
"yhhY",383.164,474.349,599.974,598.102
"yhhZ",42.9547,600.146,822.321,954.463
"yrhA",29.1739,583.87,829.754,901.992
"yrhB",140.547,525.097,631.215,749.858
