"","176400","176400 | 1","176400 | 2","0","0 | 1","0 | 2","0 | 3"
"uxaC",0.243820471,-0.030836216,0.168551381,0.369939153,0.063482704,0.761675005,-0.208240448
"mlaC",-0.341227911,-0.309791584,-0.346950905,-0.675316622,0.044120159,-0.870395678,0.256048378
"lysS",0.275076054,0.285586438,0.17488058,0.501026909,0.275571616,0.542077046,0.382210935
"yghU",NA,NA,NA,0.720641926,0.075381927,0.307841094,0.208211749
"ygjV",0.197334478,0.476512727,NA,0.698365531,0.515780375,NA,-0.616139924
"sfsB",0.618830519,NA,NA,0.611215356,NA,NA,NA
"ygfS",0.297597137,NA,0.025592953,0.942914171,0.207604757,0.499051681,0.471573905
"yghS",0.356487315,NA,NA,-0.196899118,-0.326488375,NA,NA
"ygjQ",0.430961061,NA,1.27631783,0.352149862,NA,NA,-0.452637792
"yhbE",0.343837067,NA,NA,0.522274272,-0.413638551,NA,-0.17963652
"xanQ",-0.129407864,-0.425004135,-0.159804541,0.191161033,-0.459575465,0.973958675,-0.732573642
"glcC",0.243166905,NA,0.345409681,0.471199462,0.116728216,0.739698442,-0.035017643
"higA",0.135477782,0.534733672,0.269139246,0.426038107,0.399421949,-0.002032166,0.345527445
"yhbY",0.091253543,0.03681797,-0.050208552,0.463650579,0.026169561,0.676108475,0.084929465
"ygfK",0.114850971,-0.145526267,-0.229679552,0.451361295,-0.077534344,0.333563955,-0.029874199
"glcB",0.168065293,1.680632709,NA,0.390541964,-0.027053293,0.331162723,0.024483463
"ygjI",0.217190428,0.476512727,0.033182089,0.493116044,0.177563513,0.623884942,-0.092234943
"glmM",NA,NA,NA,0.544268566,NA,NA,0.246332213
"yqeA",0.20294465,NA,0.721840099,0.519249925,0.425884387,0.257932283,0.443742818
"pppA",-0.255563635,-0.20520445,-0.321690586,0.359197258,0.232113506,0.052906167,0.25767388
"ygjH",0.065538737,0.153856736,-0.104162408,0.433929338,0.034169784,0.225354458,0.056255307
"rimP",0.362685644,0.609138292,0.245348713,0.612472359,0.282691357,0.235660856,0.402528643
"rpsD",0.218184617,NA,NA,0.469886203,0.25536823,NA,0.057275976
"hofQ",0.307320233,NA,NA,0.355942851,1.017725213,NA,1.337412682
"yhiM",0.567677997,NA,NA,0.803100882,0.438298914,NA,-0.466878231
"selA",0.184794165,0.549533664,0.402397946,0.66161155,0.663256929,0.041237045,0.693357655
"zntR",0.185999934,NA,-0.169926858,0.456575098,0.28320776,0.428604634,0.032971573
"dam",0.179497825,0.193211498,NA,NA,NA,NA,NA
"yhiI",0.111268984,0.330783859,0.0803496,0.206503786,-0.155993772,0.280569133,-0.299894715
"yiaW",0.20239035,NA,NA,0.424658663,0.111124338,0.612777813,-0.123155164
"fmt",0.275803182,NA,NA,0.640041682,0.241357516,0.428377611,-0.122240722
"yhfY",0.334654304,NA,NA,0.585998567,0.560258646,0.20916438,0.729322401
"rhsB",0.208254115,NA,NA,0.549945699,-0.137719276,0.201676359,-0.315464599
"sgbE",0.22217604,NA,0.623105317,0.59101197,0.202899264,0.426790496,0.196927356
"smg",0.310836807,NA,NA,NA,-0.348371819,1.007856333,-0.319346981
"yhfU",0.066511627,-0.105474199,-0.333125711,0.236994478,0.112488927,0.365933248,0.062972257
"yiaO",0.10019474,NA,-0.210711713,0.422473848,0.17035744,0.211221676,0.40519707
"yrdB",0.055457319,NA,0.091834146,0.257249285,0.027652879,0.280140355,-0.040241867
"frlD",0.388845128,NA,NA,0.5576961,0.085759098,0.624128517,0.093470794
"acpT",0.692979704,NA,NA,0.46315282,0.085201953,0.629811153,0.035478847
"yiaK",0.162832766,0.382738428,0.067259727,0.424783263,0.201483913,0.513299428,0.034487684
"yhdX",0.482411965,NA,NA,0.590026057,NA,NA,-0.469671131
"frlA",0.225310849,-1.2736098,NA,0.275423254,NA,NA,0.358305972
"yhhQ",0.294891244,NA,NA,0.517310853,NA,NA,-0.311822293
"malS",0.296775388,NA,NA,0.306457487,NA,NA,-1.425765645
"yidR",0.31509463,0.7283247,NA,0.506817321,-0.852971245,-0.611236998,-0.258817766
"wzxE",0.374742181,NA,NA,0.396206031,0.364512699,NA,-0.163842253
"frvB",0.403230719,0.64188012,NA,0.868779658,NA,NA,-0.17963652
"zraR",-0.070524728,-0.090277049,0.246557991,0.061559891,0.473427037,0.004883498,0.3222165
"yidE",0.403230719,1.060089312,NA,0.59273195,0.18842144,NA,-0.390489885
"rffG",0.182094511,NA,NA,0.662725175,NA,NA,-0.230789042
"fdhD",-0.089684803,0.013402186,-0.20057717,0.481835033,0.322169698,-0.087646878,0.457185578
"hupA",0.487551604,1.693996671,NA,0.599316132,0.489451436,NA,0.1282329
"rfe",0.325818495,-0.768294345,NA,0.5777916,NA,-0.032406847,-0.795060473
"fdhE",0.199701211,NA,-0.127374507,0.728328755,-0.304494082,0.548463845,-0.145778252
"nudC",0.353317268,NA,NA,-0.093149681,NA,-0.497293646,0.261572179
"yidI",-0.091534554,0.558294546,0.237896385,-0.004208597,-0.407564403,0.596387397,-0.509613845
"rhlB",0.450757232,0.692531933,NA,0.853267491,0.57906221,0.291852989,0.361725631
"yihY",-0.225158211,-0.119090647,-0.257351346,-0.034941342,-0.017715393,-0.060849894,-0.097001104
"thiF",0.144844978,-0.139546093,-0.267115744,0.241443067,0.060552513,0.152197604,-0.045868975
"emrD",-0.016616516,-0.182855691,-0.063547633,0.120884996,0.097464733,-0.304906746,-0.038227542
"yihU",0.306320706,0.272392744,NA,NA,0.216450164,NA,-0.054697783
"rpoC",0.56673285,-0.000608528,NA,NA,NA,0.163887798,0.024483463
"uhpA",0.181381969,NA,0.77571548,0.456843346,-0.045661766,NA,-0.287270398
"ilvA",0.039532731,NA,0.887689239,0.626279102,1.735580562,NA,0.439129165
"yihQ",0.2503693,-0.759281425,NA,0.318618528,NA,0.069050793,0.246332213
"rplA",0.11577353,NA,-0.566707201,NA,NA,-0.053596147,-0.22218887
"phnC",0.00529071,0.183451661,NA,-0.519118413,0.732489485,NA,-0.129331401
"fklB",0.137127366,NA,NA,NA,NA,NA,-0.58297156
"nanS",0.408834596,NA,1.412537577,1.013954247,0.11996406,0.425866324,0.586870749
"fixX",0.239373916,NA,NA,0.109270517,NA,0.160283673,-1.258817766
"phnI",-0.215697198,NA,1.016449574,0.010125855,0.004504844,0.383519946,-0.2942753
"rplI",0.20849735,0.127421286,0.341522426,0.784458772,0.352774296,0.58078951,0.138099169
"sgcX",0.428341439,-1.097518541,NA,0.882282128,-0.07121587,0.921835662,0.002029841
"phnM",0.197981231,0.349826324,-0.002435771,NA,-0.364420528,NA,0.547362208
"yjfY",0.32898469,NA,0.361453507,0.325425327,0.149887309,0.387312936,0.153215189
"sgcE",0.229519161,NA,NA,0.584886417,-0.010412946,NA,0.212908457
"creD",0.283577578,NA,NA,0.453035686,-0.171254068,0.706826337,0.125027761
"rpiB",0.232074677,1.145519508,NA,NA,NA,NA,0.723453467
"ulaC",0.583438544,NA,NA,NA,-0.077846449,NA,-0.628729051
"yjhG",0.359765025,NA,1.011804669,NA,-0.140637279,NA,0.246332213
"rob",0.290526438,NA,NA,0.903101972,NA,0.009790832,-0.000340121
"alsC",0.501094178,NA,NA,0.231004114,0.109240194,-0.643421681,NA
"ulaR",0.502615351,NA,NA,-0.012033935,NA,0.599616367,1.024483463
"fecI",0.37690178,NA,NA,NA,NA,NA,-0.635907636
"slt",0.17841749,NA,NA,-0.117717872,0.404021241,NA,-0.083661479
"aidB",0.402756857,-0.052637528,NA,0.412000298,0.158798974,0.451553832,0.15061368
"fecC",0.388201728,NA,NA,0.72457222,0.130429493,NA,-0.480666515
"serB",0.2503693,NA,NA,0.231004114,NA,NA,-0.355727779
"yoaG",0.263733262,NA,NA,NA,0.001334797,NA,-0.237967627
"phnF",0.141709264,NA,0.564862114,NA,-0.925521912,-0.067168954,0.644272221
"bdcR",1.599525364,NA,NA,0.696386965,0.454123474,0.358023559,0.318025437
"atpB",-0.096991493,-0.024008483,-0.097932454,-0.255174473,-0.353730834,0.465670907,-0.54155291
"yddM",0.169668562,NA,NA,0.741098675,0.450822034,-0.479229646,0.468694616
"glnS",0.314582188,-0.069259549,0.078486137,0.299534052,-0.05702713,0.404639764,0.072175453
"phnK",-0.143971782,-0.166957011,-0.129161137,0.103795492,-0.118807092,0.586408925,-0.282850436
"fhuB",0.386840302,NA,NA,0.231004114,0.166593003,NA,-0.054697783
"hofB",0.16019267,NA,NA,0.359873144,-0.096521735,0.347804394,0.15242771
"yafD",0.010964472,0.111505878,0.066985638,0.345763243,0.373825101,-0.279071594,0.403455632
"betA",-0.063077667,-0.301638524,1.194844788,-0.340893024,-0.11967041,NA,0.468180962
"nhaA",-0.227179833,-0.2653459,-0.334195617,0.274754804,0.043486396,-0.06848814,0.212077024
"zapD",-0.164101502,0.023698866,0.055637926,0.001927341,0.006629628,-0.01440889,-0.163363427
"metN",0.16191265,1.261194844,0.503080856,0.370666107,0.112033095,0.311551349,-0.085855765
"ykgG",0.143324745,1.085751303,0.764434469,0.476029084,-0.000634796,0.41309558,-0.061037961
"dnaJ",0.676319985,0.726902038,0.263429808,0.658608609,0.234345935,0.675269613,0.329913174
"lpxC",-0.050029912,-0.086968359,-0.020237217,-0.175593214,0.003216608,-0.085004611,-0.016413735
"trmO",0.007804564,-0.052159669,0.053361657,0.370289009,0.224478982,-0.090125253,0.280397776
"rclR",-0.230127942,0.185242568,0.330237507,0.139734368,-0.196407766,-0.810277455,-0.165042344
"yaaW",0.210826012,NA,NA,0.047613616,-0.042027481,-0.249739496,0.363515484
"ddlB",0.276698239,0.056502199,0.308452531,0.437237456,0.181761811,0.372053134,0.356379394
"arfB",0.525947995,0.002316025,NA,0.610108872,0.499551763,0.219405126,0.699972371
"rclC",0.336283929,NA,NA,0.354895095,0.258057369,1.104766346,-0.241008207
"yaaJ",-0.041134413,NA,NA,0.000200522,-0.178287331,-0.599955988,-0.002309714
"ftsW",0.264484637,0.111075682,0.189615612,0.269440392,-0.112608555,0.377767618,0.169787364
"yaeR",0.194954776,NA,NA,0.170306274,0.109240194,0.900646363,-0.17963652
"ykgM",0.030658182,0.269867769,0.210353052,0.273358692,0.032024489,0.225810038,0.051184978
"thrB",0.813405184,1.483691311,NA,0.57229729,0.009963448,0.678797613,0.0342433
"murE",0.31509463,NA,NA,0.051308731,-0.489359265,0.961344203,0.030732412
"rnhB",0.140887515,NA,NA,-0.494294829,-0.087425009,0.055548323,0.28948913
"ecpB",0.018665796,0.106568972,0.118898842,0.335360002,0.250611798,-0.212952448,0.152782019
"nrdR",0.299767095,NA,0.528370343,0.499723343,0.36657586,-0.035684557,0.547362208
"rna",0.383708579,NA,0.658745673,NA,0.489451436,0.65397403,0.179385423
"ybgQ",0.138364232,-0.173775234,0.795459538,0.544268566,0.162614177,0.402591201,0.135359132
"secF",0.171774542,1.731785232,1.319783524,0.464579076,0.235090357,0.114905977,0.248660875
"gcl",0.151592498,0.236752388,NA,0.336369943,0.725540625,0.24364086,-0.027926063
"uspG",-0.046387911,-0.049678099,-0.016224055,-0.111557563,0.003897014,0.549163755,-0.254789319
"nei",0.641814426,1.750670576,0.369727018,0.565892377,0.397936455,0.435759565,0.292089703
"queA",0.069167311,-0.132571048,-0.050053198,0.086720219,0.310588249,0.317738695,0.079756393
"selU",0.237797528,NA,NA,0.046263746,-0.406576696,NA,-0.163842253
"ybdO",0.055995979,-0.144456797,0.039073363,0.222731588,-0.154363303,0.762271756,-0.304266699
"ybgI",0.177657913,0.080919928,0.062511293,0.246896074,0.200159844,0.297516781,-0.045402635
"brnQ",0.345238772,NA,NA,NA,0.267602686,NA,0.236680827
"ylbH",0.052545666,0.238614318,-0.090754566,-0.011474637,0.002545912,0.108664078,-0.171811182
"hcxA",-0.035950679,1.004571985,1.180834073,0.268430612,0.185067798,0.228548505,0.139122243
"ybfD",0.22386175,NA,NA,0.459667038,0.437328423,NA,0.343242226
"sbcC",0.301306345,NA,NA,0.322594618,-0.064966921,0.580118578,0.225482074
"ybbA",0.051700784,0.24490414,1.706349216,-1.445689496,0.040358905,NA,-0.271217699
"entB",0.29703063,-0.081641779,NA,0.526204566,0.091026453,0.14423311,0.412362146
"rhsC",0.134385406,-0.125547265,0.240602278,NA,0.18030355,NA,0.147406908
"rdgC",-0.43471828,-0.207491343,-0.197678374,-0.17601917,0.104025497,0.285061104,-0.331768198
"fetB",-0.054751411,0.332004033,0.221048742,0.336837555,-0.163761078,0.411865496,-0.101195443
"entS",0.110974647,-0.845706568,NA,0.134094101,0.044177549,-0.310207002,0.084117357
"kdpD",-0.018621447,0.941399525,0.193858875,NA,-0.112608555,NA,1.062140876
"ybiV",-0.004435263,-0.026605564,-0.029033539,0.156442155,0.07401363,0.157048373,-0.116040695
"ycbJ",0.19818169,0.050543994,-0.031190942,0.415200963,-0.179248097,-0.012389734,-0.08884365
"efeO",0.269337139,NA,NA,0.184399219,-0.19651044,NA,0.133292699
"nagK",-0.064164327,-0.140234086,0.073399216,0.023611281,-0.246735313,0.249864402,-0.458161484
"ybiR",0.215709998,NA,-0.009066349,0.470198308,0.06507062,0.502706354,0.262722629
"lpxK",0.448257688,NA,NA,0.218738243,0.779486047,1.678797613,0.254450103
"putA",0.343123354,NA,NA,NA,1.03351948,0.139528452,-0.395599291
"ycfT",-0.073725342,0.004212552,-0.181051686,0.279483889,-0.014205063,0.176754507,-0.107404134
"ompX",-0.229131656,-0.116805452,-0.125664684,0.048349085,-0.255331913,0.65680332,-0.536795583
"rpsA",0.228835925,NA,0.128628519,0.789545251,0.308995372,0.373611658,0.317688121
"rutC",0.229747843,0.21840301,0.127396477,-0.119090446,0.400236699,-0.17142793,0.203833983
"comR",0.187250903,0.223833032,-0.015845585,0.247133614,0.174181001,0.481422633,-0.008703684
"glnP",0.24676185,-0.10327087,NA,0.604875178,-0.334457305,0.569653144,0.246332213
"aroA",-0.068286659,NA,-0.431848569,0.154180663,-0.050295235,0.770506433,-0.384818048
"rutG",0.162144559,NA,NA,0.237749116,0.061495083,0.40378105,0.009543113
"nagZ",-0.030761955,0.032878633,-0.188644164,0.015534258,-0.176321259,0.695049514,-0.307594137
"mcbA",-0.179303942,-0.017804686,-0.285310793,-0.776129713,-0.176699617,-0.150978476,-0.304381727
"ycaO",0.732289438,NA,0.504648708,0.452567987,0.339689116,0.117531693,0.447485875
"agp",0.764258644,NA,1.500446346,0.896257246,0.809786587,-0.205671119,0.762206056
"hinT",0.151374205,0.405337136,0.23056034,0.160796733,-0.074150303,0.551011034,-0.095063767
"ybiJ",0.336283929,NA,0.73129634,0.302498531,-0.161457123,0.10920551,-0.051940349
"ycaK",0.0903015,-0.577844936,-1.051653793,NA,-0.735857846,0.246643504,-0.216065785
"torD",0.097028437,0.357822939,0.207933161,0.271660499,0.016171092,0.375111374,-0.096090468
"holB",0.20346136,0.593018296,0.062626875,0.314639701,-0.015015152,0.413239936,-0.077985127
"chaA.1",-0.058096269,0.367768344,-0.159700172,0.335368906,0.082168571,0.114941975,0.191811863
"ycjP",0.033087872,0.438724166,0.138015132,0.359403383,-0.095575216,0.276309977,-0.145778252
"azoR",0.547438156,0.591617961,0.758547455,NA,0.577587525,NA,0.573465011
"hipB",0.525947995,NA,NA,0.473753499,0.247735442,0.873062841,0.444699866
"prmC",0.221788741,0.285698211,0.235542479,0.391898943,0.055026077,0.330475516,0.040155583
"pspE",0.762252661,0.42146516,NA,0.435124097,-0.057091227,1.456948864,0.070240953
"ynbA",0.087189259,-0.02560223,-0.053076455,0.05571389,0.16034683,0.308585188,0.250448779
"ispE",-0.228792496,-0.107063859,0.285629248,0.13788709,0.023270167,-0.115540398,-0.011407882
"pspA",0.313421046,NA,NA,NA,-0.451427112,NA,0.337412682
"insC2",-0.052914859,0.070823888,0.178048177,-0.176562595,-0.402537768,-0.613346252,-0.066316841
"ydeQ",-0.110525411,NA,NA,0.493116044,0.038454698,-0.083721814,0.325049221
"pth",-0.087617434,-0.164860916,-0.20027828,-0.04538649,0.169911772,-0.611236998,0.385821689
"puuC",0.091669492,0.495262163,-0.151816964,0.373467196,0.155834073,-0.226279995,0.021585741
"paaX",0.293142336,0.379175048,0.280813605,-0.060324539,0.019596114,0.490641843,-0.060735738
"ydeN",0.077420073,0.168058713,0.184326651,0.361215079,-0.158669642,0.577339973,0.019788342
"dhaK",0.408834596,NA,NA,-0.531017636,-0.209518568,NA,-0.3604229
"puuP",-0.237122005,-0.264739607,-0.397850804,0.198445434,0.175528635,-0.352257565,0.297024921
"paaH",-0.043927313,NA,NA,-0.59963801,-0.199245684,0.318900958,-0.322559416
"pqqL",-0.06824096,-0.204840891,0.118327025,-0.539056743,-0.345009099,0.462923447,-0.227257069
"ycgY",0.593848231,NA,0.755512094,0.668120207,0.345099658,0.518311428,0.399916131
"sapC",0.29112177,0.756353423,NA,0.086402111,-0.183671911,0.775707626,0.173781545
"paaD",0.011168068,-0.008405766,0.02095497,0.249162084,-0.213531398,0.447551089,-0.145736775
"dosC",0.37579247,NA,NA,0.366859265,0.03865912,0.502706354,0.070240953
"manA",-0.041473408,-0.109178154,-0.011133705,0.092563872,0.077432047,0.103096084,-0.075358697
"btuE",0.174433109,0.63817427,1.547792582,0.414105746,-0.219818525,0.670023689,-0.014196568
"yoaA",NA,NA,NA,0.573426795,NA,0.347804394,0.137187743
"yecA",0.018288108,-0.091016323,0.058821779,0.190343908,-0.089153347,0.47812798,-0.136816241
"rstB",0.17147368,1.087527561,0.810477586,-0.074526383,-0.044151175,0.467944248,-0.089459889
"rflP",0.04311259,-0.157114753,-0.219630832,0.101588075,0.065978656,0.039283115,-0.025810835
"rnd",-0.096276004,0.170335231,-0.010412404,0.03236685,0.001546184,-0.34815397,-0.127176498
"yecR",0.236693437,0.182875156,0.189142508,0.669772422,-0.281604998,0.135773547,0.123253412
"ydgI",0.097046917,0.049144239,-0.003161652,0.238734612,-0.016551867,0.580064812,-0.308726654
"ppsR",0.155591508,0.122899254,-0.079886444,0.264142243,0.234389702,0.534267051,0.081287189
"dmlA",0.275762595,NA,0.366261836,0.663603425,0.308396757,0.444714407,0.336268569
"araG",0.300711858,0.384299486,0.115683574,0.277949583,0.763783836,-0.405225991,0.328537512
"tqsA",0.361838033,NA,NA,0.299461495,0.280735702,0.384607042,0.499057529
"ydiS",0.379318561,-0.10327087,NA,NA,-0.112608555,NA,0.196846849
"dgcP",-0.024331757,NA,NA,-0.004208597,-0.385609827,0.678797613,0.121393476
"otsA",0.089129314,0.831900385,NA,0.458353937,0.103410651,0.512251672,-0.105107287
"asr",0.370198631,0.099536468,0.098745026,0.581995151,0.166502847,0.411697901,-0.075646542
"ydiO",0.053737339,NA,NA,0.442548115,-0.051090517,0.42892014,-0.074901169
"nimR",0.253432964,0.1969246,0.030946527,0.231971722,0.245426864,0.130994297,0.209477117
"motA",0.537611011,NA,NA,0.605224992,0.055586223,-1.329802558,0.070240953
"bidA",0.660795021,0.846781309,0.50457503,NA,-0.11446056,NA,0.031595916
"ydiN",-0.089929821,-0.27583126,-0.392734991,0.010531893,-0.043171868,-0.081533928,0.104225451
"cdgI",0.424863714,0.225346545,0.415818825,-0.032626125,-0.218329322,0.708931315,-0.186425118
"tar",0.264484637,NA,NA,-1.218088417,-0.028926808,NA,-0.034111252
"hisG",0.07001604,0.306761646,NA,-0.045556969,-0.141572251,NA,-0.263458159
"rcsD",0.360086844,0.558294546,-0.226625736,NA,0.020226662,0.336931364,0.07968251
"argT",0.475463105,NA,-0.941955023,-0.108943948,0.007782554,NA,0.371270949
"plaP",0.317800523,NA,0.021923575,0.155633779,0.095197117,NA,0.155002077
"yehE",0.296954404,NA,NA,0.396206031,0.404021241,0.481368299,0.013513329
"alkB",0.257102683,NA,-0.235008386,NA,-0.243224425,NA,0.070240953
"hisP",0.100056054,NA,NA,0.341702411,0.267602686,0.522011509,-0.332587975
"dacD",0.104937307,1.140010413,NA,0.360845923,-0.025154783,0.495153216,-0.048067204
"yehA",-0.213032451,0.61627524,-0.608498504,0.036638149,0.041251931,0.233861042,-0.242011746
"napF",0.150519787,0.735084283,0.239816225,0.058373387,0.287072115,0.21435739,0.089091558
"yfcG",0.16019267,NA,-1.382647012,0.009155364,-0.121563398,0.298586372,0.310790202
"yeeW",0.130857797,0.652603986,0.203413323,0.422473848,0.201174886,0.279949038,0.254624483
"napH",1.396981769,NA,NA,NA,0.291083782,NA,0.246332213
"yfcC",0.163572411,NA,NA,0.54816361,0.127151784,0.58702724,0.204939527
"yeeR",-0.426293341,0.139053465,-0.384879894,0.127055138,0.047694122,-0.141152632,0.022488741
"yegX",0.528169455,NA,NA,0.47858979,-0.288699814,0.104766346,-0.048067204
"ccmB",-0.083832087,-0.070191044,-0.031772758,0.165045771,-0.007689309,0.168522157,-0.15737717
"yfbU",0.585074307,NA,NA,0.655498161,-0.050460649,0.599616367,0.002125134
"yegT",-0.008764925,-0.019533699,-0.233926166,0.33644126,-0.139420898,0.563939956,-0.219912573
"ccmF",-0.083760898,-0.137749584,-0.006943192,-0.009428546,-0.084422774,0.227015944,-0.31889963
"alaA",0.231256026,-0.713818971,0.696534234,-0.768995886,0.259352611,-0.092919527,0.36879633
"ptsH",0.213197197,0.563662902,0.217672317,0.301585188,0.083226762,0.698452301,-0.246029009
"xseA",0.104197483,0.471117695,NA,0.323973644,-0.102737801,0.466793798,-0.248793464
"hycI",-0.204284544,NA,NA,0.211740736,-0.241956411,NA,0.023425498
"ligA",0.234410496,0.055146704,0.436896923,0.349128193,0.150632879,0.422689122,0.139876882
"yfgH",0.00654228,0.577539306,NA,0.452852864,0.137584424,0.004801494,0.378355845
