"","0","90","210","30","90 | 1","270","30 | 1","150","390","30 | 2","210 | 1","510","90 | 2","270 | 1","630","150 | 1","390 | 1","630 | 1"
"narW",2.075417968,1.700190406,1.645633592,2.367137785,2.175672611,1.551481117,2.128253296,1.949041213,1.288193619,3.502917506,2.950381994,1.746465217,2.918000317,2.16465301,1.386865045,3.574218685,1.509059079,1.28670382
"narY",1.826570857,1.546981664,1.560302083,1.977380298,1.947767587,1.564887695,1.705790464,1.678363259,1.263631136,2.084485641,1.88473868,1.28853687,1.932215421,1.595762319,1.16649294,2.165987548,1.239495996,1.117077591
"narZ",2.353820544,1.911969154,1.552033971,2.683581814,2.149082474,1.49609456,2.30632715,1.874093483,1.24518888,2.59912156,1.99644939,1.342816014,2.291173437,1.606506541,1.249534958,2.266955114,1.280977798,1.226585529
"narU",1.188262867,1.326324184,1.127136324,1.25625651,1.231817543,1.091030094,1.195292166,1.231998411,1.070640583,1.56005337,1.355250898,1.132926283,1.512868646,1.300544521,1.098465572,1.419469696,1.13553864,1.086170789
"yddJ",1.046884093,1.054047022,1.017199217,1.032469085,1.080913226,1.051387194,1.059209077,1.096885036,1.033769657,1.006848358,1.025076893,1.013949716,0.978277575,0.997392743,0.994771168,1.008475312,0.998717831,1.026411448
"yddK",1.021610739,1.046081622,1.021107525,1.064509668,1.050756262,1.009190758,1.013062183,1.007969304,1.026956359,0.995793092,1.006470675,0.991210298,1.067229349,1.004143619,0.974105461,1.029176802,1.025260698,1.0148952
"yddL",1.228169582,1.094774694,1.114612609,1.209291849,1.177720648,1.153791541,1.164853851,1.163820879,1.17031453,1.232564632,1.178138563,1.203447418,1.105605443,1.213619129,1.098039745,1.097988886,1.089508659,1.081121862
"yddG",3.996039256,2.009812656,1.27438584,3.490901628,1.876082838,1.253437896,2.715751176,1.624216757,1.123564445,6.592054079,2.852601419,1.366984339,3.983885393,2.387039863,1.317129053,2.599426179,1.346118131,1.19745594
"fdnG",1.450801488,1.193127731,1.184676651,1.453350254,1.293406949,1.189652968,1.40080542,1.184525508,1.190105754,1.641019437,1.379584704,1.305869737,1.380367449,1.195775897,1.224919495,1.30683712,1.135272715,1.167293632
"fdnH",1.729697632,1.347641441,1.286785807,1.740956571,1.467578403,1.255714054,1.563223024,1.373267199,1.280679282,2.327147182,1.645483939,1.583063581,1.903394088,1.577297169,1.419226663,1.79627328,1.313189482,1.293295866
"fdnI",1.421066607,1.178397472,1.146242847,1.395306915,1.199007699,1.151557806,1.260129717,1.130005296,1.138108044,2.267014598,1.706438505,1.384505714,1.985917923,1.713317085,1.349011286,1.755338102,1.321339245,1.23107023
"yddM",1.640488403,1.350331253,1.240437936,1.534575037,1.368444113,1.268020048,1.511888828,1.285892622,1.268325652,2.290146682,1.38194376,1.271883996,1.554861447,1.317659522,1.225843692,1.420944159,1.182031321,1.193954229
"adhP",14.02970861,12.77619976,12.41641616,16.87571642,16.23291257,14.1135178,16.42721762,13.13771956,9.742524578,21.83650205,21.62246728,12.55292945,17.67135973,21.98312279,11.73710605,23.57029423,15.86307422,19.37147019
"maeA",46.22274556,35.37489624,27.22527869,57.92777102,42.46614225,27.69065021,49.3623352,33.20589774,8.195255788,54.15952185,47.33105216,14.82089238,57.03513277,57.71246383,12.96348732,54.73782453,19.92093329,13.42064112
"sra",9.60115628,7.883851166,8.159217472,9.539265629,8.895499155,8.209287704,7.903669344,9.709262836,7.838338672,28.1194827,31.00249935,21.927241,19.96789171,24.64542762,22.08052647,24.01327302,23.40060345,25.51710732
"bdm",1.63869391,1.413425283,1.207728337,1.515878464,1.405971405,1.185800827,1.388403262,1.243158487,1.099034856,1.492847372,1.241835825,1.117348387,1.280530791,1.14494029,1.057396019,1.214669654,1.088925169,1.064360926
"osmC",7.981825026,5.782818627,5.01809144,6.975709253,6.802295058,4.67822512,6.297119293,5.411133151,3.919811358,13.51313062,11.0269175,4.98501527,8.587492929,9.982509771,4.843271401,13.80482909,7.171740097,5.469778686
"ddpF",2.21468651,1.589764718,1.283626702,2.114384185,1.625902952,1.196584365,1.807574044,1.401889971,1.162857675,2.595312381,1.70852358,1.52435508,2.053406975,1.542478555,1.338064531,2.252709477,1.361315002,1.343408153
"ddpD",2.277323448,1.678850053,1.289495343,2.150359514,1.590382942,1.272907341,2.05992644,1.425136867,1.215424767,1.893537706,1.506099692,1.308105651,1.54249913,1.431318085,1.280268435,1.732504191,1.245912163,1.159421634
"ddpC",2.061847454,1.494810261,1.242770931,1.992499465,1.462698102,1.191605439,1.780237121,1.36966876,1.250927829,2.805217923,1.933699454,1.435179307,2.053849423,1.693806286,1.312930742,2.620106608,1.300649238,1.210394536
"ddpB",1.320301962,1.252026628,1.144701142,1.432827121,1.249125629,1.14127767,1.310211223,1.308054503,1.142672256,1.78741622,1.621701745,1.293347415,1.467600446,1.426826468,1.225171774,2.16643142,1.218378167,1.170286656
"ddpA",1.866147561,1.820039103,1.451864905,2.185506112,1.961954413,1.43813381,1.872605747,1.688239493,1.282996417,1.944057611,1.934501965,1.234225455,1.930678709,1.752618757,1.199201553,3.150181203,1.434010044,1.300346244
"ddpX",1.604843993,1.438433692,1.2460592,1.671442934,1.471930669,1.251815429,1.41976751,1.319284953,1.152968579,1.657201492,1.495836998,1.20897254,1.634633328,1.498940133,1.168346004,2.068144347,1.211091942,1.186112027
"dosP",2.133783619,1.581687004,1.229580353,2.880534726,1.771167261,1.228443721,1.978436217,1.437959911,1.133876958,2.50489222,1.314533354,1.236407775,1.876686443,1.215753049,1.139218732,1.485232036,1.147015768,1.171585512
"dosC",4.245089928,2.014540562,1.319252252,4.66041599,2.108528776,1.22962393,3.131776669,1.704915547,1.212717382,3.655235699,1.275446063,1.184910833,2.047489325,1.248492738,1.172976181,1.353458312,1.170235776,1.159078668
"digH",2.982925514,1.401734644,1.149823879,2.477708111,1.365596163,1.156279033,1.712856241,1.238208602,1.146154574,4.097662665,1.472157438,1.259895625,2.058700764,1.318362736,1.197605503,1.683362985,1.198004171,1.212480966
"gadC",4.364913188,3.965792233,4.454948586,4.826369421,5.003880901,4.520268387,4.762212443,4.950472632,3.302710078,8.391557417,10.358212,7.14943599,7.123120568,10.79069463,6.680674377,10.6672653,6.499886184,9.268252482
"gadB",2.765038748,2.371610089,2.478243937,2.891738486,2.78552431,2.299365854,2.706752214,2.701715989,1.564165869,4.381005804,4.25560321,1.977203088,3.947570731,3.67972667,1.653928415,4.281647235,2.09635992,1.958375363
"pqqL",6.808603358,7.545358402,7.185024599,9.006045547,10.31878827,6.981300856,8.094926078,8.246005434,3.407529552,9.422931186,10.28946739,3.661343498,7.932629295,7.406834912,2.602068711,7.618465191,3.853326552,3.396529965
"yddB",4.012273756,4.183444733,2.576053527,5.411884685,4.681277258,2.499113381,4.812480717,3.635193781,1.521820864,4.449097201,2.665087213,1.308004054,3.893129978,1.901497203,1.146007007,2.0130042,1.24939004,1.203732041
"yddA",2.0577419,1.107263991,1.110616743,1.951664123,1.156581229,1.108212999,1.555459918,1.133536209,1.123894059,2.043518314,1.097005816,1.149553647,1.180476268,1.106536733,1.109301284,1.068696073,1.079032155,1.060465955
"ydeM",1.197609133,1.104315579,1.098902895,1.263043739,1.122391648,1.153970543,1.13052636,1.18740253,1.122934972,1.195831679,1.097451385,1.106974784,1.131869244,1.06631804,1.033215295,1.044824725,1.083542659,1.076802429
"ydeN",3.735576653,3.805917946,3.589498078,4.100173187,3.380786736,4.009452712,3.330270767,3.378143084,2.797660756,2.611578903,3.094212711,1.898434921,2.18773949,2.776395749,1.484528312,1.624041102,1.729173203,1.85463343
"ydeO",1.516123794,1.150679353,1.086347272,1.282936516,1.1788938,1.079106696,1.234590431,1.166395621,1.085387595,1.581161929,1.214995854,1.157905154,1.304473685,1.172070761,1.112122285,1.093396152,1.077976506,1.047335828
"ydeP",2.014160938,1.522558329,1.280913385,1.926825163,1.691404023,1.259175999,1.749257667,1.417108501,1.198134274,3.944439091,2.198447077,1.33892201,2.892470495,1.747063072,1.197457374,2.249428936,1.290682567,1.192005418
"ydeQ",1.561851858,1.203332403,1.213986124,1.558971095,1.289418769,1.221952465,1.421373399,1.213828748,1.201457927,1.893882194,1.404356824,1.304699313,1.482700732,1.354546135,1.18902017,1.326428039,1.167931916,1.199998742
"ydeR",1.41238234,1.152274128,1.148659621,1.28563409,1.161868202,1.125915656,1.262096775,1.148814148,1.158105443,1.538350857,1.196528164,1.175489871,1.360415723,1.154961524,1.086982604,1.145150748,1.104491959,1.075489708
"ydeS",1.173654218,1.140193562,1.115511315,1.170130821,1.114333983,1.129768764,1.166206053,1.148195907,1.088078702,1.244431252,1.149820257,1.078153997,1.14378257,1.130824981,1.071657274,1.123439646,1.085021813,1.079137203
"ydeT",1.302011539,1.130027707,1.119711365,1.202087143,1.114877495,1.101333808,1.127411887,1.11568354,1.082131719,1.186162855,1.133126235,1.088636441,1.095529757,1.095702313,1.066122246,1.142351876,1.056562312,1.046991702
"yneL",1.238988744,1.294229442,1.154877326,1.173674758,1.175892497,1.144906383,1.210711028,1.296365584,1.161488525,1.276608863,1.172830812,1.172019125,1.086293767,1.155758059,1.104855091,1.137268991,1.105575435,1.074274094
"hipA",5.939718042,1.994589474,1.232156242,4.669610259,1.791790679,1.299409421,2.609010852,1.41249854,1.23455461,4.298057198,1.448634484,1.212311856,2.259208098,1.31439538,1.179873285,1.558743948,1.170473061,1.18731492
"hipB",4.170025451,1.3885032,1.055087967,2.935266001,1.35817866,1.070581301,1.914166277,1.165406098,1.042990287,2.467873904,1.195111346,1.09253633,1.530715481,1.191540066,1.068426947,1.229251327,1.04301563,1.072888827
"lsrK",3.169005909,2.105373489,1.551220316,3.384758586,2.00970733,1.382439345,2.796996511,1.692881177,1.239945077,3.33871104,1.566755172,1.421915944,2.085620305,1.485556932,1.347831351,1.577260079,1.299425785,1.333532589
"lsrR",3.806944889,1.628843202,1.173646097,3.412409961,1.573034966,1.190843122,2.215848411,1.320843187,1.180979705,3.530377907,1.332686505,1.206674246,2.121622529,1.341534793,1.135558477,1.332078705,1.139015847,1.117548737
"lsrA",1.363146946,1.213503344,1.134994538,1.302222713,1.173340828,1.129394723,1.162529758,1.112104921,1.14341401,1.458070795,1.200769041,1.18670658,1.232858528,1.181520792,1.132689445,1.130871383,1.086849913,1.058557263
"lsrC",1.76240595,1.241867059,1.15095325,1.545130838,1.263871209,1.157377338,1.380182418,1.151669601,1.1512567,2.274729951,1.356654133,1.295776042,1.614249508,1.2776839,1.309809525,1.464873232,1.22061933,1.200472947
"lsrD",1.359880081,1.196098901,1.144230761,1.361179971,1.212798305,1.14321473,1.232577187,1.247324197,1.146825933,1.891054833,1.428576208,1.4489032,1.558777908,1.342674773,1.305007489,1.426242636,1.324912735,1.301650634
"lsrB",2.022173267,1.994265345,1.690906571,2.273503654,2.167349361,1.521350698,2.168114093,1.974002131,1.314469409,1.963096975,1.769115993,1.33389975,1.756568141,1.525902767,1.207969608,1.756721128,1.30642422,1.256558838
"lsrF",2.791064359,2.07583283,1.575914731,3.20407927,2.396449256,1.527558707,2.385390649,1.903794491,1.294539345,3.215689204,2.026654062,1.546355524,2.515240514,1.693824336,1.443505393,2.270332555,1.285646536,1.564529395
"lsrG",2.291008997,1.794402576,1.320419679,2.308888944,1.875047557,1.250362664,2.02484891,1.708371707,1.178018424,2.29536162,1.542057614,1.317837467,1.863864893,1.369367231,1.301208911,1.768581561,1.182952697,1.370324738
"tam",3.313682703,1.791072988,1.307201765,2.769119896,1.910071685,1.312492409,2.384057568,1.613271064,1.320290675,3.183144577,1.920846718,1.577957258,2.148877513,1.601103754,1.396144629,1.869669915,1.33304292,1.371047602
"yneE",2.146492381,1.212601748,1.100512685,1.959685156,1.275151136,1.18768723,1.404433765,1.239269407,1.11258101,3.388903957,1.255836267,1.166985868,1.905299103,1.164062555,1.153002211,1.440369153,1.141578565,1.148391111
"uxaB",1.762962806,1.457308034,1.347211153,1.609651432,1.516246569,1.423123157,1.602399261,1.405063371,1.235587769,2.16817189,1.784622124,1.540786067,1.788161464,1.903351215,1.631817721,1.844883794,1.376440417,1.578701422
"dgcF",1.688566799,1.339917216,1.19802299,1.732224203,1.32851737,1.246515067,1.556238024,1.195297552,1.1765525,1.873793919,1.271990096,1.189523776,1.466363183,1.271268846,1.137074266,1.299673938,1.130782718,1.102863568
"yneG",5.606984894,1.930408948,1.195932172,5.271530877,1.79173764,1.171579136,3.078050025,1.436613182,1.15457297,7.671282811,1.791883989,1.286720166,4.458067186,1.601156074,1.264878323,2.266177617,1.196683438,1.232491414
"glsB",9.96385264,2.435336146,1.177770287,8.770046153,1.952542795,1.17466831,4.511720632,1.437852549,1.171348511,7.710261344,1.665960505,1.244344246,4.333396811,1.426575675,1.168855229,2.124664447,1.164277665,1.224499645
"sad",10.07704879,5.771440534,3.836298248,9.944683765,7.078565402,4.371561711,7.516072088,5.361650972,2.430438639,8.946276202,4.93090579,1.89973949,6.771703373,4.461757982,1.605815214,5.722572684,2.118937051,1.621001773
"yneJ",1.644699855,1.147093533,1.143753409,1.469951174,1.141785672,1.170864047,1.276397815,1.108508484,1.141615851,1.941718951,1.260079722,1.234404767,1.29795043,1.247840443,1.157814429,1.131031601,1.128633939,1.134057072
"yneK",1.441240068,1.212458134,1.084217228,1.267708489,1.103797762,1.075069095,1.274750915,1.129093144,1.064517067,1.205795667,1.113338464,1.144508949,1.076953545,1.086273192,1.107466065,1.105205514,1.060223067,1.06129801
"ydeA",5.245709633,1.949660101,1.209930822,4.663110742,1.800088405,1.160122478,3.2333224,1.41013565,1.20420758,8.585660965,1.861127234,1.3826251,4.772559814,1.662249953,1.26487657,2.531870386,1.322056999,1.291746202
"marC",2.676233689,1.420213913,1.214400375,2.202836036,1.359333086,1.220017406,1.648611862,1.312601264,1.190198606,5.990341989,2.095761788,1.280529606,3.321203938,1.780584756,1.224830245,2.517351793,1.331950949,1.218416982
"marR",2.579005824,1.369308337,1.24059708,2.082947901,1.387371315,1.27956154,1.626255466,1.310416859,1.165608895,2.477575667,1.449826248,1.415966865,1.627359938,1.363088469,1.199862545,1.412790901,1.199134486,1.188216561
"marA",6.671772535,3.110707643,1.85858249,5.62478027,3.264488837,1.605178425,3.973092734,2.637317408,1.260894661,7.891038087,3.115985621,1.383820953,4.543116487,2.588773194,1.308687543,3.800221279,1.365896538,1.280162444
"marB",4.066560309,1.536228911,1.295356205,3.177689581,1.521680695,1.235361724,1.938735924,1.324999214,1.247923599,4.293108632,1.528379936,1.35530543,1.96047515,1.359133127,1.249782859,1.47309927,1.245803334,1.119283445
"eamA",10.22853218,2.045188174,1.258609166,6.994883013,1.98763563,1.242678564,3.211836347,1.581267012,1.194293867,14.47358594,1.887560073,1.34881306,5.00122751,1.629293392,1.313082461,2.477089154,1.306058481,1.317542506
"ydeE",2.537866196,1.175670004,1.087216154,2.110392291,1.287472529,1.164140425,1.403959862,1.191211697,1.167267888,3.241229834,1.370327232,1.389372267,1.585942288,1.315835229,1.231832005,1.367237125,1.201810654,1.232653909
"dgcZ",2.550967778,1.417525811,1.19777144,1.945753189,1.257440316,1.175399871,1.525979492,1.230571595,1.153128235,7.343630228,2.284927157,1.309230848,3.939192475,1.905814917,1.234422293,1.847934649,1.2913667,1.301211922
"ydeI",1.626038162,1.525609184,1.309084278,1.651167573,1.534286676,1.370528279,1.516664374,1.471198496,1.3201373,1.865490848,1.548027558,1.381389013,1.585917317,1.449598837,1.271452876,1.453049814,1.276494983,1.191320697
"ydeJ",1.297082032,1.20280458,1.093519349,1.259469544,1.211212899,1.140144955,1.230288629,1.187718652,1.093144531,1.497814101,1.167622986,1.110434992,1.248295206,1.155450534,1.107982898,1.199703024,1.077506081,1.080343097
"dcp",17.36370883,13.98280024,9.150318031,21.28666516,16.18045827,8.60310128,15.89852235,12.17193902,3.07692225,26.53168586,17.01552028,2.538326871,22.42168618,15.0547419,1.921749228,18.59990707,4.048213001,2.090702451
"ydfG",25.40128018,15.61556454,8.851034587,25.7283613,18.27442908,5.974459642,20.15384609,13.07469274,2.683421469,35.67840094,17.16023078,3.154729009,25.03654461,13.09520684,2.662095093,21.27896982,4.170432702,2.49555143
"rspR",5.352270253,1.609880068,1.263900814,3.358518242,1.587707777,1.235867898,2.11814595,1.417011202,1.176845074,5.618612328,1.546119848,1.311597568,2.46718631,1.437916531,1.288274575,1.824487493,1.223590901,1.312408232
"ydfZ",2.736693198,1.935615348,1.879507042,2.530541659,2.335976423,1.988400514,2.273154323,2.221787718,2.060506208,6.836687475,5.799936861,4.017063589,6.011607399,7.868142612,6.082460482,9.734866058,8.821842276,7.389916494
"ydfI",1.483988614,1.33290753,1.237416095,1.546693949,1.405529656,1.280321895,1.406034682,1.32444215,1.12222816,1.986370097,1.793001275,1.338969033,1.740474669,1.698466882,1.323029814,1.548166224,1.353453626,1.287402247
"pinQ",1.735555895,1.228264352,1.171706453,1.514246723,1.21914711,1.237967411,1.359280727,1.203913608,1.197917159,1.686635805,1.344935083,1.276194331,1.31548574,1.195698213,1.180740891,1.2937869,1.170234974,1.113258887
"stfQ",1.387034119,1.228241886,1.168626696,1.484463446,1.210840056,1.261632629,1.275734922,1.22877108,1.16491692,1.681912755,1.270843747,1.249133211,1.31038473,1.255825058,1.164350829,1.220839859,1.162147338,1.138669285
"nohA",1.505390844,1.180000785,1.245703262,1.544712502,1.306070888,1.258826375,1.360805789,1.194111166,1.225876403,1.753996765,1.459911566,1.454256494,1.351360202,1.304116117,1.32422733,1.447569002,1.1830487,1.212934433
"ydfO",1.097901936,1.067161207,1.055562244,1.096929202,1.070268197,1.067071015,1.070011833,1.079294395,1.031034945,1.068623258,1.035597859,1.005666209,1.054864722,1.007821398,1.00488887,1.021396035,1.008785567,1.016490217
"gnsB",1.15756231,1.13642087,1.071731964,1.117803359,1.089997867,1.097437408,1.117458279,1.14106317,1.111403233,1.316770819,1.142418594,1.032191439,1.174456244,1.06990385,1.010115986,1.093959847,1.020586182,1.033827449
"ynfN",1.077162733,1.051000956,1.083314005,1.089000161,1.095913156,1.064487257,1.064776824,1.058335271,1.045057052,1.228015441,1.121429105,1.117345796,1.136659244,1.112707172,1.071151576,1.060798245,1.095891027,1.021631054
"cspI",1.197583893,1.092993197,1.061427374,1.094986063,1.074590843,1.052219751,1.106010013,1.088393316,1.059072198,1.016484882,1.019049123,0.981020275,1.021332105,1.055462504,1.004123672,0.999811278,1.029921775,1.029625968
